Measurement Name :,20221028_SDR710_Plate14,,Generated On :,"28/10/2022, 09:54:18",,,Calibration details for Oxygen,,,Report :,"@m02:IDENTIFICATION
Serial number     : SEBX0007000710      
MUX channel       : ON - 02

PARAMETERS
Sig LED current   : 040
Ref LED current   : 075
Frequency         : 060
Sending interval  : 0000
Pulse lenght      : 06
Red REF comp.     : ON
Temperature comp. : ON

FIRMWARE
ver.4.039.A3.ST   : 04/30/07, 09:14:36
@m02:RDY

",,Other Report :,"Start Temperature : 
End Temperature        : 
Start Humidity         : 
End Humidity           : 
Ref.phase Corre        : 1
Dig. Ampl.Factor       : 
Mod. Coarse Freq.      : 
Mod. Fine Freq.        : 
Mod. Shape             : 
Mono or Stero          : 
Phase Shift            : 
Sampling Rate          : 
Temp. Corr Slop Coef   : 
",,,,,,,,,,,,,,,,,
28.10.22 09:17:07,1.28,87.56,90.66,76.66,89.37,96.61,80.68,133.1,77.23,94.77,90.9,118.71,89.4,93.8,94.03,101.38,96.45,109.94,89.97,117.71,92.93,91.67,99.52,112.04,95.95,,30,965,36,30.53,
28.10.22 09:17:22,1.53,105.42,106.88,94.04,121.47,93.55,81.53,114.4,83.26,102.72,100.45,109.69,101.95,101.79,89.48,109.77,108.49,113.22,88.87,107.12,102.96,96.47,96.47,107.72,115.16,,30,965,36,30.55,965B6-(E1);
28.10.22 09:17:37,1.78,93.94,98.38,142.7,100.73,82.16,80.96,94.21,84.68,91.52,88.7,97.13,100.6,91.9,99.7,103.84,94.61,110.72,90.6,110.51,100.47,96.91,91.4,95.84,100.76,,30,965,36,30.53,
28.10.22 09:17:52,2.03,99.25,109.31,89.6,52.31,102.08,89.98,107.58,65.89,96.55,87.83,121.62,87.38,98.36,99.55,101.84,79.38,104.55,86.85,110.2,99.38,98.97,92.97,94.51,103.19,,30,965,36,30.53,965B6-(E1);
28.10.22 09:18:07,2.28,89.14,93.7,79.4,80.33,96.32,69.6,101.8,79.88,105.16,98.64,100.91,73.99,101.05,104.55,99.54,87.96,118.28,97.59,108.35,92.93,99.11,94.72,109.25,108.26,,30,965,36,30.52,
28.10.22 09:18:22,2.53,118.27,98.38,148.12,126.68,85.53,109.11,102.26,113.89,107.16,98.49,99.7,110.96,99.55,93.59,121.63,104.69,108.39,101.46,102.56,103.28,101.19,98.87,105.73,102.73,,30,965,36,30.53,965D6-(E1);
28.10.22 09:18:37,2.78,92.04,78.96,101.91,62.23,87.23,78.72,115.03,106.95,94.62,89.14,121.13,73.16,111.07,103.18,102.61,100.93,105.01,103.57,111.75,109.28,104.02,101.13,113.59,97.29,,30,965,36,30.53,
28.10.22 09:18:52,3.03,98.07,89.95,88.75,95.65,83,88.24,117.87,60.96,96.26,98.19,111.1,128.14,95.12,91.38,122.78,98.14,114.16,86.85,100.3,110.08,99.11,101.62,98.81,101.21,,30,965,36,30.55,
28.10.22 09:19:08,3.3,85.98,106.28,153.45,95.36,101.34,73.02,113.15,104.97,94.03,96.54,118.88,79.56,105.56,93.73,117.58,86.31,105.78,95.67,111.91,97.99,97.64,104.05,114.84,93.12,,30,965,36,30.55,
28.10.22 09:19:23,3.55,119.38,84.12,83.55,135.55,82.72,67.7,128.33,112.65,94.92,95.49,105.81,99.55,100.6,105.93,120.17,87.66,114.64,95.51,101.8,100.78,102.83,98.55,112.35,107.34,,30,965,36,30.56,
28.10.22 09:19:38,3.8,106.79,129.45,116.74,103.08,91.82,78.44,112.37,83.41,101.06,93.11,118.39,113.14,95.85,91.38,108.52,105.16,108.86,91.07,106.36,97.68,102.23,90.77,99.1,106.26,,30,965,36,30.58,
28.10.22 09:19:53,4.05,98.21,85.96,100.29,107.69,81.18,100.6,123.46,101.65,110.72,95.64,110.63,86.51,108.92,109.48,125.24,92.48,110.41,99.35,112.37,97.83,102.38,99.03,111.57,106.72,,30,965,36,30.56,965D6-(E1);
28.10.22 09:20:08,4.3,99.11,125.89,102.06,82.53,84.26,84.23,156.11,120.03,99.85,99.4,104.27,115.02,101.64,92.26,104,95.53,111.03,92.65,110.82,94,91.82,105.36,105.43,98.94,,30,965,36,30.6,
28.10.22 09:20:23,4.55,91.75,78.82,159.41,126.83,95.15,78.44,90.99,117.66,87.3,90.61,116,100,88.86,104.09,104.46,105.79,98.95,86.85,103.77,99.84,86.95,96.47,104.67,103.19,,30,965,36,30.59,
28.10.22 09:20:37,4.78,108.47,99.85,130.5,152.68,109.92,84.8,97.02,104.36,97,100.61,118.88,105.74,95.56,114.01,124.75,114.91,108.55,87.47,116.13,91.57,95.74,105.36,114.84,114.68,,30,965,36,30.6,
28.10.22 09:20:52,5.03,87.27,101.34,84.39,119.29,90.81,97.32,90.69,91.3,100,96.39,96.08,95.98,99.85,100.91,110.88,105.32,88.46,91.86,101.35,103.9,92.11,92.66,116.57,100.15,,30,965,36,30.61,
28.10.22 09:21:07,5.28,94.67,75.79,99.85,94.07,88.94,97.46,118.82,71.98,88.6,96.54,108.29,91.72,101.64,94.77,116.29,103.9,108.86,89.34,115.97,108.97,96.47,88.89,115.16,99.09,,30,965,36,30.63,
28.10.22 09:21:22,5.53,110.47,87.8,114.58,106.5,94.28,82.95,116.76,55.85,98.5,96.69,134.49,79.28,99.26,100.6,121.31,97.99,96.26,89.34,112.37,76.76,95.74,90.61,112.97,106.41,,30,965,36,30.63,
28.10.22 09:21:38,5.8,101.35,91.82,126.81,37.66,91.96,80.12,99.1,62.95,103.18,90.17,105.5,77.32,102.24,95.81,109.93,111.2,109.63,94.71,117.55,113.46,99.85,88.26,113.91,116.11,,30,965,36,30.63,
28.10.22 09:21:53,6.05,103.75,86.67,67.54,107.24,96.61,88.82,100.15,117.5,100.45,91.78,114.57,79.14,93.07,99.1,110.56,90.51,100,90.6,113.15,99.38,88.8,89.2,112.35,81.78,,30,965,36,30.64,
28.10.22 09:22:08,6.3,112.63,126.38,102.8,98.4,98.23,85.8,95.09,78.62,94.77,94.15,131.31,105.59,99.11,102.27,101.99,87.51,113.38,87.94,110.05,97.68,94.71,93.77,108.18,92.24,,30,965,36,30.64,
28.10.22 09:22:23,6.55,108.16,83.7,117.2,85.72,98.67,88.39,93.03,89.71,109.48,96.69,135.16,73.71,98.51,101.21,116.78,95.99,104.09,89.03,113.47,89.31,99.26,91.87,121.17,95.8,,30,965,36,30.66,
28.10.22 09:22:38,6.8,122.72,83.28,68.6,44.65,80.07,68.25,112.84,96.58,99.25,85.21,127.82,79.84,95.26,88.89,102.46,98.3,96.55,86.85,125.24,94.92,103.57,85.31,107.72,98.04,,30,965,36,30.67,
28.10.22 09:22:53,7.05,110.78,71.7,117.36,101.02,92.68,81.39,108.97,84.4,96.26,99.4,125.52,69.33,92.19,95.96,118.39,93.09,116.53,91.07,112.22,101.56,96.61,93.13,114.84,98.79,,30,965,36,30.67,
28.10.22 09:23:07,7.28,94.82,71.84,80.5,97.96,101.78,57.72,106.51,80.58,90.21,85.5,139.4,91.87,94.68,99.85,118.87,79.53,105.16,87.47,119.14,111.2,91.67,96.47,114.84,99.55,,30,965,36,30.7,965B6-(E1);
28.10.22 09:23:22,7.53,106.79,85.39,90.17,136.53,97.35,80.82,112.06,100.75,111.97,91.78,112.67,122.95,104.5,98.65,110.56,83.34,109.01,86.53,109.89,95.53,90.09,104.22,116.41,100.3,,30,965,36,30.7,
28.10.22 09:23:37,7.78,101.05,114.38,95.48,98.11,88.09,97.61,71.07,88.27,98.35,85.07,101.52,109.57,94.97,94.18,114.69,96.6,106.7,108.17,124.43,93.09,106.28,96.47,119.42,105.95,,30,965,36,30.71,
28.10.22 09:23:52,8.03,95.7,103.72,117.36,100.73,95.59,88.53,81.23,84.97,101.96,83.2,107.05,63.4,97.48,100.75,124.58,92.78,103.94,91.23,112.37,105.16,98.52,94.24,106.95,103.04,,30,965,36,30.71,
28.10.22 09:24:08,8.3,91.89,96.61,130.18,82.11,93.41,56.67,131.28,96.43,95.21,85.94,104.58,103.46,99.55,99.1,102.76,82.75,108.7,92.49,112.84,101.71,96.47,92.5,96.43,112.16,,30,965,36,30.74,
28.10.22 09:24:23,8.55,89.29,95.44,121.89,78.82,83,80.68,96.57,74.04,106.08,93.41,111.1,74.96,93.36,104.55,110.25,84.38,106.39,95.19,108.04,106.9,92.97,90.61,101.05,109.82,,30,965,36,30.75,
28.10.22 09:24:38,8.8,95.41,95.44,69.79,67.18,88.52,91.58,118.82,76.53,103.79,108.74,122.1,94.36,96.15,111.5,111.67,109.12,120.52,94.55,121.85,101.87,90.38,110.14,110.8,102.88,,30,965,36,30.78,
28.10.22 09:24:53,9.05,97.92,119.22,88.75,79.1,85.53,72.75,111.44,64.28,92.11,96.69,125.69,123.6,92.34,98.2,97.56,76.91,108.24,93.44,122.66,114.1,91.1,100.48,113.44,103.34,,30,965,36,30.78,
28.10.22 09:25:08,9.3,125.94,71.84,104.88,84.89,83.56,83.37,120.89,101.65,92.7,89.87,113.3,88.24,103.3,110.88,101.38,91.27,103.03,98.23,113.78,84.38,89.52,90.77,115.78,110.29,,30,965,36,30.8,
28.10.22 09:25:23,9.55,82.57,96.32,126.97,108.89,77.57,80.12,123.78,122.27,103.94,103.19,109.38,106.81,97.03,98.05,111.51,111.04,112.12,100.16,123.46,115.73,95.01,95.67,118.15,112.63,,30,965,36,30.81,
28.10.22 09:25:37,9.78,105.42,86.38,132.78,99.42,93.84,77.6,109.74,81.43,102.12,94.6,116,73.99,92.63,105.62,117.9,86.76,103.48,96.95,120.09,93.85,97.49,98.39,114.84,99.7,,30,965,36,30.81,
28.10.22 09:25:52,10.03,83.56,88.23,97.8,78.55,77.02,73.85,125.07,77.92,94.18,79.62,99.09,57.59,79.22,92.55,111.19,77.2,105.16,83.13,113.62,87.36,86.81,87.79,105.58,107.49,,30,965,36,30.84,
28.10.22 09:26:07,10.28,105.72,98.52,120.32,95.36,88.23,67.43,88.81,67.1,97.45,93.56,114.41,104.37,94.82,99.55,119.2,84.23,104.7,98.55,106.97,99.69,94.28,91.24,106.34,108.57,,30,965,36,30.85,
28.10.22 09:26:23,10.55,116.38,60.8,105.93,63.91,74.83,68.11,106.51,59.77,87.88,96.69,99.39,105.74,87.72,79.71,113.26,95.99,103.94,89.34,107.74,112.49,84.12,86.55,110.95,80.21,,30,965,36,30.85,
28.10.22 09:26:38,10.8,103.9,80.2,140.52,122.88,96.17,83.66,79.25,107.86,93.14,95.05,113.94,63.67,89.87,97,110.25,71.02,103.48,95.83,127.84,108.49,82.72,93.13,111.57,92.97,,30,965,36,30.86,
28.10.22 09:26:53,11.05,106.79,34.29,130.99,78.28,83.28,76.2,134.1,81.99,94.03,89.43,107.67,106.96,94.24,92.11,109.93,98.92,101.51,89.81,106.36,101.09,86.81,83.77,103.46,93.57,,30,965,36,30.88,
28.10.22 09:27:08,11.3,102.1,104.47,84.53,83.91,85.39,71.93,85.07,88.55,96.7,97.89,109.07,85.37,92.78,100.45,112.62,80.84,97.9,93.28,110.82,77.63,90.09,101.13,110.49,100,,30,965,36,30.88,
28.10.22 09:27:23,11.55,96.44,59.76,106.98,102.94,100.74,69.2,101.35,104.21,85.28,89.58,97.73,86.66,90.6,97.45,110.72,66.5,90.5,96.79,114.25,87.06,85.96,91.4,109.72,102.58,,30,965,36,30.88,
28.10.22 09:27:38,11.8,99.4,104.17,119.85,75.7,83.14,74.4,113.93,99.7,94.33,92.08,114.09,109.57,90.02,93.88,103.54,67.62,98.35,94.39,112.84,91.42,90.81,88.42,104.37,92.97,,30,965,36,30.89,
28.10.22 09:27:53,12.05,89,94.42,121.1,86,77.85,81.11,109.89,75.56,96.26,86.08,92.8,81.39,92.78,92.55,119.36,83.05,110.1,81.44,114.4,96.14,84.83,80.24,117.04,98.34,,30,965,36,30.91,
28.10.22 09:28:07,12.28,95.55,82.86,82.72,68.62,77.3,81.11,98.5,116.55,98.05,99.7,110.16,103.16,89.59,98.05,119.84,82.61,98.05,95.03,117.87,103.9,84.54,87.33,106.8,89.59,,30,965,36,30.92,
28.10.22 09:28:22,12.53,102.1,124.29,109.69,128.11,86.81,92.31,109.43,93.49,99.7,84.92,120.32,73.44,96.88,106.24,114.53,100.47,98.5,85.45,123.3,109.76,98.38,92.18,113.59,91.2,,30,965,36,30.94,
28.10.22 09:28:37,12.78,100,70.89,123.31,43.44,81.6,84.08,119.14,76.81,99.55,88.99,114.41,82.24,90.89,96.85,110.72,75.9,108.39,98.55,120.25,104.37,94.57,82.38,106.65,89.88,,30,965,36,30.96,
28.10.22 09:28:53,13.05,100.9,98.97,90.03,103.67,87.09,65.82,91.42,39.4,99.55,87.68,112.52,69.06,83.16,96.85,113.89,85.87,105.62,94.39,114.09,88.86,88.23,87.95,98.06,104.41,,30,965,36,30.96,
28.10.22 09:29:08,13.3,76.69,62.64,63.07,95.36,92.97,56.28,96.57,79.32,92.41,80.34,112.83,65.68,98.36,91.23,119.68,65.09,94.03,81.29,101.2,94,80.2,88.73,108.18,99.25,,30,965,36,30.99,
28.10.22 09:29:23,13.55,90.01,62.51,103.54,115.12,80.62,83.8,110.67,92.03,103.03,90.61,96.53,90.85,96.15,87.3,103.23,92.63,97.75,97.75,113.47,93.24,86.67,89.2,102.25,97.44,,30,965,36,30.99,
28.10.22 09:29:38,13.8,112.63,106.43,130.34,107.69,90.81,88.1,104.53,86.26,94.77,84.49,113.3,84.65,91.03,93.88,107.73,82.46,103.79,94.08,121.05,102.18,84.4,91.4,108.49,108.57,,30,965,36,31,
28.10.22 09:29:53,14.05,106.64,71.84,115.35,106.8,101.78,97.32,77.29,114.2,94.33,95.34,112.04,81.81,105.56,107.31,115.65,79.82,98.2,89.81,124.91,104.69,87.66,93.29,109.1,98.64,,30,965,36,31.03,
28.10.22 09:30:08,14.3,89.43,91.24,131.8,97.53,93.26,65.28,101.35,74.04,93.73,90.02,105.2,88.53,92.34,93.59,118.39,80.26,106.24,92.33,107.74,103.12,89.09,91.4,104.06,93.12,,30,965,36,31.03,
28.10.22 09:30:23,14.55,82.86,95.59,86.63,85.86,82.58,76.76,106.97,57.15,99.7,77.92,96.23,67.57,99.11,98.2,100.92,72.3,91.08,84.83,99.4,100.78,83.98,78.26,104.22,92.09,,30,965,36,31.05,
28.10.22 09:30:37,14.78,78.22,79.79,61.77,90.22,73.47,65.14,85.21,105.27,100.3,92.23,113.94,83.09,95.85,85.13,116.45,88.71,99.1,101.46,108.81,109.6,87.23,87.79,106.5,84.36,,30,965,36,31.06,
28.10.22 09:30:52,15.03,87.13,98.67,100.29,67.57,80.07,64.21,105.29,79.46,101.66,88.99,101.67,82.52,88.29,107.16,105.71,73.59,97.45,97.11,108.35,101.24,94.57,82.38,109.41,84.51,,30,965,36,31.08,
28.10.22 09:31:07,15.28,82.15,94.71,114.42,121.94,70.08,95.39,90.69,73.35,89.91,83.48,104.89,74.68,83.02,90.94,96.2,72.02,93.29,91.86,110.2,93.09,78.4,89.2,98.95,94.46,,30,965,36,31.1,
28.10.22 09:31:23,15.55,93.94,123.65,92.89,53.31,89.09,87.52,123.46,78.34,100.15,92.67,122.1,78.44,91.61,105.01,122.94,87.66,102.72,97.27,119.62,89.31,88.52,94.4,109.41,92.53,,30,965,36,31.1,
28.10.22 09:31:38,15.8,99.85,101.04,113.5,92.35,79.09,95.69,86.5,94.52,97.45,88.99,89.12,84.08,86.28,99.1,88.88,83.49,101.96,96.31,104.22,79.82,90.23,87.79,107.87,90.18,,30,965,36,31.11,
28.10.22 09:31:53,16.05,68.34,91.53,85.23,73.95,72.79,70.97,108.04,63.21,83.84,86.81,110.32,66.89,82.17,81.7,111.19,61.89,100,87.62,94.5,77.05,73.87,76.15,99.25,79.36,,30,965,36,31.13,
28.10.22 09:32:08,16.3,107.86,98.38,92.6,107.84,75.51,89.69,125.07,85.97,106.08,92.23,97.73,78.16,92.05,100.3,109.3,93.54,98.65,89.34,113.62,88.71,93.7,84.38,108.95,101.21,,30,965,36,31.13,
28.10.22 09:32:23,16.55,85.84,60.67,112.28,121.31,70.35,62.87,120.41,93.64,86.86,86.81,106.89,71.1,94.68,72.02,108.99,71.88,86.72,86.69,111.13,78.21,79.23,82.69,95.84,95.95,,30,965,36,31.16,
28.10.22 09:32:38,16.8,87.99,65.14,106.98,106.05,73.19,81.67,81.23,84.12,97.75,91.34,116.79,79.98,84.72,87.88,93.19,70.59,98.2,93.76,114.25,86.16,89.52,78.26,100.3,105.18,,30,965,36,31.17,
28.10.22 09:32:53,17.05,89.57,76.06,120.79,82.67,79.79,62.34,91.13,59.12,88.6,84.2,108.91,103.46,85.86,83.12,100.46,74.74,99.7,96.95,120.89,87.06,86.24,88.73,103.91,92.38,,30,965,36,31.17,
28.10.22 09:33:08,17.3,85.84,73.06,117.36,74.08,79.37,87.09,93.03,60.43,90.79,78.49,112.99,91.87,90.45,97.75,101.69,76.76,95.66,91.39,108.97,77.92,84.97,83.92,93.34,90.62,,30,965,36,31.17,
28.10.22 09:33:23,17.55,93.06,107.79,105.78,107.39,71.84,72.34,104.22,75.28,95.66,75.67,113.46,75.23,79.08,93.88,104.77,72.02,86.43,90.91,107.28,104.53,78.68,83.31,91.3,94.31,,30,965,36,31.2,
28.10.22 09:33:38,17.8,88.28,96.61,84.67,53.94,84.12,48.8,83.21,57.28,103.64,87.53,111.73,70.69,80.34,98.35,96.8,69.32,93.73,87.31,95.98,96.76,85.67,80.39,97.47,87.84,,30,965,36,31.21,
28.10.22 09:33:53,18.05,110.31,74.56,99.41,68.89,70.89,67.84,108.66,63.21,107.78,94.45,116.32,70.69,90.6,89.77,99.24,87.96,88.89,78.39,97.91,91.27,74.83,81.46,100.6,85.08,,30,965,36,31.21,965D6-(E1);
28.10.22 09:34:08,18.3,90.59,119.85,105.03,83.5,81.74,88.24,111.44,58.46,92.85,87.24,106.43,70.69,85.43,76.33,108.2,61.76,94.47,90.91,109.27,78.51,89.66,81.62,106.34,95.2,,30,965,36,31.21,
28.10.22 09:34:23,18.55,95.26,88.09,96.5,79.92,80.76,75.09,100.6,76.81,96.55,86.08,109.54,72.47,87,90.06,104.15,70.74,92.55,87.31,108.04,85.87,81.6,77.66,103.31,86.1,,30,965,36,31.23,
28.10.22 09:34:38,18.8,93.94,88.94,97.08,78.41,80.34,74.54,100.45,76.25,96.11,85.65,109.38,71.79,86.86,89.62,103.84,70.31,92.41,87.31,108.04,85.72,81.46,77.36,103.16,86.1,,30,965,36,31.21,
28.10.22 09:34:53,19.05,94.97,88.94,96.2,78.28,79.51,74.68,99.7,76.11,96.26,85.65,109.07,71.65,86.71,89.62,103.84,70.17,91.97,87.16,107.74,85.57,81.32,77.2,103.01,85.66,,30,965,36,31.2,
28.10.22 09:35:08,19.3,95.41,87.95,97.37,78.41,79.51,74.54,99.55,76.39,95.81,85.07,108.6,71.93,86.28,88.75,103.84,69.74,91.67,86.85,107.74,85.72,81.18,76.6,102.7,85.52,,30,965,36,31.16,
28.10.22 09:35:23,19.55,95.41,88.23,95.77,78,79.51,74.26,99.4,76.11,95.66,85.07,108.6,70.97,85.86,88.31,103.84,69.6,91.38,86.38,107.28,85.42,81.32,76,102.4,85.08,,30,965,36,31.13,
28.10.22 09:35:38,19.8,94.52,88.8,96.2,77.19,79.09,73.44,99.1,75.42,95.96,84.78,108.76,70.56,85.86,88.02,103.69,68.75,90.94,86.07,107.28,85.42,81.32,75.25,102.25,84.8,,30,965,36,31.11,
28.10.22 09:35:53,20.05,94.97,88.8,95.63,77.73,79.09,73.85,98.65,75.84,95.51,84.35,108.29,69.74,85.14,87.01,103.07,68.33,90.5,85.6,106.82,84.97,80.9,74.64,101.95,84.65,,30,965,36,31.09,
28.10.22 09:36:08,20.3,94.52,87.38,95.19,78,79.23,73.44,98.95,75.28,95.66,84.2,108.45,70.28,85.43,87.01,103.23,68.19,89.77,85.6,106.97,85.12,80.9,74.19,102.1,84.65,,30,965,36,31.06,
28.10.22 09:36:23,20.55,94.97,86.38,95.05,77.19,78.54,72.75,98.06,75.01,95.66,84.06,108.6,69.47,84.86,86.57,103.07,67.62,89.04,85.29,106.66,84.97,80.9,73.15,101.8,84.22,,30,965,36,31.05,
28.10.22 09:36:38,20.8,94.67,87.8,95.77,77.6,78.26,71.93,97.91,75.01,96.26,83.91,108.29,70.01,85.14,86.28,103.23,67.34,88.6,85.45,106.97,85.27,81.04,72.85,101.95,84.36,,30,965,36,31.05,
28.10.22 09:36:53,21.05,94.82,86.81,96.2,76.51,78.13,72.34,98.65,74.18,96.11,83.34,108.91,69.6,85,85.28,102.76,66.92,87.88,85.14,106.66,84.83,80.76,72.1,101.5,83.93,,30,965,36,31.03,
28.10.22 09:37:08,21.3,94.67,86.67,94.47,76.78,77.99,71.1,98.06,73.91,95.96,83.2,108.13,69.33,84.72,84.99,102.61,66.36,87.3,84.83,106.51,84.68,80.07,71.51,101.35,83.79,,30,965,36,31.03,
28.10.22 09:37:23,21.55,94.38,86.38,94.76,76.11,77.16,70.42,98.21,72.94,95.66,82.91,108.29,69.06,84.15,84.41,102.46,66.07,86.57,84.67,106.51,84.38,79.93,70.91,101.2,83.64,,30,965,36,31.02,
28.10.22 09:37:38,21.8,94.38,86.95,93.46,75.16,77.57,70.01,97.91,72.67,96.11,82.34,107.98,68.52,84.01,84.13,102.3,65.51,85.85,84.37,106.2,84.68,79.93,70.62,100.9,83.5,,30,965,36,31.02,
28.10.22 09:37:53,22.05,94.23,86.81,93.89,75.56,77.3,70.56,97.31,72.81,96.26,82.62,108.13,67.84,83.72,84.13,102.15,65.23,85.85,84.37,106.36,84.38,79.79,70.32,101.05,83.36,,30,965,36,31.02,
28.10.22 09:38:08,22.3,94.97,87.66,94.76,73.28,77.16,69.88,97.61,71.98,95.81,81.91,107.98,68.25,83.72,83.55,101.84,64.4,84.99,83.9,106.05,84.08,79.23,70.32,100.75,83.21,,30,965,36,31.02,
28.10.22 09:38:23,22.55,94.82,86.24,94.18,74.08,76.89,69.06,97.91,71.85,96.11,82.05,107.98,67.97,83.3,83.41,101.69,64.26,84.56,84.06,106.2,84.08,78.96,70.02,100.75,83.07,,30,965,36,31,
28.10.22 09:38:38,22.8,95.85,86.81,93.75,74.62,76.89,69.33,97.31,72.53,96.11,81.91,107.82,67.57,83.16,82.98,101.69,63.56,84.27,84.06,106.2,83.94,78.54,69.87,100.9,83.36,,30,965,36,31,
28.10.22 09:38:53,23.05,95.26,86.52,94.76,73.68,76.89,68.79,97.91,71.3,95.96,81.76,107.82,67.16,82.73,82.41,101.07,63,83.7,83.75,105.75,83.49,78.13,69.28,100.3,82.64,,30,965,36,31.02,
28.10.22 09:39:08,23.3,94.67,86.1,94.76,74.76,75.38,68.25,97.02,71.44,95.96,81.33,107.51,66.76,82.87,82.12,100.92,62.59,83.7,83.59,105.59,83.49,77.85,68.99,100.45,82.35,,30,965,36,30.99,
28.10.22 09:39:23,23.55,94.08,85.25,93.75,73.68,75.65,67.7,96.42,71.3,95.81,81.33,107.67,66.76,82.17,81.55,100.92,62.03,83.41,83.59,105.14,83.34,77.44,68.54,100.3,82.35,,30,965,36,30.99,
28.10.22 09:39:38,23.8,94.38,86.24,93.89,74.08,75.24,66.76,97.16,70.76,95.36,80.91,107.51,66.62,82.17,81.41,100.77,61.62,83.41,83.44,105.29,83.49,76.61,68.1,100,82.35,,30,965,36,30.99,
28.10.22 09:39:53,24.05,94.67,86.1,93.6,73.68,75.24,66.62,96.87,70.48,95.66,80.91,107.05,66.35,81.89,81.41,100.46,61.48,82.98,83.13,105.14,83.2,76.2,67.95,100,82.21,,30,965,36,30.99,
28.10.22 09:40:08,24.3,94.97,85.82,94.04,72.74,74.01,65.68,96.87,70.62,95.51,80.48,107.51,65.82,81.61,81.27,100,61.34,82.84,82.98,105.14,83.64,75.65,67.81,99.85,81.92,,30,965,36,30.99,
28.10.22 09:40:23,24.55,94.23,86.52,93.32,72.34,74.01,64.88,97.16,69.94,95.51,80.19,106.89,65.28,81.32,80.99,99.54,60.65,82.41,82.82,105.14,83.49,75.38,67.66,99.7,81.92,,30,965,36,30.99,
