Date/Time,Time/Min.,A1,B1,C1,D1,A2,B2,C2,D2,A3,B3,C3,D3,A4,B4,C4,D4,A5,B5,C5,D5,A6,B6,C6,D6,,Tm [¡C],p [mbar],Salinity [g/1000g],T_internal [¡C],Error
26.10.22 11:04:14,31.03,53.37,96.02,52.47,32.18,63.67,105.28,64.95,58.02,78.91,87.13,46.33,67.63,72.46,96.77,59.71,69.5,42.87,92.58,73.76,41.97,57.49,90.98,53.66,36.38,,27,965,36,28.5,
26.10.22 11:04:29,31.28,52.86,95.87,52.47,32.05,63.28,105.28,64.54,58.15,79.18,86.98,45.94,67.09,72.33,96.62,58.8,69.24,42.14,92.28,73.49,41.42,56.97,90.82,53.53,36.74,,27,965,36,28.5,
26.10.22 11:04:44,31.53,52.47,95.73,52.09,31.79,62.5,105.57,64.01,57.88,78.91,87.13,45.43,66.82,72.19,96.62,58.41,69.1,41.78,92.43,73.49,41.15,56.71,90.82,53.4,36.74,,27,965,36,28.49,
26.10.22 11:04:59,31.78,51.96,95.73,51.07,31.41,62.5,104.98,62.94,57.1,78.77,86.37,45.17,66.55,71.53,96.48,57.64,68.84,40.93,92.28,73.23,40.74,56.19,90.67,52.5,36.38,,27,965,36,28.5,
26.10.22 11:05:14,32.03,51.2,95.44,50.81,30.52,62.24,105.28,62.68,57.1,78.77,86.52,44.28,66.14,71.14,96.33,56.73,68.44,40.09,92.13,72.96,40.33,55.53,90.37,52.12,36.38,,27,965,36,28.5,
26.10.22 11:05:29,32.28,50.69,95.14,50.56,29.88,61.59,104.69,62.54,56.45,78.63,86.07,43.76,65.74,70.74,95.89,55.58,67.64,39.37,91.68,72.69,39.51,55.01,89.77,51.73,36.38,,27,965,36,28.5,
26.10.22 11:05:44,32.53,50.18,94.85,50.56,30.01,61.2,105.13,62.41,56.06,78.49,86.22,43.13,65.47,70.35,95.89,55.32,67.5,39.01,91.83,72.43,39.24,54.75,90.07,51.48,36.74,,27,965,36,28.49,
26.10.22 11:05:59,32.78,50.18,94.71,50.18,29.37,61.07,105.13,62.28,55.79,78.77,85.46,43.13,65.2,70.09,96.18,54.81,67.24,38.3,91.68,72.16,39.11,54.37,89.77,51.22,36.56,,27,965,36,28.49,
26.10.22 11:06:14,33.03,49.54,94.41,49.92,28.87,61.07,104.98,61.88,55.79,78.63,85.91,42.49,64.8,69.69,95.75,54.04,67.1,37.22,91.68,71.89,38.7,53.85,89.77,50.84,36.38,,27,965,36,28.47,
26.10.22 11:06:29,33.28,48.79,94.41,49.8,28.49,60.3,104.83,61.62,55.01,78.49,85.46,41.98,64.39,69.3,95.75,53.28,66.84,36.87,91.53,71.63,38.29,53.46,89.62,50.58,36.56,,27,965,36,28.49,
26.10.22 11:06:44,33.53,48.15,93.98,49.54,28.11,60.17,104.83,61.09,54.62,77.94,84.85,41.73,64.39,68.65,95.31,52.13,66.57,35.8,91.23,70.96,37.75,53.2,89.17,50.33,36.19,,27,965,36,28.47,
26.10.22 11:06:59,33.78,47.78,93.69,49.04,27.22,59.39,104.69,60.82,54.5,78.36,85.01,41.09,63.86,68.12,95.45,51.75,66.17,35.21,90.93,70.96,37.48,52.69,89.17,50.07,36.19,,27,965,36,28.47,
26.10.22 11:07:14,34.03,48.03,93.69,49.16,27.47,59.27,104.69,60.03,54.24,78.22,84.85,40.97,63.46,67.86,95.31,51.12,65.91,34.97,90.93,70.57,37.21,52.43,89.02,49.82,36.38,,27,965,36,28.46,
