Measurement Name :,20221024_SDR641_Plate1,,Generated On :,"24/10/2022, 09:34:44",,,Calibration details for Oxygen,,,Report :,"@m01:IDENTIFICATION
Serial number     : SEBX0007000641      
MUX channel       : ON - 01

PARAMETERS
Sig LED current   : 045
Ref LED current   : 095
Frequency         : 060
Sending interval  : 0000
Pulse lenght      : 06
Red REF comp.     : ON
Temperature comp. : ON

FIRMWARE
ver.4.039.A3.ST   : 04/30/07, 09:14:36
@m01:RDY

",,Other Report :,"Start Temperature : 
End Temperature        : 
Start Humidity         : 
End Humidity           : 
Ref.phase Corre        : 1
Dig. Ampl.Factor       : 
Mod. Coarse Freq.      : 
Mod. Fine Freq.        : 
Mod. Shape             : 
Mono or Stero          : 
Phase Shift            : 
Sampling Rate          : 
Temp. Corr Slop Coef   : 
",,,,,,,,,,,,,,,,,
24.10.22 09:16:17,23.65,124.51,80.92,79.72,23.75,126.54,83.04,84.57,86.91,120.3,69.76,77.52,79.12,125.25,77.53,74.13,81.39,122.75,79.26,77.69,87.13,111.25,89.79,68.21,53.04,,27,965,36,30.96,965D6-(E1);
24.10.22 09:16:32,23.9,129.08,88.3,80.14,29.59,135.06,101.19,84.86,90.53,122.87,72.12,90.11,85.26,121.25,68.61,57.58,95.06,117.11,78.98,76.99,102.22,110.94,93.45,70.3,45.16,,27,965,36,30.94,965D6-(E1);
24.10.22 09:16:47,24.15,115.4,66.93,72.5,16.74,126.06,89.6,81.72,71.84,110.54,66.87,78.8,77.99,121.89,72.15,62.33,76.17,112.78,74.27,82.34,90.49,112.02,87.76,54.53,47.6,,27,965,36,30.97,965D6-(E1);
24.10.22 09:17:02,24.4,137.23,94.39,96.88,44.24,149.82,100.15,101.66,104.38,133.51,78.73,98.18,88.88,135.39,85.13,73.3,103.79,133.53,94.69,99.4,106.05,125.95,112.25,77.19,67.73,,27,965,36,30.97,965D6-(E1);
24.10.22 09:17:17,24.65,140.45,82.19,82.54,33.95,127.03,107.84,95.22,89.95,128.72,73.52,97.73,93.29,130.61,75.17,92.6,104.25,125.93,82.58,89.67,114.51,126.6,95.52,68.08,54.41,,27,965,36,30.99,965D6-(E1);
24.10.22 09:17:32,24.9,136.05,84.88,83.67,29.35,129.3,101.49,110.55,101.35,127.58,76.89,96.22,82.11,127.03,78.09,85.37,98.95,134.35,86.23,90.25,89.88,136.8,99.85,80.05,63.57,,27,965,36,30.97,965D6-(E1);
24.10.22 09:17:47,25.15,117.93,74.12,91.01,30.79,126.22,106.16,87.89,84.03,122.55,69.63,84.12,75.05,126.38,76.7,78.02,80.97,122.75,85.06,73.1,96.23,113.26,95.08,61.1,46.62,,27,965,36,31,965D6-(E1);
24.10.22 09:18:02,25.4,115.24,76.74,71,26.6,125.57,94.24,90.8,91.55,107.29,66.19,80.66,68.83,115.57,73.79,73.85,91.22,104,76.26,77.83,83.8,113.11,82.88,60.02,50.31,,27,965,36,30.99,965D6-(E1);
24.10.22 09:18:17,25.65,122.9,75.09,75.95,26.72,121.89,93.81,85.72,85.61,119.19,67.42,82.96,77.29,121.73,72.97,69.33,88.45,119.45,74.98,74.35,90.8,120.66,92.72,59.61,50.31,,27,965,36,30.97,
24.10.22 09:18:32,25.9,122.73,74.67,75.12,26.6,121.57,93.81,85.58,85.04,119.03,67.01,82.53,76.73,121.73,72.7,68.92,88.16,119.13,74.42,74.07,90.8,120.34,91.84,59.21,49.69,,27,965,36,30.96,
24.10.22 09:18:47,26.15,122.41,74.12,74.57,26.48,121.41,93.51,85.15,84.32,118.55,66.6,82.24,75.47,121.57,72.29,68.51,87.87,118.98,73.85,73.52,90.49,120.18,90.96,58.81,48.95,,27,965,36,30.9,
24.10.22 09:19:02,26.4,122.57,73.58,74.02,26.6,120.93,93.37,84.86,83.75,118.71,66.46,82.1,74.91,121.41,71.88,68.24,87.43,119.13,73.29,73.38,90.65,120.02,90.08,58.67,48.71,,27,965,36,30.83,
24.10.22 09:19:17,26.65,122.09,72.89,73.46,26.24,121.25,93.08,84.57,83.18,118.71,66.6,81.81,74.63,121.41,72.15,67.97,87.58,118.82,73.99,73.38,93.12,121.77,89.21,61.51,52.17,,27,965,36,30.79,
24.10.22 09:19:32,26.9,122.25,72.62,72.78,26.12,121.41,93.08,84.29,82.89,118.71,66.46,81.81,74.07,121.57,71.6,68.11,87.14,118.98,73.29,73.52,92.65,121.93,89.06,61.1,52.17,,27,965,36,30.74,
24.10.22 09:19:47,27.15,122.09,71.8,72.23,26,121.09,92.64,83.86,82.18,118.55,66.05,81.24,73.52,121.41,70.92,67.57,87.14,118.98,72.86,72.83,92.65,121.93,88.19,60.42,51.67,,27,965,36,30.69,
24.10.22 09:20:02,27.4,122.25,71.66,71.82,26,121.25,92.79,83.43,81.76,118.71,66.19,80.95,73.1,121.41,70.51,67.7,87.14,119.13,72.44,72.83,92.5,122.09,87.76,60.29,51.42,,27,965,36,30.65,
24.10.22 09:20:17,27.65,122.25,71.12,71.41,25.76,121.25,92.49,82.71,81.19,118.39,65.78,80.37,72.82,121.41,70.24,67.57,86.71,118.98,72.02,72.42,92.19,121.93,87.18,59.88,51.42,,27,965,36,30.63,
24.10.22 09:20:32,27.9,122.09,70.71,70.86,25.76,121.25,92.06,82.43,80.48,118.55,65.51,79.8,71.99,121.89,69.7,67.43,86.13,119.13,71.46,71.87,91.73,122.09,86.75,59.34,51.3,,27,965,36,30.61,
24.10.22 09:20:47,28.15,122.25,70.44,70.45,26,121.25,92.2,81.72,80.48,118.71,65.37,79.23,72.27,121.89,69.7,67.43,86.42,119.13,71.18,71.32,91.73,122.25,86.17,59.07,50.93,,27,965,36,30.58,
24.10.22 09:21:02,28.4,122.25,69.9,70.04,25.88,121.41,91.77,81.29,79.78,118.87,64.96,78.8,71.99,121.89,69.56,67.02,86.27,118.98,70.34,71.18,91.57,122.25,85.6,58.81,50.55,,27,965,36,30.55,
24.10.22 09:21:17,28.65,122.41,69.9,69.91,25.76,121.73,91.48,80.58,79.92,119.03,64.96,78.52,71.85,121.89,69.15,67.02,85.98,119.29,69.92,71.04,91.57,122.57,84.88,58.4,50.43,,27,965,36,30.54,
24.10.22 09:21:32,28.9,121.93,69.22,69.36,25.53,120.93,90.75,79.31,79.07,118.87,64.42,78.09,71.16,122.05,68.61,66.22,85.84,118.98,69.36,70.36,90.8,122.25,84.59,57.73,49.94,,27,965,36,30.53,
24.10.22 09:21:47,29.15,122.25,69.08,69.23,25.64,121.41,90.61,78.6,79.07,119.03,64.15,77.81,71.03,121.89,68.34,66.62,86.13,119.13,69.22,70.08,91.26,122.57,84.02,57.87,49.81,,27,965,36,30.51,
24.10.22 09:22:02,29.4,122.09,68.68,68.95,25.41,121.09,90.32,77.2,78.51,118.71,63.6,77.52,70.47,122.05,67.94,66.49,85.69,118.82,68.39,70.08,90.96,121.93,83.45,57.33,48.83,,27,965,36,30.5,
24.10.22 09:22:17,29.65,121.93,68.14,68.82,25.41,121.09,90.03,76.36,78.09,118.87,63.47,76.67,70.2,122.05,67.4,65.95,85.84,118.66,67.97,69.95,90.96,122.09,82.88,57.06,48.58,,27,965,36,30.47,
24.10.22 09:22:32,29.9,122.09,68.14,68.68,25.41,121.25,89.89,75.52,77.81,118.87,63.33,76.95,70.2,122.21,67.67,65.81,85.84,118.82,67.97,69.54,90.96,122.41,82.45,56.93,48.95,,27,965,36,30.46,
24.10.22 09:22:47,30.15,121.77,67.47,68.28,25.41,121.09,89.45,74.55,77.53,118.55,62.66,76.39,69.79,121.89,67.13,65.54,85.84,118.51,67.42,68.72,90.8,122.09,81.6,56.53,48.58,,27,965,36,30.44,
24.10.22 09:23:02,30.4,122.09,67.6,68.41,25.41,120.77,89.45,73.85,77.81,119.03,62.52,76.39,69.79,122.05,66.86,65.01,85.69,118.51,67.14,68.86,90.96,122.41,81.88,56.4,48.58,,27,965,36,30.46,
24.10.22 09:23:17,30.65,121.93,67.06,68.01,24.93,121.09,89.17,72.74,77.53,118.55,61.85,75.68,69.1,121.57,66.32,64.34,85.26,118.51,66.45,68.58,90.49,121.93,80.89,56.13,48.21,,27,965,36,30.44,
24.10.22 09:23:32,30.9,122.09,66.79,68.01,25.17,121.25,89.17,71.91,77.39,118.71,61.71,75.4,68.96,122.05,66.46,63.93,84.97,118.35,66.45,68.45,90.19,122.25,81.03,55.73,48.46,,27,965,36,30.43,
24.10.22 09:23:47,31.15,122.09,66.66,67.87,25.17,120.93,88.88,71.22,77.39,118.71,61.17,75.12,68.55,121.89,66.19,63.67,84.54,118.04,65.9,67.9,89.73,122.41,80.46,55.6,48.09,,27,965,36,30.43,
24.10.22 09:24:02,31.4,121.93,66.26,67.73,25.17,121.09,88.59,70.54,76.97,118.55,60.77,74.84,68.28,121.89,65.92,63.27,84.4,118.2,65.62,67.5,89.11,121.77,79.75,55.06,47.85,,27,965,36,30.41,
24.10.22 09:24:17,31.65,122.09,65.99,67.46,25.05,120.77,88.45,70.13,76.69,118.55,60.5,74.41,68.01,122.05,65.65,63,84.54,118.2,65.35,67.36,88.66,122.41,79.47,54.67,47.6,,27,965,36,30.4,
24.10.22 09:24:32,31.9,122.09,65.59,67.06,24.7,120.77,88.16,69.3,76.27,118.23,60.23,74.13,67.32,121.89,65.25,62.6,84.4,118.04,65.21,67.09,88.5,121.93,79.05,54,47.36,,27,965,36,30.4,
24.10.22 09:24:47,32.15,121.93,65.46,66.66,24.81,121.09,87.87,69.03,76.27,118.23,59.56,73.43,66.78,121.89,65.12,62.33,84.4,117.73,64.93,66.96,88.04,122.25,78.63,53.87,47.23,,27,965,36,30.38,
24.10.22 09:25:02,32.4,121.93,64.92,66.39,24.81,121.09,87.87,68.35,75.71,118.07,59.43,73.01,66.37,121.89,64.45,62.07,84.4,117.73,64.25,67.23,87.74,121.93,78.21,53.34,46.62,,27,965,36,30.38,
24.10.22 09:25:17,32.65,121.93,64.79,66.12,24.7,120.61,87.59,67.8,75.71,118.23,59.3,73.01,66.1,122.05,64.31,61.93,84.11,117.57,64.38,66.82,87.43,122.09,77.92,52.95,46.62,,27,965,36,30.36,
24.10.22 09:25:32,32.9,122.09,64.39,66.12,24.81,120.93,87.44,67.26,75.57,118.23,59.03,72.87,65.96,122.05,64.18,61.93,84.11,117.57,63.97,66.28,87.13,122.41,77.78,52.81,46.74,,27,965,36,30.36,
24.10.22 09:25:47,33.15,121.93,63.72,65.85,24.7,120.61,87.3,66.44,75.29,117.91,58.49,72.17,65.83,121.89,63.91,61.67,83.82,117.73,63.84,66.28,86.83,122.25,77.22,52.29,46.74,,27,965,36,30.36,
24.10.22 09:26:02,33.4,121.93,63.46,65.44,24.46,120.93,87.3,65.77,74.6,118.07,58.36,72.17,65.56,121.89,63.51,61.27,83.68,117.42,63.43,66.01,86.67,122.09,77.08,51.76,46.26,,27,965,36,30.35,
24.10.22 09:26:17,33.65,121.93,63.19,65.58,24.46,120.46,86.73,65.5,74.74,117.91,57.83,71.89,65.15,121.89,63.12,61.14,83.97,117.11,62.88,65.87,86.98,122.25,76.8,51.37,46.13,,27,965,36,30.33,
24.10.22 09:26:32,33.9,121.93,62.8,65.44,24.46,120.77,86.73,64.82,74.32,117.76,57.3,71.75,64.34,121.89,62.72,61,83.25,117.11,62.88,65.34,86.83,121.93,75.96,50.58,46.13,,27,965,36,30.33,
24.10.22 09:26:47,34.15,121.77,62.53,65.04,24.46,120.61,86.59,64.55,74.32,117.44,57.03,71.61,63.93,121.57,62.72,60.61,83.11,117.26,62.74,64.93,86.52,121.45,75.27,50.71,45.89,,27,965,36,30.33,
24.10.22 09:27:02,34.4,121.93,62.27,64.91,24.22,120.46,86.44,64.15,73.91,117.44,56.63,71.33,63.53,121.89,62.19,60.21,82.96,117.26,62.2,64.8,86.22,121.45,75.27,50.06,45.65,,27,965,36,30.33,
24.10.22 09:27:17,34.65,121.77,61.87,64.64,24.22,120.46,86.3,63.74,73.63,117.28,56.1,71.05,63.26,121.57,61.79,59.95,82.39,116.95,61.65,64.66,86.37,121.93,74.85,50.06,45.77,,27,965,36,30.3,
24.10.22 09:27:32,34.9,121.77,61.34,64.24,24.34,120.3,86.02,63.2,73.49,117.28,55.57,70.64,62.72,121.73,61.26,59.81,82.25,116.95,61.79,64.39,86.67,122.09,74.85,49.4,45.77,,27,965,36,30.3,
24.10.22 09:27:47,35.15,121.77,61.21,64.11,24.22,120.14,86.02,62.8,73.21,116.96,55.44,70.5,62.05,121.73,61,59.42,81.82,116.64,61.24,64.39,86.67,121.13,74.29,49.4,45.4,,27,965,36,30.3,
24.10.22 09:28:02,35.4,121.93,60.95,63.84,24.1,120.14,86.02,62.8,72.94,117.12,55.18,70.36,61.52,121.89,60.73,58.76,81.54,117.11,61.11,64.39,86.67,121.61,74.16,49.01,45.52,,27,965,36,30.29,
24.10.22 09:28:17,35.65,121.93,60.68,63.7,23.99,120.3,85.73,62.27,72.66,116.96,54.91,70.08,61.25,121.57,60.2,58.76,81.54,116.48,60.7,64.13,86.52,121.29,74.02,48.75,45.4,,27,965,36,30.29,
24.10.22 09:28:32,35.9,121.77,60.29,63.17,23.99,120.3,85.59,61.86,72.25,116.96,54.25,69.39,60.85,121.89,59.94,58.37,80.97,116.64,60.43,63.86,86.67,121.61,73.6,48.36,45.04,,27,965,36,30.29,
24.10.22 09:28:47,36.15,121.61,60.03,63.04,24.1,120.3,85.45,61.33,71.7,116.96,54.12,69.25,60.71,121.89,59.55,58.23,80.97,116.48,60.43,63.72,86.98,121.61,73.46,48.1,44.92,,27,965,36,30.28,
24.10.22 09:29:02,36.4,121.77,59.63,62.77,23.87,119.98,85.3,60.8,71.29,116.96,53.73,68.7,60.45,121.41,59.42,57.97,80.54,116.48,60.16,63.59,86.52,121.45,73.32,47.84,44.8,,27,965,36,30.28,
24.10.22 09:29:17,36.65,121.77,59.37,62.64,23.87,119.82,85.16,60.13,71.01,116.96,53.33,68.56,60.05,121.57,59.15,57.84,80.54,116.48,59.89,63.59,86.52,121.29,72.63,47.84,44.31,,27,965,36,30.26,
24.10.22 09:29:32,36.9,121.61,58.98,62.11,23.63,120.14,84.88,59.47,70.46,116.65,52.94,68.01,59.78,121.41,58.63,57.84,79.83,115.71,59.62,63.19,86.52,121.29,72.36,47.19,44.07,,27,965,36,30.26,
24.10.22 09:29:47,37.15,121.45,58.58,61.71,23.63,119.82,85.02,59.07,70.46,116.65,52.68,67.59,59.65,121.25,58.37,57.71,79.41,116.17,59.08,62.92,86.83,121.29,72.36,47.19,44.07,,27,965,36,30.25,
24.10.22 09:30:02,37.4,121.61,58.19,61.31,23.51,119.82,84.88,58.67,70.19,116.33,52.28,67.18,59.25,121.09,57.84,57.58,79.27,115.71,59.08,62.92,86.67,121.45,72.36,46.8,43.58,,27,965,36,30.24,
24.10.22 09:30:17,37.65,121.45,57.93,61.05,23.63,119.82,84.59,57.88,69.92,116.33,51.63,66.49,58.98,121.41,57.71,57.45,78.7,115.86,58.94,62.92,86.67,121.29,71.94,46.93,43.34,,27,965,36,30.24,
24.10.22 09:30:32,37.9,121.45,57.54,60.78,23.63,119.98,84.59,57.62,69.64,116.33,51.5,66.08,58.58,121.41,57.45,57.05,78.7,115.86,58.4,62.79,86.52,120.97,71.81,46.67,43.22,,27,965,36,30.22,
24.10.22 09:30:47,38.15,121.13,57.02,60.52,23.28,119.35,84.45,56.96,69.1,116.02,51.11,65.81,58.32,121.25,57.06,56.79,78.28,115.71,57.86,62.79,86.37,120.97,71.67,45.9,43.22,,27,965,36,30.22,
24.10.22 09:31:02,38.4,121.29,56.63,60.38,23.51,119.66,84.31,56.69,69.1,116.02,50.59,65.26,58.05,121.25,56.8,56.92,77.85,115.4,57.73,62.52,86.07,120.97,71.39,46.03,42.62,,27,965,36,30.19,
24.10.22 09:31:17,38.65,121.13,56.37,60.12,23.4,119.66,83.88,56.3,68.69,115.7,50.33,64.58,57.39,121.25,56.41,56.53,77.71,115.4,57.59,62.25,86.07,120.66,71.26,45.77,42.5,,27,965,36,30.18,
24.10.22 09:31:32,38.9,120.97,55.72,59.99,23.4,119.35,83.6,55.77,68.28,115.54,49.81,64.17,57,121.25,56.28,56.53,77.57,115.4,57.46,62.12,86.22,120.66,70.84,45.9,42.5,,27,965,36,30.18,
24.10.22 09:31:47,39.15,120.65,55.46,59.72,23.28,119.19,83.32,55.12,67.73,115.38,49.68,63.62,56.47,120.93,55.76,56.53,76.87,114.78,56.92,61.45,85.61,120.82,70.43,45.25,41.66,,27,965,36,30.15,
24.10.22 09:32:02,39.4,120.81,54.95,59.33,23.28,119.35,83.18,54.99,67.06,115.54,49.42,62.94,56.34,120.93,55.63,56.4,76.73,114.78,56.79,61.45,85.76,120.34,70.29,44.86,41.54,,27,965,36,30.14,
24.10.22 09:32:17,39.65,120.65,54.56,59.33,23.28,119.03,82.61,54.46,66.78,115.23,49.03,62.54,55.81,120.46,55.24,56.27,76.31,115.09,56.52,61.45,85.31,120.18,70.16,44.61,41.54,,27,965,36,30.13,
24.10.22 09:32:32,39.9,120.65,54.3,59.33,23.16,119.03,82.33,54.2,66.51,115.23,48.51,61.99,55.42,120.77,55.24,56.4,76.03,114.63,56.52,61.19,85.16,120.82,69.75,44.35,41.66,,27,965,36,30.1,
24.10.22 09:32:47,40.15,120.48,53.78,59.07,23.04,118.87,82.05,53.81,66.11,115.23,47.99,61.59,54.76,120.93,54.85,56.14,75.61,114.47,56.12,61.19,85.16,120.18,69.88,43.96,41.3,,27,965,36,30.1,
24.10.22 09:33:02,40.4,120.32,53.53,58.67,23.28,118.87,81.91,53.55,65.97,114.91,47.86,61.18,54.11,120.46,54.59,56.14,75.19,114.47,55.85,60.79,85.01,120.34,69.47,43.71,41.18,,27,965,36,30.08,
24.10.22 09:33:17,40.65,120.32,53.01,58.28,23.04,118.87,81.35,53.03,65.16,114.91,47.48,60.91,53.71,120.3,54.2,55.88,75.05,114.16,55.58,60.79,84.4,120.18,69.34,43.45,40.82,,27,965,36,30.07,
24.10.22 09:33:32,40.9,120.16,52.76,58.15,22.92,118.4,80.78,52.64,65.03,114.76,46.96,60.24,53.06,120.46,54.07,55.75,75.05,114.01,55.45,60.39,84.4,120.02,69.2,42.81,40.7,,27,965,36,30.04,
24.10.22 09:33:47,41.15,120.01,52.37,58.15,22.81,118.4,80.78,52.38,64.89,114.76,46.7,59.84,52.67,120.3,53.69,55.88,74.49,114.01,55.32,60.26,84.25,120.5,69.06,42.68,40.46,,27,965,36,30.01,
24.10.22 09:34:02,41.4,119.85,51.99,57.75,22.69,118.24,80.36,51.99,64.49,114.91,46.32,59.3,52.28,120.14,53.69,55.75,74.21,113.86,55.05,59.86,84.1,119.86,68.52,42.43,40.46,,27,965,36,30.01,
24.10.22 09:34:17,41.65,119.85,51.48,57.62,22.81,118.24,80.08,51.73,64.36,114.6,45.93,59.16,51.89,120.3,53.3,55.75,74.35,113.86,54.52,59.07,83.95,120.34,68.38,42.17,40.22,,27,965,36,29.97,
