Measurement Name :,20221026_SDR710_Plate12,,Generated On :,"26/10/2022, 13:05:45",,,Calibration details for Oxygen,,,Report :,"@m02:IDENTIFICATION
Serial number     : SEBX0007000710      
MUX channel       : ON - 02

PARAMETERS
Sig LED current   : 040
Ref LED current   : 075
Frequency         : 060
Sending interval  : 0000
Pulse lenght      : 06
Red REF comp.     : ON
Temperature comp. : ON

FIRMWARE
ver.4.039.A3.ST   : 04/30/07, 09:14:36
@m02:RDY

",,Other Report :,"Start Temperature : 
End Temperature        : 
Start Humidity         : 
End Humidity           : 
Ref.phase Corre        : 1
Dig. Ampl.Factor       : 
Mod. Coarse Freq.      : 
Mod. Fine Freq.        : 
Mod. Shape             : 
Mono or Stero          : 
Phase Shift            : 
Sampling Rate          : 
Temp. Corr Slop Coef   : 
",,,,,,,,,,,,,,,,,
26.10.22 12:30:27,0.78,96.65,106.47,105.02,115,106.74,107.86,112,88.72,97.66,98.27,118.8,95.86,110.06,99.57,106.47,140.4,129.11,94.29,105.46,112.24,105.04,106.38,112.53,100.6,,30,965,36,29.02,965D6-(E1);
26.10.22 12:30:42,1.03,78.38,92.55,91.05,78.72,95.4,81.14,80.06,83.08,76.82,72.3,108.27,77.16,90.24,83.64,89.9,113.97,106.38,79.31,91.35,86.88,74.82,77.07,92.45,83.32,,30,965,36,29.05,965D6-(E1);
26.10.22 12:30:57,1.28,93.76,84.2,100.88,95.97,101.6,106.34,102.7,96.48,101.47,97.11,110.79,103.14,111.63,90.03,109.91,128.59,121.3,97.05,102.2,115.84,85.1,93.09,95.68,96.74,,30,965,36,29.1,965D6-(E1);
26.10.22 12:31:12,1.53,89.13,102.57,103.39,99.42,94.97,104.06,91.18,108.66,108.17,85.83,110.62,94.98,103.37,91.85,101.61,130.29,124.93,92.76,94.35,95.9,93.09,92.14,95.83,87.44,,30,965,36,29.13,965D6-(E1);
26.10.22 12:31:27,1.78,77.34,99.01,101.03,99.13,98.27,93.64,99.4,81.55,98.83,95.25,106.77,98.66,108.49,95.4,111.89,127.32,105.44,87.32,101.61,99.01,86.87,90.4,95.39,87.44,,30,965,36,29.17,965D6-(E1);
26.10.22 12:31:42,2.03,86.04,90.47,102.2,98.84,89.05,93.64,89.59,91.43,102.95,76.03,109.61,82.05,94.86,85.85,98.24,115,103.25,85.07,89.36,83.71,88.65,84.29,92.74,79.94,,30,965,36,29.21,965D6-(E1);
26.10.22 12:31:57,2.28,82.05,103,94.2,97.55,91.99,96.88,91.32,94.31,92.75,92.69,108.1,81.91,95.91,89.47,105.33,122.27,114.48,85.97,92.77,93.79,93.22,84.6,96.42,86.16,,30,965,36,29.27,965D6-(E1);
26.10.22 12:32:12,2.53,85.63,86.09,100.29,98.99,101.31,90.87,86.43,95.61,85.66,86.67,104.44,86.01,100.3,96.69,85.87,108.66,93.89,80.04,93.2,96.55,80.79,88.98,85.35,85.3,,30,965,36,29.3,965D6-(E1);
26.10.22 12:32:27,2.78,96.52,89.24,86.95,102.77,102.03,90.29,101.79,96.05,89.9,91.85,112.82,82.05,98.18,89.33,97.29,124.58,96.32,80.93,92.63,102.32,92.95,83.52,90.99,85.59,,30,965,36,29.34,965D6-(E1);
26.10.22 12:32:42,3.03,94.72,97.45,105.02,95.82,99.86,107.86,103.15,85.47,93.32,89.74,111.8,90.03,110.84,91.01,112.55,118.72,114.48,79.31,100.88,100.99,95.89,93.09,98.65,88.3,,30,965,36,29.38,965D6-(E1);
26.10.22 12:32:57,3.28,81.66,75.55,91.19,94.82,85.57,89.28,90.89,84.48,90.61,84.04,108.44,73.3,91.72,83.64,95.86,113.15,96.78,80.04,88.23,80.1,83.34,82.28,89.39,71.66,,30,965,36,29.39,965D6-(E1);
26.10.22 12:33:12,3.53,93.35,116.23,100.59,104.09,107.77,103.91,121.42,94.6,105.63,103.94,126.63,98.96,106.15,98.84,115.55,133.28,110.01,91.39,107.4,97.86,95.33,97.25,110.82,90.9,,30,965,36,29.42,965D6-(E1);
26.10.22 12:33:27,3.78,103.95,96.88,114.38,112.42,103.5,102.85,112.47,100.29,100.88,103.65,130.52,100.3,105.69,101.45,101.77,127.11,127.6,93.83,103.53,101.49,89.89,95.33,104.22,94.54,,30,965,36,29.46,965D6-(E1);
26.10.22 12:33:42,4.03,101.12,90.06,102.5,96.11,107.18,105.27,96.88,86.59,96.35,92.69,116.05,92.49,95.61,97.98,106.96,118.52,94.95,88.07,89.93,92.17,88.79,90.4,94.21,86.87,,30,965,36,29.49,965D6-(E1);
26.10.22 12:33:57,4.28,102.82,110.28,114.84,103.06,98.84,101.5,100.3,101.03,111.35,109.42,114.86,95.71,118.33,96.4,117.9,125.42,113.2,96.13,106.65,97.53,95.19,101.3,110.97,97.48,,30,965,36,29.52,965D6-(E1);
26.10.22 12:34:12,4.53,83.37,88.55,99.71,82.94,98.99,92.32,102.39,100.74,88.62,88.06,106.27,78.96,94.26,84.74,98.24,109.06,100.46,72.93,88.23,89.43,79.58,83.52,90.55,80.92,,30,965,36,29.53,965D6-(E1);
26.10.22 12:34:27,4.78,98.6,101.71,113,102.47,106.14,104.21,102.39,104.3,107.72,100.73,127.69,102.54,106.31,98.7,118.75,140.83,118.52,98.45,118.37,106.99,101.57,94.21,110.36,94.83,,30,965,36,29.56,965D6-(E1);
26.10.22 12:34:42,5.03,100.98,92.83,104.13,95.11,107.18,112.34,92.78,84.9,96.21,88.34,106.6,89.31,111.79,94.97,105.33,123.73,106.06,84.18,104.86,96.39,91.14,92.46,97.76,99.7,,30,965,36,29.58,965D6-(E1);
26.10.22 12:34:57,5.28,84.04,93.66,97.52,98.41,97.55,96.43,97.77,100.15,95.2,92.55,116.56,90.9,109.12,85.02,109.08,113.15,117.06,81.37,103.23,99.84,84.97,89.45,105.29,86.87,,30,965,36,29.6,965D6-(E1);
26.10.22 12:35:12,5.53,86.3,84.6,94.2,92.84,95.69,92.91,100.45,82.67,99.85,83.63,107.6,84.73,90.39,82.27,103.86,105.82,92.99,77.7,96.8,92.49,86.46,83.21,94.94,80.08,,30,965,36,29.63,965D6-(E1);
26.10.22 12:35:27,5.78,83.37,79.91,91.19,86.94,76.19,85.54,86.71,75.37,79.83,80.08,100.33,72.48,92.02,79.15,90.99,96.23,82.74,66.81,82.1,76.37,75.87,73.59,86.79,71.66,,30,965,36,29.63,965D6-(E1);
26.10.22 12:35:42,6.03,95.27,104.01,102.65,93.83,114.53,110.48,108.31,107,119.05,99.13,133.56,98.37,122.38,95.4,117.9,132.42,113.2,95.36,104.86,115.15,91.97,98.7,108.66,99.85,,30,965,36,29.67,965D6-(E1);
26.10.22 12:35:57,6.28,90.07,85.96,96.51,100.15,98.84,98.51,100.3,93.01,101.77,93.69,126.63,86.73,102.91,90.59,106.14,111.51,111.76,86.87,99.85,92.17,89.48,91.03,103.92,90.61,,30,965,36,29.67,965D6-(E1);
26.10.22 12:36:12,6.53,64.28,77.39,106.66,74.82,89.61,84.83,80.76,81.97,83.43,78.45,100.16,84.02,97.27,74.58,86.8,101.6,98,69.07,82.93,75.14,77.86,72.09,86.5,71.25,,30,965,36,29.7,965D6-(E1);
26.10.22 12:36:27,6.78,84.17,82.99,88.64,88.34,85.16,87.26,89.3,86.45,85.66,82.67,96.26,87.3,97.57,79.28,96.02,112.13,94.35,77.7,88.23,82.3,75.35,71.19,95.54,77.85,,30,965,36,29.71,965D6-(E1);
26.10.22 12:36:42,7.03,76.05,76.73,78.23,71.37,82.55,72.94,77.27,81.41,77.37,68.22,94.8,72.48,87.73,69.95,83.57,110.9,93.59,66.81,81.82,71.62,69.75,67.03,77.57,70.3,,30,965,36,29.71,965D6-(E1);
26.10.22 12:36:57,7.28,112.17,108.52,114.69,123.02,123.77,123.55,114.33,113.24,119.83,113.03,142.63,113.54,122.54,110.31,119.59,151.62,118.69,107.72,119.46,111.05,108.54,111.54,120.73,114.16,,30,965,36,29.74,965D6-(E1);
26.10.22 12:37:12,7.53,92.66,85.14,100.29,86.94,102.76,88.55,101.49,95.9,91.32,81.98,97.72,92.93,89.35,88.91,101.61,112.74,113.04,83.29,98.1,81.2,86.33,88.98,89.39,88.16,,30,965,36,29.74,965D6-(E1);
26.10.22 12:37:27,7.78,93.89,106.62,111.79,108.97,114.53,112.96,118.41,105.2,103.1,99.28,119.14,95.42,107.55,101.02,104.51,135.42,113.68,93.98,104.57,105.82,94.34,97.74,106.51,96.45,,30,965,36,29.77,965D6-(E1);
26.10.22 12:37:42,8.03,99.72,102.72,109.36,101.45,102.33,101.05,103,115.08,103.24,100.29,121.56,92.64,113.85,89.33,115.22,133.28,122.95,90.33,103.68,103.31,95.19,94.37,100.6,94.24,,30,965,36,29.78,965D6-(E1);
26.10.22 12:37:57,8.28,83.64,88.82,99.71,92.13,103.35,93.49,93.07,90.57,96.93,87.64,100.98,86.01,97.87,90.45,100.32,119.97,104.34,78.73,96.8,90.4,87.69,80.13,102.11,85.59,,30,965,36,29.78,965D6-(E1);
26.10.22 12:38:12,8.53,92.8,86.91,97.09,95.68,107.33,99.1,95.26,89.29,93.32,89.17,106.94,94.39,108.18,87.1,111.89,112.33,104.5,85.82,102.5,91.04,90.31,87.41,106.2,84.17,,30,965,36,29.8,965D6-(E1);
26.10.22 12:38:27,8.78,99.3,91.03,103.53,89.88,94.69,100.6,119.67,101.62,88.2,92.55,122.08,94.68,102.45,91.99,109.25,127.95,112.4,84.92,97.81,94.76,91.69,88.19,103.77,93.37,,30,965,36,29.81,965D6-(E1);
26.10.22 12:38:42,9.03,97.63,102.43,109.97,97.4,96.69,105.12,107.54,90.85,101.91,95.4,122.08,94.98,99.09,91.43,100.16,125.42,117.06,86.27,106.2,84.98,88.93,88.19,103.47,90.32,,30,965,36,29.83,965D6-(E1);
26.10.22 12:38:57,9.28,77.99,85.14,96.36,91.99,94.97,93.2,92.19,97.51,80.94,79.26,105.94,84.59,99.39,84.74,101.12,106.63,98.62,78.73,96.22,88.95,76.66,79.36,92.89,79.8,,30,965,36,29.84,965D6-(E1);
26.10.22 12:39:12,9.53,91.43,92.41,101.61,97.11,117.12,105.58,105.72,96.34,96.93,94.4,124,91.62,115.76,97.26,109.25,112.33,109.85,92.61,110.86,94.27,88.24,88.82,109.89,93.66,,30,965,36,29.85,965D6-(E1);
26.10.22 12:39:27,9.78,92.52,95.62,103.24,95.4,101.74,98.06,109.38,102.51,102.95,86.39,115.71,92.78,106.77,94.69,107.61,124.37,112.24,86.12,103.53,95.09,84.29,94.05,105.44,90.46,,30,965,36,29.86,965D6-(E1);
26.10.22 12:39:42,10.03,100.98,84.74,109.97,96.68,96.97,102.4,104.5,97.65,98.97,90.3,119.66,96.45,104.45,89.19,107.45,117.69,118.85,86.57,108.15,95.74,93.09,86.78,101.05,95.56,,30,965,36,29.88,965D6-(E1);
26.10.22 12:39:57,10.28,79.17,91.44,100.29,101.45,96.26,90,91.47,94.16,96.79,89.59,114.52,93.08,111.63,91.71,101.93,113.36,105.59,78.29,97.52,85.61,83.88,83.52,94.94,85.3,,30,965,36,29.88,965D6-(E1);
26.10.22 12:40:12,10.53,96.24,89.1,98.54,86.94,109.41,92.47,110.15,97.8,91.89,88.76,117.42,86.73,108.18,83.64,109.41,118.1,107.79,83.44,111.32,85.61,84.69,90.87,104.98,80.22,,30,965,36,29.89,965D6-(E1);
26.10.22 12:40:27,10.78,84.97,94.08,98.54,88.2,90.59,97.77,104.05,91.71,105.48,83.63,116.56,96.59,100.46,84.47,96.34,112.13,111.76,81.52,102.94,91.36,85.92,84.91,97.76,83.32,,30,965,36,29.92,965D6-(E1);
26.10.22 12:40:42,11.03,84.17,76.86,97.96,82.53,98.41,98.06,105.41,90.28,80.94,86.8,119.31,80.78,98.18,90.73,96.97,109.88,98.16,72.79,96.36,89.92,81.32,83.36,96.42,76.19,,30,965,36,29.94,965D6-(E1);
26.10.22 12:40:57,11.28,85.1,89.1,99.71,96.4,93.98,94.96,105.72,90.71,92.89,91.56,102.13,89.31,100.76,88.21,99.36,114.18,110.64,76.69,106.35,81.82,82.67,84.14,99.1,84.17,,30,965,36,29.95,965D6-(E1);
26.10.22 12:41:12,11.53,64.28,66.38,82.63,68.74,82.82,77.64,81.04,69.84,74.52,74.96,99.18,68.68,75.63,65.78,90.52,88.18,95.11,62.32,87.11,62.58,59.11,65.7,89.24,69.22,,30,965,36,29.96,965D6-(E1);
26.10.22 12:41:27,11.78,73.73,91.72,90.06,87.64,97.69,96.88,97.48,90.85,83.85,90.58,104.61,71.66,84.52,88.21,109.74,100.8,99.69,72.35,92.34,78.54,81.19,87.1,99.7,77.44,,30,965,36,29.96,965D6-(E1);
26.10.22 12:41:42,12.03,93.62,97.87,116.23,103.35,109.41,106.64,113.71,90.28,101.03,96.68,123.13,90.03,115.6,104.52,117.74,117.89,111.6,91.39,112.38,99.84,91,103.26,106.66,95.71,,30,965,36,29.96,965D6-(E1);
26.10.22 12:41:57,12.28,83.51,84.47,93.62,89.03,92.7,89.42,110.76,88.86,91.6,90.16,107.6,90.32,101.37,84.33,100,107.24,115.29,80.49,105.01,82.92,76.8,88.82,102.11,77.85,,30,965,36,29.99,965D6-(E1);
26.10.22 12:42:12,12.53,88.99,77.26,106.36,91.56,97.84,95.55,105.72,93.3,89.61,96.11,108.77,88.73,96.51,84.61,106.63,106.43,117.06,81.66,108.45,81.67,76.53,89.92,98.36,83.17,,30,965,36,30,965D6-(E1);
26.10.22 12:42:27,12.78,82.71,87.59,107.26,87.5,94.55,97.03,102.09,80.03,93.32,83.77,112.99,86.16,94.26,86.68,95.07,108.66,106.38,78.43,102.2,75.76,85.78,81.35,97.02,80.64,,30,965,36,30.03,965D6-(E1);
26.10.22 12:42:42,13.03,97.76,100,123.56,94.25,100.43,108.63,111.07,97.8,100,106.15,132.3,96,107.87,100,115.39,120.39,114.48,87.17,112.53,93.3,89.89,102.28,107.58,87.3,,30,965,36,30.05,965D6-(E1);
26.10.22 12:42:57,13.28,65.65,81.11,90.63,73.23,84.33,74.59,85.57,77.55,81.49,74.42,98.69,65.99,86.56,70.48,89.43,81.04,81.28,66.24,88.94,63.17,72.47,75.55,85.21,68.55,,30,965,36,30.05,965D6-(E1);
26.10.22 12:43:12,13.53,68.65,80.44,85.97,92.98,83.64,80.16,106.93,74.82,94.04,86.11,94.32,80.5,94.26,79.82,88.65,89.94,95.26,68.36,98.83,72.53,72.86,79.36,85.5,71.66,,30,965,36,30.06,965D6-(E1);
26.10.22 12:43:27,13.78,91.02,123.83,127.37,110.77,114.83,115.46,124.3,121.32,118.43,118.52,143.92,104.8,117.69,102.76,124.19,133.7,128.1,102.81,133.46,105.48,100,108.54,118.5,99.85,,30,965,36,30.08,965D6-(E1);
26.10.22 12:43:42,14.03,85.23,98.86,112.39,90.86,104.23,98.51,104.81,92,95.92,92.98,112.31,84.31,94.71,91.43,101.44,101,113.52,82.99,106.8,85.61,79.45,91.03,108.5,81.2,,30,965,36,30.09,965D6-(E1);
26.10.22 12:43:57,14.28,85.23,93.24,106.51,97.4,96.26,111.87,101.64,93.58,104.43,92.84,118.62,92.35,105.38,92.42,112.06,111.31,113.04,86.12,105.31,84.82,82.26,93.41,115.66,90.17,,30,965,36,30.1,965D6-(E1);
26.10.22 12:44:12,14.53,94.31,99.86,121.83,97.26,108.96,111.41,115.11,106.85,98.54,103.21,114.86,100.6,114.8,101.02,115.39,133.06,114.96,99.22,109.66,94.11,99.14,100.49,107.89,93.37,,30,965,36,30.1,965D6-(E1);
26.10.22 12:44:27,14.78,80.74,91.3,106.96,91.99,93.13,99.1,106.32,89,93.18,88.9,103.78,72.48,98.78,90.87,108.43,108.25,103.41,76.98,101.91,84.03,81.46,80.74,103.16,82.47,,30,965,36,30.13,965D6-(E1);
26.10.22 12:44:42,15.03,81.79,87.32,104.28,92.98,105.41,104.67,110.92,103.56,95.05,96.25,129.28,87.87,112.58,98.27,109.74,108.25,116.74,87.62,109.05,78.86,90.31,102.11,105.14,90.17,,30,965,36,30.13,965D6-(E1);
26.10.22 12:44:57,15.28,81.52,82.99,91.76,85.56,87.65,82.13,99.55,84.76,84.27,88.2,111.13,72.89,91.87,76.72,100.16,90.52,97.24,69.21,88.65,71.77,68.08,81.2,90.26,74.81,,30,965,36,30.14,965D6-(E1);
26.10.22 12:45:12,15.53,97.9,96.6,117.77,97.83,107.62,105.27,118.88,97.21,108.63,101.31,131.41,97.48,108.33,105.26,118.07,128.8,118.52,91.69,120.08,93.46,96.31,93.57,110.2,96.74,,30,965,36,30.16,965D6-(E1);
26.10.22 12:45:27,15.78,79.82,90.2,97.23,85.42,96.11,93.79,101.79,95.03,95.48,88.9,120.35,78.83,99.85,87.51,106.14,109.27,100.62,78.43,94.2,86.09,79.05,90.71,103.16,76.47,,30,965,36,30.16,965D6-(E1);
26.10.22 12:45:42,16.03,71.18,76.07,104.57,82.67,82.68,84.26,103.45,79.75,84.82,80.35,108.77,78.55,92.62,82,93.97,88.38,104.97,76.11,96.08,76.22,82.26,81.82,102.56,70.98,,30,965,36,30.17,965D6-(E1);
26.10.22 12:45:57,16.28,85.63,101.71,110.57,102.33,92.14,110.32,115.11,89.14,94.04,91.7,126.28,87.3,96.81,96.97,106.63,97.41,110.96,84.92,110.41,88.47,89.2,90.56,112.37,86.87,,30,965,36,30.17,965D6-(E1);
26.10.22 12:46:12,16.53,83.37,109.84,115.92,103.65,102.62,114.2,122.7,94.31,105.03,102.47,128.57,95.71,113.37,103.06,119.08,117.27,115.45,95.67,109.66,96.23,94.2,102.28,113.78,89.6,,30,965,36,30.2,965D6-(E1);
26.10.22 12:46:27,16.78,80.87,81.78,106.21,82.12,90.17,88.7,97.03,78.93,85.66,85.42,111.46,76.74,99.54,86.4,94.44,99.2,101.39,78.43,100.15,71.46,81.05,90.08,97.31,75.64,,30,965,36,30.21,965D6-(E1);
26.10.22 12:46:42,17.03,86.04,98.16,96.94,92.84,84.19,104.67,101.64,83.64,85.8,81.57,119.49,84.02,95.01,90.03,104.03,104.01,104.19,73.94,106.5,80.42,85.65,95.49,99.85,81.2,,30,965,36,30.21,965D6-(E1);
26.10.22 12:46:57,17.28,79.03,81.24,105.46,89.45,89.75,81.85,98.81,83.08,90.18,95.82,124,78.27,101.22,84.47,104.19,108.86,109.06,83.44,102.5,78.86,72.34,92.46,100.15,82.33,,30,965,36,30.21,965D6-(E1);
26.10.22 12:47:12,17.53,82.18,96.18,106.06,94.11,96.69,105.58,116.52,91.28,89.19,101.02,112.31,84.31,99.85,93.27,106.79,111.31,107,81.81,109.5,83.24,77.33,95.01,107.12,84.17,,30,965,36,30.21,965D6-(E1);
26.10.22 12:47:27,17.78,92.66,93.66,106.81,95.82,96.26,103.3,107.7,91.28,94.62,90.86,123.65,91.04,103.52,85.71,116.89,105.82,107.16,92.61,118.84,80.73,82.53,86.78,103.92,87.01,,30,965,36,30.23,965D6-(E1);
26.10.22 12:47:42,18.03,74.5,89.51,100.29,84.45,79.01,84.4,98.22,77.69,88.05,91.28,110.45,83.46,92.47,85.85,102.09,95.83,102.32,76.83,98.54,69.94,73.51,78.44,96.57,71.66,,30,965,36,30.24,965D6-(E1);
26.10.22 12:47:57,18.28,79.03,94.78,112.85,98.7,93.41,104.36,115.11,94.16,101.18,93.69,135.53,81.48,109.43,94.69,103.54,105.62,127.1,88.52,103.38,85.29,84.97,102.28,105.9,84.17,,30,965,36,30.25,965D6-(E1);
26.10.22 12:48:12,18.53,72.2,69.96,95.64,80.62,81.45,78.9,92.92,73.87,81.49,75.63,102.63,60.82,82.64,75.38,95.86,88.38,89.84,66.38,95.07,66.77,74.04,73.59,80.66,69.36,,30,965,36,30.24,965D6-(E1);
26.10.22 12:48:27,18.78,89.53,97.31,103.24,91.85,98.41,102.25,110.76,96.19,104.73,90.86,124.87,91.19,109.59,89.47,109.08,107.44,116.58,89.72,109.96,83.71,88.1,96.29,108.66,82.47,,30,965,36,30.27,965D6-(E1);
26.10.22 12:48:42,19.03,73.6,84.33,90.06,83.9,75.65,92.32,102.24,82.53,85.94,87.22,119.83,72.62,93.66,77.53,97.29,94.05,107.95,72.5,98.54,69.49,74.95,78.29,97.31,68.95,,30,965,36,30.28,965D6-(E1);
26.10.22 12:48:57,19.28,72.58,84.87,113.77,87.5,83.64,95.84,104.35,87.44,93.04,81.85,116.05,76.88,102.45,80.91,109.08,105.22,111.44,77.27,107.55,76.84,76.53,84.29,102.71,78.55,,30,965,36,30.3,965D6-(E1);
26.10.22 12:49:12,19.53,70.29,88.14,100.29,93.12,83.23,88.99,101.79,77,98.24,86.39,119.49,81.34,95.31,79.69,95.39,99,103.72,80.78,97.09,71.62,76.66,90.24,102.26,75.91,,30,965,36,30.28,965D6-(E1);
26.10.22 12:49:27,19.78,84.17,85.28,108.16,84.32,87.79,97.47,100.3,87.58,90.75,95.68,116.91,79.94,97.87,91.15,107.77,93.46,100.93,78.29,114.98,82.77,75.08,87.1,97.46,83.46,,30,965,36,30.3,965D6-(E1);
26.10.22 12:49:42,20.03,87.38,95.48,108.16,94.97,91.99,101.65,123.5,102.37,98.39,99.13,137.52,88.59,117.04,93.55,108.92,113.77,122.78,88.52,118.37,94.6,98.29,100.49,112.68,93.51,,30,965,36,30.31,965D6-(E1);
26.10.22 12:49:57,20.28,76.44,83.79,101.76,82.12,85.71,90.29,100.3,83.08,90.61,86.8,117.25,80.08,98.93,85.85,102.57,98.21,102.63,81.81,108.3,78.54,84.42,90.87,106.36,84.45,,30,965,36,30.31,
26.10.22 12:50:12,20.53,76.05,83.79,101.76,81.57,85.57,90.14,100.3,82.67,90.32,86.39,117.42,79.8,98.93,85.57,102.25,98.01,102.32,81.52,108,78.08,84.15,91.19,106.2,84.17,,30,965,36,30.3,
26.10.22 12:50:27,20.78,75.53,83.52,101.61,81.03,85.3,89.85,99.85,82.25,90.32,86.39,117.08,79.38,98.78,85.3,102.09,97.41,102.16,81.07,108,77.46,84.15,90.71,105.59,83.88,,30,965,36,30.25,
26.10.22 12:50:42,21.03,75.53,83.39,101.61,80.62,85.02,90,99.85,81.97,90.32,86.39,117.25,79.1,98.78,85.43,102.09,97.41,102.01,80.93,108.3,77.15,84.15,90.71,105.75,83.74,,30,965,36,30.24,
26.10.22 12:50:57,21.28,75.15,83.52,101.91,80.08,85.16,90,99.85,81.69,90.46,86.11,117.25,78.96,98.78,85.3,101.93,96.82,102.01,80.93,108.3,76.68,83.88,90.71,105.9,83.74,,30,965,36,30.21,
26.10.22 12:51:12,21.53,74.63,83.52,101.61,79.67,84.74,89.71,99.7,81.41,90.18,86.11,117.25,78.69,99.09,84.88,101.77,96.42,101.85,80.93,108.15,76.22,83.48,90.71,105.59,83.17,,30,965,36,30.2,
26.10.22 12:51:27,21.78,74.37,83.12,101.61,79.26,84.74,89.42,99.55,81,90.18,85.97,117.25,78.41,98.93,85.02,101.61,95.83,101.85,80.93,108.15,75.76,83.21,90.71,105.75,83.17,,30,965,36,30.2,
26.10.22 12:51:43,22.05,73.86,82.85,101.61,78.86,84.61,88.84,99.4,80.58,90.18,85.83,117.25,78.13,98.78,84.74,101.44,95.24,101.54,80.78,108,75.29,82.8,90.4,105.59,82.89,,30,965,36,30.17,
26.10.22 12:51:58,22.3,72.84,82.58,101.47,78.58,84.33,88.41,99.26,79.89,90.32,85.56,117.08,77.71,98.78,84.19,101.12,94.84,101.08,80.63,107.85,74.68,82.94,90.4,105.44,82.61,,30,965,36,30.16,
26.10.22 12:52:13,22.55,72.33,82.18,101.32,78.31,84.06,87.83,99.11,79.34,90.46,85.42,116.74,77.57,98.63,84.06,100.96,94.45,101.08,80.78,108,74.06,82.8,90.08,105.29,82.19,,30,965,36,30.16,
26.10.22 12:52:28,22.8,72.07,81.51,101.61,78.18,84.06,87.4,98.96,78.79,90.46,85.14,116.56,77.3,98.78,83.92,100.8,94.25,100.93,80.78,107.85,73.45,82.67,90.08,105.29,82.19,,30,965,36,30.16,
26.10.22 12:52:43,23.05,71.82,81.11,101.47,78.04,83.64,86.83,98.81,78.51,90.61,85,116.05,77.16,98.48,83.64,100.48,93.86,100.93,80.49,107.85,72.99,82.26,89.77,105.14,81.77,,30,965,36,30.14,
26.10.22 12:52:58,23.3,71.82,80.84,101.32,77.77,83.51,86.54,98.81,78.38,90.75,84.87,116.39,77.02,98.63,83.92,100.32,93.27,100.77,80.19,108,72.23,82.13,89.61,105.14,81.48,,30,965,36,30.13,
26.10.22 12:53:13,23.55,71.69,80.44,101.17,77.64,83.51,86.11,98.51,78.1,90.89,84.32,115.88,76.47,98.33,83.64,100.16,92.68,100.62,79.6,107.85,71.62,81.72,89.14,104.83,80.92,,30,965,36,30.13,
