Measurement Name :,20221026_SDR710_Plate8,,Generated On :,"26/10/2022, 11:12:41",,,Calibration details for Oxygen,,,Report :,"@m02:IDENTIFICATION
Serial number     : SEBX0007000710      
MUX channel       : ON - 02

PARAMETERS
Sig LED current   : 040
Ref LED current   : 075
Frequency         : 060
Sending interval  : 0000
Pulse lenght      : 06
Red REF comp.     : ON
Temperature comp. : ON

FIRMWARE
ver.4.039.A3.ST   : 04/30/07, 09:14:36
@m02:RDY

",,Other Report :,"Start Temperature : 
End Temperature        : 
Start Humidity         : 
End Humidity           : 
Ref.phase Corre        : 1
Dig. Ampl.Factor       : 
Mod. Coarse Freq.      : 
Mod. Fine Freq.        : 
Mod. Shape             : 
Mono or Stero          : 
Phase Shift            : 
Sampling Rate          : 
Temp. Corr Slop Coef   : 
",,,,,,,,,,,,,,,,,
26.10.22 10:37:59,4.78,95.82,101.71,113.62,101.02,105.41,104.36,107.09,104,106.67,90.3,131.77,106.32,102.6,96.4,107.45,105.22,105.75,102.5,108,101.32,107.37,100.32,107.74,97.18,,30,965,36,29.56,965D6-(E1);
26.10.22 10:38:14,5.03,92.93,105.89,103.53,103.21,102.33,85.68,113.09,103.56,98.68,96.4,121.22,105.71,123.36,98.41,106.79,123.94,99.38,91.39,112.23,93.14,105.91,106.55,107.74,96.3,,30,965,36,29.6,965D6-(E1);
26.10.22 10:38:29,5.28,91.7,87.87,87.38,83.49,89.61,83.26,97.92,83.92,86.08,91.99,115.54,91.62,99.85,93.83,92.4,93.07,100.62,85.07,84.59,81.98,86.46,82.43,89.68,87.44,,30,965,36,29.63,965D6-(E1);
26.10.22 10:38:44,5.53,96.38,105.31,106.21,94.11,98.56,95.84,110.3,92.72,97.95,85.42,121.56,92.64,106.15,90.59,108.26,110.49,99.23,82.11,100.73,90.4,99,92.93,99.1,92.35,,30,965,36,29.64,965D6-(E1);
26.10.22 10:38:59,5.78,104.81,91.99,112.85,103.21,105.7,95.55,106.63,109.87,103.24,97.26,125.22,102.39,104.76,90.45,116.39,100.4,97.09,95.67,110.86,98.19,98.43,95.17,113.47,103.29,,30,965,36,29.67,965D6-(E1);
26.10.22 10:39:14,6.03,87.11,90.89,98.98,107.78,87.1,83.69,105.41,92.15,95.92,87.78,109.78,109.06,104.45,89.61,101.93,107.04,93.74,88.52,97.81,91.85,90.72,82.9,95.39,94.98,,30,965,36,29.71,965B6-(E1);
26.10.22 10:39:29,6.28,96.24,84.33,101.47,82.67,94.69,86.4,108.61,97.51,95.05,91.42,126.28,91.62,120.43,91.99,108.92,94.64,97.39,87.92,104.12,88.31,104.17,86.94,98.95,104.95,,30,965,36,29.74,965D6-(E1);
26.10.22 10:39:44,6.53,94.99,82.18,98.69,85.42,95.69,86.11,99.26,92.72,88.05,87.78,111.63,91.19,97.42,80.91,95.23,106.63,96.93,82.4,102.05,85.93,91.97,86,102.11,79.38,,30,965,36,29.77,965D6-(E1);
26.10.22 10:39:59,6.78,89.53,81.11,99.85,95.97,93.83,87.98,99.4,96.92,93.9,79.53,125.93,80.64,95.46,81.59,103.54,99.2,88.79,84.48,102.79,86.24,95.89,82.28,92.74,94.1,,30,965,36,29.8,965D6-(E1);
26.10.22 10:40:14,7.03,84.97,85.55,92.48,96.25,98.99,85.11,109.38,90.85,96.64,90.72,124.7,104.2,107.87,87.79,108.92,102.6,99.23,85.07,99.71,90.08,84.97,83.67,97.61,90.75,,30,965,36,29.83,965D6-(E1);
26.10.22 10:40:29,7.28,97.76,93.38,101.91,91.28,97.69,91.6,114.33,96.34,94.19,87.22,128.92,104.35,111.47,90.31,103.38,103.4,95.87,90.48,102.94,90.4,102.01,85.69,100.75,91.48,,30,965,36,29.85,965D6-(E1);
26.10.22 10:40:44,7.53,98.6,88.41,113.16,95.25,103.94,96.43,123.18,91.86,90.61,110.92,117.94,104.8,103.83,105.7,100.48,97.41,108.74,100.94,112.23,109.35,99.43,91.5,113.78,104.05,,30,965,36,29.86,965D6-(E1);
26.10.22 10:40:59,7.78,97.35,100.14,106.96,103.65,108.37,103.61,106.78,104.3,104.43,104.97,130.17,109.06,109.59,109.71,119.25,112.33,113.84,97.83,112.08,103.48,108.98,90.87,113.93,106.32,,30,965,36,29.91,965B6-(E1);
26.10.22 10:41:14,8.03,89.8,87.73,98.98,101.02,100.14,92.47,110.15,84.76,102.65,95.82,128.39,100,106.93,94.55,112.55,106.83,96.17,95.36,104.72,75.45,100.86,85.54,104.07,91.77,,30,965,36,29.94,965B6-(E1);
26.10.22 10:41:29,8.28,87.11,92.69,113,91.42,92.7,87.12,105.11,92.72,96.79,97.69,117.59,94.24,118.81,86.13,114.22,102.4,88.2,102.19,102.2,96.55,101.43,94.53,113.15,86.44,,30,965,36,29.96,965D6-(E1);
26.10.22 10:41:44,8.53,92.52,90.89,90.34,83.22,91.43,86.68,85.86,88.43,94.04,89.31,113.67,92.35,93.96,91.01,96.81,95.63,88.64,94.13,101.76,80.1,86.19,71.79,102.86,85.73,,30,965,36,29.99,965D6-(E1);
26.10.22 10:41:59,8.78,95.82,99.43,113.31,93.54,114.23,97.92,98.22,99.26,102.65,113.33,139.16,108.76,112.26,103.64,113.05,105.42,99.54,100.31,111.77,95.25,109.13,95.17,119.3,102.99,,30,965,36,30.03,965D6-(E1);
26.10.22 10:42:14,9.03,106.67,103,117.15,97.26,96.11,98.66,110.3,102.22,87.77,101.74,137.52,106.62,102.75,106.44,113.55,111.1,107.79,106.29,105.16,89.27,106.49,95.65,103.16,105.26,,30,965,36,30.05,965B6-(E1);
26.10.22 10:42:29,9.28,94.58,84.87,91.19,83.63,101.74,90.14,101.94,92.72,92.32,94.54,121.91,106.01,111,85.71,98.88,105.22,101.08,95.36,104.72,91.2,100.71,89.61,113.62,84.02,,30,965,36,30.08,965D6-(E1);
26.10.22 10:42:44,9.53,90.62,100.14,112.24,91.85,100.87,95.84,107.24,86.31,97.37,101.45,129.46,107.54,106.77,94.4,103.86,94.25,94.05,93.98,113.91,92.65,98.72,95.01,114.25,97.18,,30,965,36,30.1,965D6-(E1);
26.10.22 10:42:59,9.78,111,105.89,106.66,98.12,112.11,98.96,121.42,100.59,107.72,106.15,134.81,109.22,108.33,111.21,113.38,105.42,102.78,102.5,114.37,90.88,101.86,97.09,122.17,101.79,,30,965,36,30.14,965D6-(E1);
26.10.22 10:43:14,10.03,102.39,106.18,106.06,101.16,104.38,109.71,117.94,105.2,105.48,104.53,147.07,105.56,120.92,98.12,113.72,121.01,102.47,97.21,129.74,90.08,111.2,105.56,123.14,97.63,,30,965,36,30.17,965D6-(E1);
26.10.22 10:43:29,10.28,100.84,85.69,94.49,96.97,89.47,88.99,115.42,106.25,96.35,92.13,128.22,102.09,95.16,91.99,106.47,92.28,97.54,95.98,108.3,82.3,102.29,85.69,106.82,81.2,,30,965,36,30.2,965D6-(E1);
26.10.22 10:43:44,10.53,84.44,78.05,95.49,85.42,80.77,77.23,98.22,88.57,84.82,89.17,111.97,87.87,82.49,91.57,88.96,82,93.59,82.7,93.06,71.46,90.17,70.29,104.68,84.73,,30,965,36,30.21,965B6-(E1);
26.10.22 10:43:59,10.78,95.27,106.18,106.96,101.89,93.98,94.67,102.54,95.76,100.15,90.72,124.52,105.56,101.37,105.26,106.96,104.41,102.94,96.28,108.45,91.2,101.72,91.82,118.5,107.23,,30,965,36,30.25,965D6-(E1);
26.10.22 10:44:14,11.03,90.21,88.41,103.98,87.64,100.58,86.54,100.45,105.5,84.41,90.44,121.04,97.33,91.43,89.75,107.12,97.41,89.09,100.16,121.65,74.22,97.44,86.78,105.14,87.87,,30,965,36,30.28,965D6-(E1);
26.10.22 10:44:29,11.28,88.18,85.42,112.7,81.3,89.75,84.83,94.24,88.15,83.15,96.54,107.77,82.89,82.64,93.98,90.83,92.87,84.06,84.33,100.29,71.16,84.02,80.43,112.37,92.35,,30,965,36,30.31,965D6-(E1);
26.10.22 10:44:44,11.53,92.8,85.01,93.77,86.53,93.83,82.13,90.74,98.09,90.04,85.56,110.96,84.87,88.76,89.05,90.83,83.15,102.01,78.14,101.91,80.57,96.45,83.05,110.51,89.16,,30,965,36,30.34,965D6-(E1);
26.10.22 10:44:59,11.78,98.32,101.57,119.17,92.69,97.69,105.42,111.23,101.62,98.24,101.16,144.66,102.09,106.93,98.56,112.22,108.46,98.16,95.82,121.96,84.5,102.44,94.37,114.4,100.89,,30,965,36,30.35,965D6-(E1);
26.10.22 10:45:14,12.03,90.34,87.46,93.48,93.26,91.43,81.43,95.71,92.72,93.9,101.74,120.52,96,79.33,86.54,100.32,97.22,93.59,79.75,106.5,83.71,87.97,81.35,102.26,90.61,,30,965,36,30.38,965B6-(E1);
26.10.22 10:45:29,12.28,93.35,91.86,97.67,89.03,84.19,68.58,89.15,85.61,87.21,84.45,109.78,97.03,84.67,92.28,96.18,88.38,82.74,88.37,101.61,67.67,90.03,83.05,103.01,84.31,,30,965,36,30.42,965D6-(E1);
26.10.22 10:45:44,12.53,78.77,77,94.05,82.39,85.16,83.97,88,91,86.22,86.53,115.54,87.58,77.19,90.87,96.34,76.09,99.69,74.66,98.83,84.19,83.07,80.43,107.28,75.91,,30,965,36,30.42,965D6-(E1);
26.10.22 10:45:59,12.78,91.3,90.61,99.71,87.22,96.97,91.01,105.87,96.05,89.61,80.89,126.63,87.01,93.81,97.12,116.39,95.04,88.34,89.72,91.2,76.99,99.57,89.45,104.83,98.07,,30,965,36,30.46,965D6-(E1);
26.10.22 10:46:14,13.03,85.23,79.91,84.3,78.31,85.71,85.83,90.16,88.57,76.69,78.04,115.88,82.89,88.91,88.77,95.39,83.92,83.91,85.22,100.59,68.28,85.1,71.94,96.87,84.73,,30,965,36,30.49,965D6-(E1);
26.10.22 10:46:29,13.28,100.14,77.66,96.22,81.3,95.4,82.27,93.8,88.72,90.61,96.54,119.49,90.32,77.47,85.3,100.96,80.66,91.03,85.22,109.81,85.13,98.29,78.75,113.62,82.05,,30,965,36,30.5,965D6-(E1);
26.10.22 10:46:44,13.53,105.23,101.71,105.91,93.4,103.2,93.79,105.87,102.66,117.03,105.41,143.92,111.22,110.84,100.43,109.25,114.18,97.85,100,134.11,94.76,97.58,100.32,123.62,110.45,,30,965,36,30.53,965B6-(E1);
26.10.22 10:46:59,13.78,94.99,94.5,104.87,95.4,94.83,97.17,98.66,96.05,97.52,97.55,121.04,95.12,91.87,90.31,99.68,99.8,98.46,90.18,112.08,71.31,101,90.56,122.01,85.02,,30,965,36,30.56,965D6-(E1);
26.10.22 10:47:14,14.03,95.96,93.94,94.92,87.36,79.01,83.55,100.75,92.72,88.34,87.78,118.11,94.98,98.02,86.13,96.49,96.42,88.34,87.62,105.91,75.6,91.55,85.54,101.35,82.05,,30,965,36,30.59,965D6-(E1);
26.10.22 10:47:29,14.28,79.69,88.55,96.94,82.26,83.51,92.76,91.76,88.15,78.19,94.11,111.46,86.16,87.88,87.1,96.97,86.05,87.16,86.57,107.7,71.46,89.48,70.44,104.22,99.7,,30,965,36,30.61,965D6-(E1);
26.10.22 10:47:44,14.53,84.44,71,92.62,75.09,91.43,77.92,79.36,80.58,77.37,79.67,119.31,75.22,73.51,87.51,93.65,85.47,82.16,78.87,91.63,72.07,91,73.29,96.27,84.73,,30,965,36,30.64,965B6-(E1);
26.10.22 10:47:59,14.78,91.43,92.69,108.91,91,91.57,78.62,104.05,95.32,97.37,92.69,123.3,106.32,89.8,94.26,110.24,88.57,106.22,96.44,101.03,74.52,99,82.59,105.14,90.17,,30,965,36,30.67,965D6-(E1);
26.10.22 10:48:14,15.03,91.3,103.44,109.21,88.06,82.55,75.42,100,86.73,97.37,105.41,135.53,84.02,106.62,92.84,111.72,92.68,100.31,95.21,111.62,86.56,103.3,79.82,112.68,90.17,,30,965,36,30.69,965D6-(E1);
26.10.22 10:48:29,15.28,79.3,77.92,85.27,78.04,77.39,76.67,88.58,72.39,75.87,74.82,98.21,72.75,71.69,68.51,89.12,81.23,83.33,71.35,84.04,61.98,84.69,57.55,95.24,80.36,,30,965,36,30.71,965D6-(E1);
26.10.22 10:48:44,15.53,101.83,94.22,111.63,99.28,101.89,99.1,114.02,114.62,97.52,99.86,144.84,93.95,101.07,100.43,111.56,104.21,113.68,112.85,135.25,90.72,104.02,100,121.85,97.92,,30,965,36,30.74,965B6-(E1);
26.10.22 10:48:59,15.78,83.51,85.69,93.19,74.16,85.71,79.74,92.34,77.55,81.9,87.22,116.74,86.16,83.36,84.88,94.44,77.61,78.96,79.17,98.69,66.92,94.34,70.59,100,88.59,,30,965,36,30.78,965D6-(E1);
26.10.22 10:49:14,16.03,100.98,103.72,106.66,95.11,93.83,90,115.27,83.08,86.51,90.3,131.59,88.3,94.41,101.02,108.59,83.73,94.95,91.69,98.69,77.15,97.16,95.33,116.45,91.91,,30,965,36,30.78,965D6-(E1);
26.10.22 10:49:29,16.28,90.75,89.24,100,80.35,97.4,75.28,102.7,80.86,90.32,96.4,113.16,94.39,84.08,90.31,100.96,76.85,92.99,87.77,107.55,74.68,91.14,77.68,95.39,82.19,,30,965,36,30.81,965B6-(E1);
26.10.22 10:49:44,16.53,97.49,87.87,105.91,93.26,93.55,87.83,101.2,85.89,92.32,92.55,118.45,94.83,89.65,93.83,106.3,82.96,93.14,90.18,106.65,83.4,92.81,81.2,105.44,86.16,,30,965,36,30.83,965D6-(E1);
26.10.22 10:49:59,16.78,97.07,89.24,96.8,82.53,94.4,70.76,99.7,84.34,79.97,93.4,136.8,83.74,76.62,89.75,97.61,95.83,94.5,77.41,115.75,77.77,93.5,73.14,103.77,76.47,,30,965,36,30.83,965D6-(E1);
26.10.22 10:50:14,17.03,80.21,84.06,102.79,75.22,84.19,76.95,91.47,78.24,77.37,73.62,111.63,80.78,64.64,91.01,78.42,82.19,90.13,87.62,103.38,69.64,85.78,64.08,96.42,82.75,,30,965,36,30.85,965B6-(E1);
26.10.22 10:50:29,17.28,96.24,73.33,102.2,93.4,103.5,89.28,102.85,87.86,87.77,95.54,125.93,90.46,97.57,96.11,104.51,90.52,98.92,101.72,110.41,80.1,95.61,85.85,113.93,85.59,,30,965,36,30.85,965D6-(E1);
26.10.22 10:50:44,17.53,100,85.96,107.41,84.59,96.97,92.32,98.07,84.9,86.79,98.27,135.71,103.29,80.48,97.12,102.41,105.01,88.49,93.06,103.68,73.6,96.45,84.76,110.82,80.08,,30,965,36,30.85,965D6-(E1);
26.10.22 10:50:59,17.78,85.5,79.24,99.12,88.34,76.99,78.2,108.46,70.24,75.74,85.83,118.11,79.52,71.27,92.7,90.52,62.83,84.94,78.43,93.2,65.27,80.92,69.7,108.35,84.45,,30,965,36,30.88,965D6-(E1);
26.10.22 10:51:14,18.03,85.23,88,94.05,77.24,69.56,84.12,91.47,68.63,88.34,86.25,108.94,89.74,75.77,92.28,93.18,63.57,80.12,81.37,97.38,67.67,83.75,70.74,96.57,76.19,,30,965,36,30.88,965D6-(E1);
26.10.22 10:51:29,18.28,92.11,95.76,109.82,85.83,86.26,80.58,107.54,86.45,86.93,86.8,134.09,91.62,81.34,93.41,94.44,86.24,93.74,91.85,109.81,73.76,93.09,81.82,104.83,83.74,,30,965,36,30.89,965D6-(E1);
26.10.22 10:51:44,18.53,91.57,83.39,113.16,96.11,87.51,89.71,106.63,92.15,95.34,84.04,132.84,93.51,83.21,98.12,94.75,82.77,94.5,97.21,113.45,75.29,104.46,86.63,112.53,75.22,,30,965,36,30.92,965B6-(E1);
26.10.22 10:51:59,18.78,82.84,84.47,97.23,72.83,78.74,77.78,91.47,74.96,72.9,72.56,104.77,76.33,76.2,77.66,88.65,65.6,81.57,75.67,97.23,56.68,79.72,67.17,95.68,72.48,,30,965,36,30.94,965D6-(E1);
26.10.22 10:52:14,19.03,97.63,90.47,112.39,92.55,90.31,86.97,108.77,86.31,98.54,86.67,132.84,83.6,91.13,99.13,100.32,94.25,98.46,93.22,100.59,77.46,89.89,82.43,106.97,84.45,,30,965,36,30.95,965D6-(E1);
26.10.22 10:52:29,19.28,89.53,87.59,105.61,76.3,84.47,79.46,90.6,85.18,79.01,77.91,122.6,92.2,75.91,89.47,90.36,86.24,84.5,85.07,104.12,78.23,90.58,71.19,102.71,86.58,,30,965,36,30.94,965D6-(E1);
26.10.22 10:52:44,19.53,98.46,91.72,108.16,84.18,90.31,87.98,100.9,85.18,85.52,85.83,126.45,91.77,84.67,90.87,95.86,84.31,94.35,89.87,110.56,70.7,95.61,80.59,100.15,81.91,,30,965,36,30.95,965D6-(E1);
26.10.22 10:52:59,19.78,84.97,78.98,102.06,78.72,88.07,80.86,92.19,74.01,77.1,79.8,115.54,68.28,69.88,96.11,85.87,68.76,93.14,87.62,107.55,61.84,90.72,71.04,104.07,67.74,,30,965,36,30.96,965D6-(E1);
26.10.22 10:53:14,20.03,86.84,81.78,99.71,81.03,82.82,72.12,90.89,74.82,79.29,79.26,114.18,80.08,65.19,86.82,86.34,70.63,79.25,79.31,100.88,62.88,80.65,67.17,98.5,78.27,,30,965,36,30.98,
26.10.22 10:53:29,20.28,86.57,80.84,99.41,80.76,82.68,71.71,90.74,74.41,78.87,78.99,113.67,79.8,64.51,86.68,86.03,69.88,78.81,79.02,100.73,62.28,79.98,67.03,98.36,78.41,,30,965,36,30.96,
26.10.22 10:53:44,20.53,86.3,80.44,99.12,80.62,82.41,71.16,90.6,73.87,78.6,78.72,113.33,79.38,64.1,86.4,85.57,69.13,78.38,78.58,100.44,61.84,79.45,66.29,97.91,77.85,,30,965,36,30.92,
26.10.22 10:53:59,20.78,86.17,80.04,98.83,80.21,82.14,70.62,90.02,73.33,78.19,78.18,112.82,79.1,63.28,85.99,85.11,68.57,77.95,78.14,100.44,61.24,78.92,65.7,97.61,77.71,,30,965,36,30.88,
26.10.22 10:54:14,21.03,85.9,79.78,98.54,80.08,81.59,70.07,89.87,72.66,77.92,77.77,112.31,78.83,63.01,85.57,84.65,67.46,77.52,77.56,100,60.65,78.12,65.4,97.31,77.57,,30,965,36,30.85,
26.10.22 10:54:29,21.28,86.17,79.78,98.69,80.08,81.59,69.94,89.59,72.39,77.92,77.77,112.31,78.83,62.6,85.85,84.65,67.27,77.66,77.12,100.29,60.21,77.99,65.26,97.31,77.71,,30,965,36,30.81,
26.10.22 10:54:44,21.53,85.9,79.51,98.39,79.94,81.32,69.4,89.15,71.85,77.37,77.24,111.97,78.55,62.46,85.3,84.34,66.16,77.23,76.69,100.29,59.76,77.46,64.37,97.16,77.44,,30,965,36,30.81,
26.10.22 10:54:59,21.78,85.77,79.24,98.25,79.67,80.64,68.72,88.86,71.44,76.96,76.7,111.46,77.99,61.78,84.88,84.03,65.79,76.8,76.25,100,59.03,77.06,63.93,96.87,77.3,,30,965,36,30.8,
26.10.22 10:55:14,22.03,85.9,79.24,98.1,79.53,80.5,68.31,88.86,71.31,76.55,76.43,111.3,77.71,61.38,84.47,83.88,65.23,76.65,75.96,100,58.58,76.66,63.35,96.87,77.3,,30,965,36,30.78,
26.10.22 10:55:29,22.28,86.04,79.24,98.39,79.8,80.64,68.04,88.43,70.91,76.42,76.43,111.46,77.85,61.51,84.47,83.73,64.49,76.37,75.67,100.15,58.58,76.53,63.2,96.87,77.3,,30,965,36,30.78,
26.10.22 10:55:44,22.53,85.9,79.24,98.1,79.26,80.23,67.37,88.43,70.24,76.14,76.03,111.3,77.57,60.97,84.06,83.27,63.94,75.94,75.09,99.85,57.85,76.01,62.62,96.72,77.02,,30,965,36,30.77,
26.10.22 10:55:59,22.78,85.63,78.71,97.81,79.26,79.82,66.83,88.15,69.84,75.87,75.49,111.13,77.3,60.43,83.78,82.96,62.83,75.51,74.37,99.85,56.82,75.61,61.74,96.42,76.6,,30,965,36,30.75,
26.10.22 10:56:14,23.03,85.63,78.58,97.67,78.99,79.82,66.56,87.86,69.3,75.47,75.49,110.62,76.88,60.16,83.37,82.51,62.28,75.22,73.94,99.85,56.09,75.22,61.31,96.27,76.6,,30,965,36,30.75,
26.10.22 10:56:29,23.28,85.37,78.45,97.96,79.13,79.82,66.56,87.86,69.3,75.33,74.96,110.96,76.74,60.3,83.51,82.35,61.73,75.22,73.79,99.85,55.65,75.22,61.16,96.42,76.6,,30,965,36,30.75,
26.10.22 10:56:44,23.53,85.37,78.32,97.67,79.13,79.42,66.02,87.57,69.03,75.06,74.82,110.96,76.6,60.3,83.37,82.05,60.81,74.94,73.65,99.71,54.93,74.82,60.58,96.13,76.47,,30,965,36,30.74,
