Date/Time,Time/Min.,A1,B1,C1,D1,A2,B2,C2,D2,A3,B3,C3,D3,A4,B4,C4,D4,A5,B5,C5,D5,A6,B6,C6,D6,,Tm [¡C],p [mbar],Salinity [g/1000g],T_internal [¡C],Error
26.10.22 10:00:28,34.32,97.04,42.53,80.54,25.71,102.21,69.97,54.8,53.59,100.29,58.8,38.44,58.28,107.62,55.96,33.8,69.77,85.04,65.96,61.44,41.42,87.54,67.79,55.07,41.93,,27,965,36,29.33,
26.10.22 10:00:43,34.57,97.04,42.65,80.26,25.59,102.8,69.83,54.28,53.33,100.44,57.96,37.94,58.01,107.77,55.71,33.44,69.24,85.04,66.1,61.82,41.15,87.68,67.51,55.2,41.93,,27,965,36,29.32,
26.10.22 10:00:58,34.82,96.75,42.28,80.26,25.46,102.8,69.44,54.16,53.2,100.15,57.68,37.94,57.36,107.32,55.32,32.96,69.1,85.04,65.96,60.92,40.6,87.39,67.09,54.69,41.93,,27,965,36,29.29,
26.10.22 10:01:13,35.07,96.89,42.4,79.43,25.34,102.35,69.18,53.51,52.81,100.44,56.98,37.31,57.62,107.77,54.81,33.08,68.97,84.49,64.99,60.79,40.74,87.1,66.95,54.82,41.75,,27,965,36,29.29,
26.10.22 10:01:28,35.32,96.6,42.28,79.43,25.21,102.35,68.65,52.48,52.43,99.85,57.12,36.69,57.09,107.47,54.55,32.72,68.3,84.49,64.72,60.41,39.65,87.1,66.25,54.3,41.56,,27,965,36,29.29,
26.10.22 10:01:43,35.57,96.6,42.4,79.43,25.34,102.06,68.65,51.96,52.56,100,56.14,36.19,56.83,107.92,54.3,32.96,68.57,84.63,65.13,60.15,39.11,87.1,65.83,54.3,41.38,,27,965,36,29.29,
26.10.22 10:01:58,35.82,96.6,42.28,79.01,25.09,101.91,68.26,52.22,52.3,99.85,56.14,35.94,56.7,107.32,54.3,32.84,68.04,84.07,64.72,60.15,38.83,86.82,65.27,53.91,42.31,,27,965,36,29.28,
26.10.22 10:02:13,36.07,96.31,42.16,79.01,25.34,102.06,68.39,51.96,52.3,99.85,55.31,35.94,56.7,107.62,53.79,32.48,67.1,83.79,64.31,59.9,38.7,86.82,64.99,53.53,41.75,,27,965,36,29.28,
26.10.22 10:02:28,36.32,96.16,41.54,78.32,25.21,102.06,67.73,50.68,51.91,99.26,55.31,35.31,56.05,107.62,52.9,32.13,67.1,83.93,63.62,59.9,38.29,86.67,64.43,53.53,41.38,,27,965,36,29.26,
26.10.22 10:02:43,36.57,96.01,41.66,78.04,24.96,101.76,67.47,50.3,51.66,99.41,54.62,34.69,56.05,107.18,52.51,32.01,67.24,83.52,63.62,59.77,38.02,86.39,64.43,52.88,41.56,,27,965,36,29.26,
26.10.22 10:02:58,36.82,95.72,41.54,77.76,25.09,101.91,66.95,50.04,51.4,99.71,53.79,34.2,55.26,107.18,52.51,31.89,66.17,82.96,62.8,59,37.21,86.39,64.29,52.5,41.75,,27,965,36,29.24,
26.10.22 10:03:13,37.07,96.01,41.66,77.62,24.96,101.62,66.95,49.91,51.27,99.26,54.06,33.95,55.13,107.18,52.64,31.89,65.64,82.96,62.66,58.88,37.08,85.81,64.43,52.63,41.75,,27,965,36,29.24,
26.10.22 10:03:28,37.32,95.43,41.29,77.9,24.84,101.62,66.56,49.79,50.76,98.82,53.37,33.58,54.48,106.73,51.5,31.06,65.12,82.41,62.52,58.62,36.67,85.67,63.87,51.73,41.56,,27,965,36,29.24,
26.10.22 10:03:43,37.57,95.43,41.54,77.34,24.96,101.76,65.78,49.28,51.01,98.38,53.1,33.33,53.96,107.03,51.25,31.53,65.12,82.69,62.11,57.98,36.4,85.38,63.45,51.6,41.93,,27,965,36,29.22,
26.10.22 10:03:58,37.82,95.43,41.17,77.34,24.84,100.73,65.26,48.64,50.5,98.24,52.96,33.08,53.31,106.88,51,31.06,65.25,82.41,61.57,58.24,35.86,85.53,63.31,50.97,41.56,,27,965,36,29.21,
26.10.22 10:04:13,38.07,95.13,41.17,77.07,24.59,101.47,65,48.39,50.5,98.38,52.82,32.83,53.31,106.88,50.74,30.7,64.98,82.27,60.89,57.98,36,85.67,63.04,50.58,41.38,,27,965,36,29.19,
26.10.22 10:04:28,38.32,94.99,41.05,76.38,25.09,101.03,64.87,47.88,49.86,98.68,51.72,32.83,52.53,107.18,50.49,30.11,64.06,81.58,60.89,57.86,35.86,85.24,63.18,50.46,41.19,,27,965,36,29.18,
