Measurement Name :,20221028_SDR641_Plate13,,Generated On :,"28/10/2022, 09:52:55",,,Calibration details for Oxygen,,,Report :,"@m01:IDENTIFICATION
Serial number     : SEBX0007000641      
MUX channel       : ON - 01

PARAMETERS
Sig LED current   : 045
Ref LED current   : 095
Frequency         : 060
Sending interval  : 0000
Pulse lenght      : 06
Red REF comp.     : ON
Temperature comp. : ON

FIRMWARE
ver.4.039.A3.ST   : 04/30/07, 09:14:36
@m01:RDY

",,Other Report :,"Start Temperature : 
End Temperature        : 
Start Humidity         : 
End Humidity           : 
Ref.phase Corre        : 1
Dig. Ampl.Factor       : 
Mod. Coarse Freq.      : 
Mod. Fine Freq.        : 
Mod. Shape             : 
Mono or Stero          : 
Phase Shift            : 
Sampling Rate          : 
Temp. Corr Slop Coef   : 
",,,,,,,,,,,,,,,,,
28.10.22 09:17:07,1.28,109.91,113.98,103.1,64.92,100.44,110.48,96.9,101.9,102.1,104.51,90.73,98.97,108.83,103.58,95.14,86.2,92.26,104.23,95.75,89.28,89.14,92,91.33,69.78,,27,965,36,28.11,
28.10.22 09:17:22,1.53,96.33,102.48,94.04,53.01,96.92,102.66,86.48,90.54,88.23,105.88,86.13,88.16,90.68,90.64,82.1,80.7,82.88,88.07,90.12,86.43,78.49,84.77,83.46,59.95,,27,965,36,28.11,
28.10.22 09:17:37,1.78,98.08,91.96,85.93,50.71,96.19,94.6,87.48,89.28,87.65,90.15,82.15,79.09,94.2,98.52,85.35,81.4,78.56,101.35,84.45,83.75,68.86,79.37,76.61,59.82,,27,965,36,28.11,
28.10.22 09:17:52,2.03,100.15,112.77,93.46,61.87,82.49,98.53,94.55,81.78,87.37,100.45,82.29,79.5,94.64,99.85,97.34,82.81,83.44,107.43,96.77,82.72,80.62,90.1,82.75,62.48,,27,965,36,28.14,
28.10.22 09:18:07,2.28,102.23,117.81,102.51,62.8,105.51,109.57,95.43,107.81,90.41,93.49,103,93.59,100.45,103.43,95.72,83.93,90.25,108.05,97.36,86.43,87.83,97.46,90.61,64.63,,27,965,36,28.15,965B6-(E1);
28.10.22 09:18:22,2.53,98.08,101.6,91.31,45.15,86.57,100.74,86.63,80.55,89.39,100.9,83.71,74.44,84.32,92.23,80.01,82.95,79.26,101.96,92.13,74.25,76.37,85.77,75.91,51.58,,27,965,36,28.18,
28.10.22 09:18:37,2.78,102.08,105.28,94.76,56.37,85.16,106.85,83.65,88.29,81.79,99.4,91.46,82.41,87.48,99.11,91.94,76.95,96.91,103.62,88.98,79.63,69.97,88.36,83.46,62.48,,27,965,36,28.18,
28.10.22 09:18:52,3.03,97.79,104.99,86.78,50.46,89.69,104,84.36,89.98,88.95,99.4,91.46,80.05,85.47,96.46,89.49,80.56,84.56,101.5,91.99,81.54,78.21,93.32,81.35,59.69,,27,965,36,28.19,
28.10.22 09:19:08,3.3,91.68,106.17,95.77,49.44,83.89,101.92,88.63,94.38,96.42,98.36,76.28,85.34,86.76,102.53,87.77,79.73,84,86.06,89.12,78.9,73.71,85.48,75.78,52.61,,27,965,36,28.22,965D6-(E1);
28.10.22 09:19:23,3.55,108.08,124.19,123.61,68.14,113.41,131.22,94.26,116.58,104.37,117.02,106.48,104.44,110.22,123.87,113.49,97.49,114.83,120.26,108.37,101.25,91.64,117.24,103.44,77.95,,27,965,36,28.25,965D6-(E1);
28.10.22 09:19:38,3.8,104.47,111.11,103.84,60.68,98.53,101.03,83.93,106.32,93.91,102.4,94.09,93.45,94.64,111.02,89.49,89.92,93.27,103.01,95.02,96.75,80.34,95.98,89.74,66.51,,27,965,36,28.26,965B6-(E1);
28.10.22 09:19:53,4.05,88.1,108.7,92.74,43.65,84.73,93.73,75.99,84.26,84.78,90.73,74.21,72.82,89.22,81.4,74.34,68.64,77.87,88.07,89.84,73.67,78.35,82.77,69.76,47.86,,27,965,36,28.29,965D6-(E1);
28.10.22 09:20:08,4.3,100.3,95.52,92.03,47.16,98.97,102.81,79.17,86.2,95.83,88.27,82.29,80.74,94.34,88.05,91.36,74.62,79.4,94.79,88.27,70.52,73.71,89.09,74.12,49.13,,27,965,36,28.29,965B6-(E1);
28.10.22 09:20:23,4.55,103.57,110.96,97.81,61.61,94.73,102.66,94.12,96.67,91.13,100.3,93.94,83.38,101.2,105.39,92.08,89.06,94.43,104.23,98.38,92.77,84.2,93.91,89.6,65.57,,27,965,36,28.32,965D6-(E1);
28.10.22 09:20:37,4.78,108.39,105.58,96.64,58.98,112.33,110.93,93.1,96.82,93.47,116.23,94.97,86.75,101.5,98.81,93.1,89.34,92.98,113,100.74,92.01,86.81,90.25,83.88,58.5,,27,965,36,28.33,965C4-(E1);
28.10.22 09:20:52,5.03,94.72,96.82,89.04,42.78,95.02,104.15,86.91,82.05,84.5,102.7,87.99,76.89,92.43,100.15,77.51,77.51,79.95,90.1,87.42,82.72,76.94,84.91,78.55,54.17,,27,965,36,28.35,
28.10.22 09:21:07,5.28,110.67,104.99,100.59,47.29,99.26,122.26,82.95,99.56,97.91,97.77,88.14,80.88,91.55,114.26,91.36,87.2,94.14,104.23,91.56,85.39,79.77,91.56,84.45,58.63,,27,965,36,28.36,
28.10.22 09:21:22,5.53,104.32,115.81,94.9,49.06,101.03,116.47,96.31,99.71,98.65,110.32,92.48,93.45,99.4,110.1,94.12,83.23,101.04,113,97.06,84.94,77.5,92,86.59,60.88,,27,965,36,28.38,965D6-(E1);
28.10.22 09:21:38,5.8,105.22,113.07,91.88,56.89,94.15,117.24,91.07,105.28,91.86,101.2,88.57,85.48,101.35,97.63,84.08,79.87,89.67,103.01,97.65,83.31,85.21,87.78,80.08,59.29,,27,965,36,28.4,965B6-(E1);
28.10.22 09:21:53,6.05,91.97,92.38,77.49,54.82,91.41,102.81,76.26,79.18,82.08,83.12,80.18,80.05,88.35,91.07,76.68,76.26,77.19,86.2,84.73,72.53,67.22,75.32,69.08,41.16,,27,965,36,28.41,
28.10.22 09:22:08,6.3,106.57,119.82,97.37,59.5,107.01,119.27,96.6,102.92,99.1,105.42,94.38,83.24,102.41,109.03,83.23,89.34,96.47,111.6,108.37,95.83,82.34,90.98,89.45,63.55,,27,965,36,28.43,965D6-(E1);
28.10.22 09:22:23,6.55,103.42,108.55,93.89,42.66,89.55,91.29,78.62,93.52,84.21,89.57,76.83,79.36,85.18,96.75,82.95,73.93,80.23,94.94,88.84,79.19,73.01,79.94,74.95,46.84,,27,965,36,28.46,
28.10.22 09:22:38,6.8,94.43,101.9,83.83,38.34,90.84,100.88,65.83,77.28,85.93,79.32,66.05,65.88,82.04,82.81,74.34,66.9,75.68,98.8,86.85,69.81,67.36,83.91,70.17,44.68,,27,965,36,28.46,
28.10.22 09:22:53,7.05,99.7,107.36,75.99,45.9,89.98,104.3,82.39,81.5,87.8,85.11,76,77.3,92.87,95.58,77.23,80.15,77.46,94.5,97.65,74.54,75.39,86.2,75.22,48.24,,27,965,36,28.47,
28.10.22 09:23:07,7.28,102.37,106.32,104.58,44.53,88.55,113.54,84.78,95.52,89.39,93.79,87.27,83.8,97.31,101.19,84.92,72.57,83.02,104.53,90.7,89.43,79.91,85.05,78.83,50.68,,27,965,36,28.49,
28.10.22 09:23:22,7.53,105.67,105.73,105.78,59.89,101.48,114.3,86.77,93.52,99.85,103.91,97.47,83.1,110.53,114.89,92.81,82.1,84.28,117.4,100.3,82.57,80.48,103.01,90.03,57.84,,27,965,36,28.5,965D6-(E1);
28.10.22 09:23:37,7.78,92.4,83.84,79.68,30.11,74.77,91,65.43,67.83,73.13,80.72,68.48,72.01,81.9,80.15,60.54,65.7,65.04,92,78.06,60.41,63.82,72.69,60.16,36.08,,27,965,36,28.51,965B6-(E1);
28.10.22 09:23:52,8.03,107.02,116.73,89.6,46.15,97.94,113.07,91.65,88.15,95.39,96.44,91.75,81.99,95.82,102.98,83.37,76.26,88.25,105.9,98.38,83.31,73.29,81.21,78.55,44.18,,27,965,36,28.53,965D6-(E1);
28.10.22 09:24:08,8.3,106.42,106.02,95.63,54.17,106.41,121.15,96.16,101.02,107.27,107.25,89.72,86.47,103.32,99.26,98.37,85.92,89.24,115.35,100.44,88.53,84.78,100,88.45,53.91,,27,965,36,28.54,965B6-(E1);
28.10.22 09:24:23,8.55,103.57,103.95,91.17,38.83,91.7,116.31,80.15,90.26,94.36,93.35,78.64,77.17,101.05,105.39,81.68,78.34,86.26,100.9,94.01,79.33,79.34,84.77,75.78,44.81,,27,965,36,28.54,
28.10.22 09:24:38,8.8,101.04,88.29,85.79,38.34,84.73,88.72,65.96,84.39,80.52,86.97,76.28,77.44,78.37,89.49,69.85,75.85,70.92,94.79,82.77,72.81,60.05,68.99,74.4,36.7,,27,965,36,28.57,
28.10.22 09:24:53,9.05,102.37,105.73,92.89,45.15,98.53,109.11,71.34,90.12,96.57,98.06,85.84,83.94,89.95,108.88,87.91,81.96,86.54,112.22,98.09,88.23,76.51,89.96,82.05,52.48,,27,965,36,28.57,965B6-(E1);
28.10.22 09:25:08,9.3,109.15,117.81,106.38,49.31,111.41,119.43,86.77,91.96,99.4,104.51,94.82,88.3,99.55,115.51,93.1,85.21,97.06,110.36,98.23,87.48,89,93.91,88.73,51.71,,27,965,36,28.58,
28.10.22 09:25:23,9.55,108.24,117.66,94.47,44.53,100.74,118.49,86.34,94.23,97.02,99.85,93.79,85.34,104.54,102.38,87.63,82.67,88.1,108.66,94.59,83.46,83.77,92.59,87.01,49.52,,27,965,36,28.6,965D6-(E1);
28.10.22 09:25:37,9.78,105.22,110.8,105.48,45.4,94.44,108.2,82.39,85.78,90.41,91.74,78.22,82.13,94.2,109.95,90.21,84.08,79.26,95.24,92.42,83.9,71.49,93.03,80.64,46.2,,27,965,36,28.6,
28.10.22 09:25:52,10.03,108.54,121.84,98.1,41.42,99.41,112.31,84.64,96.53,107.89,106.64,88.42,88.02,107.44,107.21,87.77,81.4,88.25,115.2,97.94,88.98,80.19,86.49,84.03,53.52,,27,965,36,28.61,
28.10.22 09:26:07,10.28,103.57,102.78,89.6,36.14,88.55,102.66,78.06,83.84,89.68,90,75.86,84.5,93.17,104.63,87.91,75.03,75.95,99.1,90.27,78.02,66.67,84.34,77.99,46.2,,27,965,36,28.61,965B6-(E1);
28.10.22 09:26:23,10.55,98.82,105.87,89.32,41.17,87.84,107,84.64,90.68,93.47,97.03,89,82.41,91.7,103.88,81.26,84.22,80.92,103.92,89.55,77.44,73.01,87.93,82.05,50.55,,27,965,36,28.65,965D6-(E1);
28.10.22 09:26:38,10.8,113.9,119.97,91.31,46.53,100.15,118.49,85.49,94.95,101.8,96.88,90.01,84.5,97.9,110.87,96.16,79.87,78.43,102.26,95.9,83.31,79.48,87.78,82.47,50.03,,27,965,36,28.66,965D6-(E1);
28.10.22 09:26:53,11.05,105.67,99.42,96.06,41.54,87.13,110.02,73.52,80.41,91.13,96.14,76.42,80.33,86.33,103.28,83.23,73.25,86.26,103.77,95.02,84.64,65.31,79.94,72.75,44.43,,27,965,36,28.71,965D6-(E1);
28.10.22 09:27:08,11.3,116.07,112.31,106.83,40.3,102.52,110.17,89.06,98.4,96.57,103.15,87.27,86.89,102.71,112.41,88.91,82.1,81.62,108.82,101.18,83.6,73.43,99.25,89.02,52.48,,27,965,36,28.72,965B6-(E1);
28.10.22 09:27:23,11.55,93.85,92.53,81.75,29.16,82.91,93.01,66.23,70.6,87.37,78.2,68.48,68.8,85.9,95.43,64.63,72.7,70.11,90.25,83.75,59.45,66.4,69.67,66.66,32.05,,27,965,36,28.74,965D6-(E1);
28.10.22 09:27:38,11.8,100.3,94.95,75.44,28.92,78.33,109.57,71.07,80,84.78,85.26,80.32,64.17,85.75,88.91,78.48,64.1,62.15,84.91,78.47,69.67,65.17,84.05,65.86,34.12,,27,965,36,28.76,965D6-(E1);
28.10.22 09:27:53,12.05,111.44,114.74,100.29,43.15,104.16,130.41,89.63,86.06,104.37,94.96,94.67,90.87,101.05,114.89,91.79,84.22,93.71,115.98,100.44,87.93,80.05,95.38,87.16,50.8,,27,965,36,28.78,965D6-(E1);
28.10.22 09:28:07,12.28,111.28,128.14,94.33,47.54,96.04,120.21,84.08,92.67,99.55,99.11,89.14,85.9,107.44,107.51,94.12,87.63,88.25,114.88,96.62,85.98,71.07,96.42,84.59,56,,27,965,36,28.79,965B6-(E1);
28.10.22 09:28:22,12.53,101.04,104.4,85.93,23.39,78.88,100.88,69.72,79.59,86.21,80.44,78.09,69.06,87.77,97.93,74.34,66.23,84.99,95.98,82.35,72.1,68.45,78.11,69.35,39.05,,27,965,36,28.82,965B6-(E1);
28.10.22 09:28:37,12.78,105.07,112.01,91.17,39.32,93.72,108.96,77.09,90.83,96.42,97.32,83.43,69.6,93.46,110.41,84.64,78.89,76.22,104.99,87.7,84.64,76.51,89.09,79.66,42.04,,27,965,36,28.85,965B6-(E1);
28.10.22 09:28:53,13.05,107.48,115.36,84.81,35.65,91.13,108.51,77.78,77.28,91.42,86.26,83.14,75.66,85.04,97.63,72.02,72.43,77.6,97.46,90.27,69.38,71.76,87.64,77.71,40.29,,27,965,36,28.86,
28.10.22 09:29:08,13.3,102.52,108.26,94.18,39.07,96.62,118.02,85.77,83.15,97.02,91.6,80.74,81.57,91.55,103.73,85.92,78.75,89.67,105.9,95.6,77.87,75.25,92.73,79.94,49.13,,27,965,36,28.89,
28.10.22 09:29:23,13.55,98.23,109.15,81.06,29.16,85.72,109.26,73.25,83.15,93.47,86.83,77.81,72.95,90.68,102.23,72.16,74.89,79.26,105.75,88.41,78.75,69.69,84.48,68.68,35.59,,27,965,36,28.91,965B6-(E1);
28.10.22 09:29:38,13.8,105.67,112.92,94.33,36.26,86.71,121.31,82.24,81.64,92.3,92.18,75.73,86.33,94.79,107.05,85.92,74.75,75.27,105.9,88.7,79.92,66.26,93.32,81.49,42.29,,27,965,36,28.93,965B6-(E1);
28.10.22 09:29:53,14.05,108.54,112.77,88.47,32.27,89.27,111.09,72.16,77.01,95.39,91.16,70.78,72.15,97.76,101.19,76.95,72.16,75.27,102.71,86.71,74.11,68.45,86.06,71.12,31.32,,27,965,36,28.94,965B6-(E1);
28.10.22 09:30:08,14.3,127.46,129.89,111.21,57.67,116.35,132.85,94.85,100.87,105.74,114.04,96.44,94.6,108.67,120.21,96.6,94.12,97.2,125.41,113.87,98.29,86.08,103.01,93.81,51.71,,27,965,36,28.97,965D6-(E1);
28.10.22 09:30:23,14.55,95.45,105.13,85.51,28.33,89.98,111.09,74.89,85.78,93.03,85.11,70.65,77.99,88.79,110.1,81.12,75.85,76.09,89.96,89.84,75.41,65.45,81.63,67.47,36.33,,27,965,36,29,965B6-(E1);
28.10.22 09:30:37,14.78,102.82,113.83,93.75,30.71,86.14,103.55,75.44,75.4,85.35,89.13,70.78,72.41,84.61,98.67,75.44,74.07,73.09,101.5,84.73,75.41,68.18,83.05,73.85,35.96,,27,965,36,29.01,965B6-(E1);
28.10.22 09:30:52,15.03,99.26,104.54,92.31,37.11,86.14,109.41,71.89,84.53,98.36,89.86,84.85,74.17,94.94,111.48,76.82,71.07,74.45,93.17,93.86,77.58,62.6,86.2,76.19,36.82,,27,965,36,29.03,
28.10.22 09:31:07,15.28,110.06,121.99,101.62,37.11,99.41,131.38,86.77,98.84,102.41,103.3,94.09,91.44,110.84,117.23,87.34,87.77,95.16,116.93,103.11,81.09,72.74,101.96,87.44,47.47,,27,965,36,29.05,965D6-(E1);
28.10.22 09:31:23,15.55,110.21,107.66,89.6,36.14,88.98,112.61,75.44,82.19,94.36,94.81,79.76,79.64,93.31,98.52,78.06,71.07,80.78,104.83,91.56,78.6,65.85,98.21,79.66,42.54,,27,965,36,29.08,965D6-(E1);
28.10.22 09:31:38,15.8,104.02,104.54,76.53,27.97,93.57,116,78.06,83.43,93.91,95.26,88.57,74.85,87.77,105.69,85.77,81.68,77.05,95.53,98.23,71.52,67.49,91.71,78.27,40.42,,27,965,36,29.07,965D6-(E1);
28.10.22 09:31:53,16.05,107.02,107.51,83.42,32.39,85.3,120.21,71.07,88.57,94.95,92.91,76.7,76.07,95.68,105.54,80.98,62.78,78.84,98.5,91.27,73.67,64.5,79.09,76.88,34.49,,27,965,36,29.1,965D6-(E1);
28.10.22 09:32:08,16.3,104.32,117.5,93.32,44.9,93.43,124.16,75.99,84.81,88.38,95.7,80.74,77.44,92.14,106.75,80.84,74.89,77.05,106.51,88.27,73.39,74.83,92.44,78.13,37.19,,27,965,36,29.11,965D6-(E1);
28.10.22 09:32:23,16.55,107.33,105.87,91.74,33.35,82.91,108.05,75.03,76.47,84.35,87.84,73.79,77.71,94.05,104.33,81.4,75.99,77.6,99.7,90.7,74.97,60.45,85.05,77.85,37.44,,27,965,36,29.13,965D6-(E1);
28.10.22 09:32:38,16.8,104.32,99.27,84.53,17.83,89.55,104.3,74.34,73.25,86.36,85.54,72.97,70.94,86.19,85.21,73.93,66.76,66.64,91.56,82.63,71.09,69,83.48,69.35,30.84,,27,965,36,29.14,965D6-(E1);
28.10.22 09:32:53,17.05,112.97,111.71,86.5,36.63,94.01,109.72,80.84,86.62,97.46,93.49,85.27,81.02,92.14,111.48,76.68,75.99,88.39,101.05,99.12,78.31,67.63,96.57,77.99,34.73,,27,965,36,29.15,
28.10.22 09:33:08,17.3,101.78,111.86,87.34,27.03,81.1,105.5,69.18,76.61,90.26,84.4,75.03,65.88,97.76,94.7,70.26,69.05,76.64,98.95,80.68,72.38,59.78,83.62,69.08,34.24,,27,965,36,29.18,965D6-(E1);
28.10.22 09:33:23,17.55,111.28,111.56,88.05,32.03,87.28,113.54,89.06,85.23,85.07,90.73,75.45,79.64,92.73,104.18,76.54,65.7,77.46,106.36,96.19,73.67,61.26,85.77,77.02,33.51,,27,965,36,29.19,965D6-(E1);
28.10.22 09:33:38,17.8,93.71,104.25,81.47,27.86,93.14,107.6,66.23,77.96,80.52,87.98,63.78,65.49,88.79,104.03,72.02,68.91,77.32,98.95,86.43,68.68,65.99,89.09,70.57,30.36,,27,965,36,29.21,965B6-(E1);
28.10.22 09:33:53,18.05,103.42,101.6,69.53,15.66,72.06,100,50.99,69.01,73.82,76.95,66.32,56.53,77.25,96.46,65.96,60.15,64.12,90.98,76.55,70.52,51.6,76.29,59.5,25.33,,27,965,36,29.22,
28.10.22 09:34:08,18.3,108.69,100.73,89.46,38.71,83.75,115.08,69.05,78.91,81.79,81.71,72.29,75.39,83.04,104.48,67.17,66.23,74.58,99.1,83.89,74.97,60.59,87.06,78.13,33.02,,27,965,36,29.25,965B6-(E1);
28.10.22 09:34:23,18.55,96.03,103.81,77.76,27.03,86.85,110.48,65.83,76.74,85.5,90.87,73.25,69.87,86.47,99.85,73.38,69.58,73.9,102.71,86,74.39,66.67,89.96,75.09,34.86,,27,965,36,29.26,
28.10.22 09:34:38,18.8,95.89,103.51,77.35,26.56,86.57,110.48,65.16,76.2,85.07,90.58,72.83,69.47,86.04,99.26,72.97,68.91,73.49,102.41,85.58,73.96,66.26,89.52,74.67,34.49,,27,965,36,29.24,
28.10.22 09:34:53,19.05,95.6,103.51,76.94,26.44,86.71,110.33,64.9,75.53,84.93,90.15,72.42,69.33,85.61,99.26,72.43,68.64,73.22,102.26,85.3,73.67,66.13,89.23,74.4,34.12,,27,965,36,29.19,
28.10.22 09:35:08,19.3,95.3,103.07,76.26,26.08,86.43,110.02,64.5,75.13,84.5,89.86,71.88,69.06,85.18,98.81,72.16,67.97,72.41,102.11,84.88,73.1,65.72,89.09,73.85,33.51,,27,965,36,29.16,
28.10.22 09:35:23,19.55,95.01,103.07,76.12,25.85,86.29,110.02,64.37,74.99,84.5,89.71,71.47,69.06,84.89,98.96,72.02,67.7,71.87,101.96,84.59,72.81,65.58,88.8,73.58,33.39,,27,965,36,29.14,
28.10.22 09:35:38,19.8,94.72,102.78,75.58,25.61,86.14,109.72,63.84,74.32,84.07,89.13,70.92,68.67,84.61,98.52,71.48,67.03,71.33,101.65,84.17,72.24,65.31,88.36,72.89,32.9,,27,965,36,29.11,
28.10.22 09:35:53,20.05,94.29,102.48,75.31,25.49,85.86,109.57,63.44,74.06,83.93,88.99,70.51,68.4,84.61,98.52,71.34,66.76,71.19,101.5,84.17,72.24,65.17,88.22,72.62,32.66,,27,965,36,29.08,
28.10.22 09:36:08,20.3,94,102.34,74.77,25.14,85.72,109.41,62.91,73.65,83.64,88.56,69.83,68.13,84.46,98.22,71.07,66.23,70.79,101.2,83.75,72.1,64.9,87.64,72.21,32.17,,27,965,36,29.05,
28.10.22 09:36:23,20.55,93.85,102.19,74.49,24.91,85.16,109.26,62.78,73.25,83.36,88.41,69.43,67.87,84.32,98.08,70.67,65.96,70.52,101.05,83.75,71.81,64.63,87.64,71.8,31.93,,27,965,36,29.05,
28.10.22 09:36:38,20.8,93.56,101.9,74.22,24.79,85.16,109.57,62.52,72.72,83.36,88.27,69.29,67.74,84.03,97.78,70.26,65.7,70.11,101.05,83.75,71.52,64.5,87.21,71.53,31.69,,27,965,36,29.04,
28.10.22 09:36:53,21.05,93.27,102.04,73.68,24.56,85.3,109.11,62.12,72.32,83.07,87.98,68.75,67.47,84.03,97.78,69.99,65.3,69.84,100.75,83.19,71.24,64.36,86.92,71.25,31.44,,27,965,36,29.01,
28.10.22 09:37:08,21.3,92.84,101.6,73.14,24.09,84.73,108.96,61.73,72.32,82.5,87.55,68.21,67.07,83.89,97.34,69.58,65.03,69.17,100.45,83.05,70.95,63.82,86.49,70.85,31.08,,27,965,36,29.01,
28.10.22 09:37:23,21.55,92.98,101.6,73.14,24.32,85.16,109.11,61.59,72.19,82.65,87.55,68.21,66.94,83.89,97.49,69.58,64.63,68.77,100.75,83.05,70.67,63.82,86.49,70.57,30.84,,27,965,36,29.01,
28.10.22 09:37:38,21.8,92.55,101.31,72.61,23.97,84.73,108.81,61.2,71.92,82.36,87.12,67.53,66.41,83.46,97.04,69.05,64.5,68.1,100.3,82.77,70.1,63.55,86.06,70.17,30.48,,27,965,36,29,
28.10.22 09:37:53,22.05,92.4,101.02,72.34,23.85,84.59,108.66,60.54,71.79,81.79,86.97,66.99,66.01,83.32,96.9,69.05,63.97,67.7,100,82.49,69.81,62.87,85.77,69.76,30.24,,27,965,36,28.97,
28.10.22 09:38:08,22.3,92.26,101.02,72.2,23.74,84.59,108.81,60.15,71.92,81.94,86.83,66.46,65.88,83.18,96.75,68.78,63.84,67.57,100,82.07,69.81,62.74,85.77,69.62,30.24,,27,965,36,28.99,
28.10.22 09:38:23,22.55,92.12,100.87,71.67,23.5,84.31,108.66,59.89,71.79,81.51,86.54,66.19,65.49,82.89,96.6,68.64,63.31,67.44,99.7,81.94,69.38,62.33,85.34,69.22,29.87,,27,965,36,28.96,
28.10.22 09:38:38,22.8,91.83,100.73,71.4,23.39,84.03,108.66,59.5,71.79,81.37,86.26,65.38,65.09,82.75,96.31,68.24,62.91,67.04,99.85,81.8,68.96,61.93,84.91,68.95,29.63,,27,965,36,28.97,
28.10.22 09:38:53,23.05,91.54,100.29,71,23.04,83.89,108.51,58.97,71.39,80.66,85.69,64.85,64.7,82.32,96.02,68.1,62.52,66.77,99.55,81.66,68.82,61.39,84.48,68.41,29.27,,27,965,36,28.96,
28.10.22 09:39:08,23.3,91.4,100.29,70.73,23.04,83.75,108.51,58.84,71.13,80.66,85.69,64.45,64.44,82.32,95.87,67.7,62.38,66.64,99.4,81.52,68.53,61.12,84.34,68.14,29.27,,27,965,36,28.94,
28.10.22 09:39:23,23.55,91.11,100,70.46,22.92,83.61,108.2,58.45,70.99,80.1,85.26,63.91,63.91,82.18,95.87,67.7,62.25,66.37,99.25,81.24,68.25,60.05,83.91,67.87,29.15,,27,965,36,28.94,
28.10.22 09:39:38,23.8,90.82,99.85,69.93,22.69,83.19,108.35,57.93,70.73,79.82,85.26,63.25,63.65,81.9,95.58,67.3,61.86,66.37,99.25,81.24,68.11,59.65,83.48,67.6,28.79,,27,965,36,28.93,
28.10.22 09:39:53,24.05,90.68,99.71,69.66,22.57,82.77,108.2,57.41,70.33,79.54,85.11,62.85,63.26,81.76,95.43,66.63,61.73,65.84,98.95,81.1,67.54,58.85,83.2,67.2,28.67,,27,965,36,28.93,
