Measurement Name :,20221026_SDR641_Plate11,,Generated On :,"26/10/2022, 13:05:29",,,Calibration details for Oxygen,,,Report :,"@m01:IDENTIFICATION
Serial number     : SEBX0007000641      
MUX channel       : ON - 01

PARAMETERS
Sig LED current   : 045
Ref LED current   : 095
Frequency         : 060
Sending interval  : 0000
Pulse lenght      : 06
Red REF comp.     : ON
Temperature comp. : ON

FIRMWARE
ver.4.039.A3.ST   : 04/30/07, 09:14:36
@m01:RDY

",,Other Report :,"Start Temperature : 
End Temperature        : 
Start Humidity         : 
End Humidity           : 
Ref.phase Corre        : 1
Dig. Ampl.Factor       : 
Mod. Coarse Freq.      : 
Mod. Fine Freq.        : 
Mod. Shape             : 
Mono or Stero          : 
Phase Shift            : 
Sampling Rate          : 
Temp. Corr Slop Coef   : 
",,,,,,,,,,,,,,,,,
26.10.22 12:30:27,0.78,98.22,86.64,96.6,87.71,79.72,96.53,90.58,84.96,83.63,109.61,86.9,89.38,83.1,98.53,84.72,83.19,89.67,94.98,79.3,91.4,87.54,93.25,89.45,114.46,,27,965,36,26.69,965D6-(E1);
26.10.22 12:30:42,1.03,120.87,119.72,119.45,110.16,104.57,109.89,133.97,106.04,118.35,113.69,108.46,105.44,104.08,110.36,103.56,97.06,106.34,105.4,107.22,94.4,92.46,111.51,118.7,126.91,,27,965,36,26.74,965D6-(E1);
26.10.22 12:30:57,1.28,101.49,96.31,98.22,90.29,85.12,100.15,100.15,91.15,104.3,105.41,101.98,104.99,93.55,107.32,94,86.99,92.65,101.07,102.49,90.77,93.05,98.14,90.9,117.27,,27,965,36,26.76,965D6-(E1);
26.10.22 12:31:12,1.53,96.01,90.79,101.19,96.89,83.31,87.19,93.79,86.82,93.87,103.97,90.42,100.3,96.83,100.3,92.7,88.98,87,93.03,107.07,96.31,94.37,86.92,90.75,99.79,,27,965,36,26.79,965D6-(E1);
26.10.22 12:31:27,1.78,120.87,134.39,134.63,108.55,102.35,123.22,145.43,118.93,111.4,134.85,115.55,118.19,127.21,114.35,133.43,108.37,112.5,121.02,129.44,102.26,120.2,108.79,119.48,144.23,,27,965,36,26.85,965D6-(E1);
26.10.22 12:31:42,2.03,104.79,107.81,109.96,90.29,90.9,104.24,113.42,95.84,113.09,119.66,105.2,103.92,95.26,106.57,103.71,97.79,99.42,104.78,114.15,90.14,100.75,92.03,98.51,111.02,,27,965,36,26.89,965D6-(E1);
26.10.22 12:31:57,2.28,112.11,113.94,99.11,107.27,92.62,105.28,99.85,102.7,107,109.45,101.37,112.07,106.29,115.28,111.43,97.5,96.66,109.48,112.63,95.04,109.56,101.71,105.41,133.14,,27,965,36,26.91,965D6-(E1);
26.10.22 12:32:12,2.53,104.34,97.49,91.06,97.82,88.21,102.19,119.86,102.55,93.44,106.22,115.55,97.16,98.84,104.31,92.7,95.02,87,107.75,95.81,85.93,95.25,101.71,93.08,111.45,,27,965,36,26.94,965D6-(E1);
26.10.22 12:32:27,2.78,109.35,109.02,106.3,95.19,84.84,102.77,129.04,97.47,98.68,108.15,110.34,99.4,94.26,98.53,104.76,91.84,93.93,112.01,105.73,88.42,99.1,92.64,100,116.19,,27,965,36,26.99,965D6-(E1);
26.10.22 12:32:42,3.03,122.94,116.43,122.14,108.39,99.12,120.26,127.57,116.25,130.11,112.05,114.91,115.82,111.65,109.75,105.96,104.76,105.74,126.27,132.17,107.66,107.72,113.12,112.29,111.02,,27,965,36,27.01,965D6-(E1);
26.10.22 12:32:57,3.28,107.21,108.41,105.24,93.03,92.9,118.1,119.07,106.04,95.9,107.99,113.8,102.41,110.75,109.9,113.88,96.04,100.73,117.77,107.37,100,99.1,111.03,103.59,115.97,,27,965,36,27.05,965D6-(E1);
26.10.22 12:33:12,3.53,106.3,112.09,112.27,94.57,82.2,100,116.39,100.9,118.2,111.4,107.84,106.51,102.18,107.62,104.46,91.7,110.99,116.32,112.33,89.2,102.85,116.51,99.11,119.66,,27,965,36,27.08,965D6-(E1);
26.10.22 12:33:27,3.78,113.66,109.48,106.3,100.47,86.94,107.35,108.01,110.02,101.33,95.92,103.51,104.38,100.58,106.87,107.47,93,104.56,111.85,110.97,94.56,96.28,105.63,105.71,102.94,,27,965,36,27.13,965D6-(E1);
26.10.22 12:33:42,4.03,107.67,106.89,98.37,89.38,87.79,102.77,107.25,106.65,108.06,95.14,107.06,97.76,107.92,110.36,105.96,95.6,95.94,110.74,110.51,100.65,95.4,102.65,100,122.72,,27,965,36,27.15,965D6-(E1);
26.10.22 12:33:57,4.28,122.14,110.25,106.15,114.21,81.51,111.55,120.97,112.03,95.32,117.66,104.59,127.36,109.56,103.56,102.52,97.5,101.61,116.64,104.1,92.82,97.02,108.48,102.69,114.67,,27,965,36,27.18,965D6-(E1);
26.10.22 12:34:12,4.53,103.59,110.4,104.34,99.22,86.1,106.91,104.06,108.94,105.2,105.57,113.96,107.43,100.43,109.14,100.89,115.88,103.37,105.09,105.14,95.99,90.72,97.53,98.66,102.31,,27,965,36,27.22,965D6-(E1);
26.10.22 12:34:27,4.78,120.87,114.41,100.89,128.68,82.48,118.41,115.76,121.95,112.17,111.4,101.83,110.98,105.55,110.81,104.61,111.26,111.29,117.45,109.91,102.91,100.45,116.84,98.66,121.63,,27,965,36,27.25,965D6-(E1);
26.10.22 12:34:42,5.03,104.79,114.1,105.24,101.1,95.92,110.19,117.02,104.67,101.03,108.64,112.69,98.5,108.07,104.61,98.82,111.87,95.94,108.22,97.97,99.84,104.06,104.68,93.95,119.23,,27,965,36,27.29,965D6-(E1);
26.10.22 12:34:57,5.28,97.34,96.02,101.64,86.96,84.15,100.87,100.15,89.41,103.86,91.73,91.9,98.8,88.35,88.4,74.34,86.43,86.02,96.04,92.38,88.42,82.4,93.86,86.44,85.54,,27,965,36,27.32,965D6-(E1);
26.10.22 12:35:12,5.53,111.65,115.34,106.91,103.3,89.34,107.5,118.28,106.8,91.42,110.91,113.48,103.92,114.82,107.92,104.76,111.72,93.36,117.77,111.27,91.87,97.02,105.15,100.15,118.35,,27,965,36,27.36,965D6-(E1);
26.10.22 12:35:27,5.78,109.19,107.5,93.53,85.61,85.4,100.29,109.39,111.88,106.25,116.16,106.29,96.87,96.26,94.73,87.12,98.82,104.11,108.69,106.77,79.17,101.8,102.49,98.66,106.54,,27,965,36,27.38,965D6-(E1);
26.10.22 12:35:42,6.03,104.94,111.32,93.09,95.03,76.17,103.8,99.4,98.06,100.15,99.84,105.05,90.83,88.35,93.86,85.85,97.79,90.23,100.61,103.96,87.33,84.53,88.72,95.27,102.1,,27,965,36,27.4,965D6-(E1);
26.10.22 12:35:57,6.28,101.94,100,105.09,89.38,78.62,105.28,102.4,94.66,107.15,105.41,99.7,106.67,102.76,96.77,95.31,103.71,90.09,107.28,100.58,97.43,95.1,98.3,89.45,106.96,,27,965,36,27.41,965D6-(E1);
26.10.22 12:36:12,6.53,107.06,103.73,93.82,101.72,81.79,96.39,95.55,81.97,102.07,99.68,90.13,102.56,88.07,95.31,88.68,90.84,92.36,99.23,101.61,90.45,84.1,106.26,87.01,100.63,,27,965,36,27.47,965D6-(E1);
26.10.22 12:36:27,6.78,116.93,127.22,115.06,100,92.62,114.73,127.25,110.95,101.63,116.33,99.24,124.92,101.74,116.52,106.87,99.71,109.93,120.36,109.76,112.8,101.35,119.95,98.37,109.95,,27,965,36,27.49,965D6-(E1);
26.10.22 12:36:42,7.03,116.93,111.78,107.36,88.77,85.12,108.1,112.48,108.33,98.53,111.4,95.47,119.62,103.93,106.26,103.12,107.31,92.08,114.72,96.09,94.08,96.73,91.13,94.1,111.23,,27,965,36,27.51,965D6-(E1);
26.10.22 12:36:57,7.28,105.7,116.58,111.8,98.75,80.68,111.25,118.44,105.43,100.15,103.97,106.75,99.1,112.1,104.16,97.21,108.07,93.64,118.26,104.7,109.97,97.91,106.1,101.79,117.49,,27,965,36,27.54,965D6-(E1);
26.10.22 12:37:12,7.53,84.77,82.68,79.29,77.46,63.28,85.24,97.03,84.1,96.34,77.67,70.95,76.15,80.23,79.69,79,61.44,67.87,93.18,90.82,73.44,69.23,76.35,69.9,67.36,,27,965,36,27.55,965D6-(E1);
26.10.22 12:37:27,7.78,105.24,113.79,94.99,96.89,80.82,100,136.97,100.3,104,114.19,96.83,116.46,101.89,101.63,101.18,90.27,102.64,116.16,99.42,103.57,95.25,100,88.59,92.51,,27,965,36,27.6,965D6-(E1);
26.10.22 12:37:42,8.03,96.45,106.74,93.96,77.9,79.03,95.1,108.93,99.4,95.32,103.01,103.82,90.4,105.26,106.11,95.45,95.75,88.96,107.75,87.44,87.79,89.41,96.76,95.42,96.66,,27,965,36,27.61,965D6-(E1);
26.10.22 12:37:57,8.28,98.22,108.11,97.63,80.25,86.66,101.31,104.97,96.73,96.34,107.34,97.58,94.35,88.21,106.26,89.83,88.55,87.7,103.39,103.51,88.89,95.55,103.27,96.15,95.83,,27,965,36,27.65,965D6-(E1);
26.10.22 12:38:12,8.53,121.66,130.46,113.97,93.65,92.47,114.43,107.56,108.02,119.45,118.16,106.91,114.41,92.14,113.73,107.17,114.49,103.96,118.9,116.75,108.82,94.07,114.89,91.91,102.52,,27,965,36,27.68,965D6-(E1);
26.10.22 12:38:27,8.78,103.14,95.29,93.82,75.56,71.86,100.58,100,95.55,96.63,91.11,89.68,94.79,98.41,93.57,82.2,99.26,79.94,85.46,89.55,79.48,84.1,99.69,81.35,89.02,,27,965,36,27.69,965D6-(E1);
26.10.22 12:38:42,9.03,101.94,101.19,108.58,83.81,75.76,97.25,98.06,100.6,105.2,92.96,93.09,98.95,119.1,97.5,87.26,84.03,83.93,109.63,100.73,83.77,84.81,98.14,92.06,89.84,,27,965,36,27.72,965D6-(E1);
26.10.22 12:38:57,9.28,89.62,104.78,89.62,90.29,79.17,96.96,96.58,102.55,101.03,110.26,101.67,94.2,94.4,97.65,92.27,86.71,91.08,102.31,88.14,93.13,77.76,88.57,84.17,94.79,,27,965,36,27.74,965D6-(E1);
26.10.22 12:39:12,9.53,83.63,106.89,93.38,93.49,70.92,97.39,85.54,97.32,96.92,95.76,85.88,92.73,92.14,90.26,85.85,82.49,91.51,106.03,89.55,94.4,79.58,90.52,84.88,82.5,,27,965,36,27.78,965D6-(E1);
26.10.22 12:39:27,9.78,87.33,97.05,83.63,85.76,57.86,85.93,104.97,89.41,102.37,84.7,87.78,85.34,92.14,77.48,82.06,78.06,74.65,86.05,80.94,78.26,72.37,82.63,76.74,73.48,,27,965,36,27.79,965D6-(E1);
26.10.22 12:39:42,10.03,111.19,104.18,106.91,102.04,81.23,116.56,111.55,101.8,117.42,108.8,103.97,108.51,109.85,102.97,96.48,101.18,97.96,115.36,103.96,106.67,95.99,109.91,94.68,105.48,,27,965,36,27.83,965D6-(E1);
26.10.22 12:39:57,10.28,116.46,124.01,112.11,109.67,94.48,114.58,114.82,111.88,121.33,120.83,114.12,112.22,100.72,122.64,110.05,108.22,94.93,124.62,99.85,93.13,103.91,120.61,113.22,111.88,,27,965,36,27.83,965D6-(E1);
26.10.22 12:40:12,10.53,107.36,106.44,100.59,87.86,75.76,104.39,94.52,94.22,100,111.73,97.88,92.15,98.41,104.31,87.97,75.32,89.67,108.22,94.94,85.77,89.41,109.91,88.88,95.62,,27,965,36,27.86,965D6-(E1);
26.10.22 12:40:27,10.78,84.34,94.27,79.71,66.37,63.67,89.71,88.99,86.24,76.85,77.67,65.43,69.81,79.83,86.7,76.8,91.7,80.9,91.38,86.88,70.76,70.45,79.11,69.76,77.47,,27,965,36,27.9,965D6-(E1);
26.10.22 12:40:42,11.03,99.11,105.23,99.7,85.16,66.55,96.82,106.33,86.53,90.7,98.27,87.48,95.53,94.97,107.02,90.83,87.56,77.89,108.38,92.23,79.93,82.68,93.7,81.06,87.79,,27,965,36,27.91,965D6-(E1);
26.10.22 12:40:57,11.28,90.92,97.19,82.93,78.78,69.72,76.77,103.3,77.48,85.59,87.43,81.26,90.4,100.29,77.21,81.08,73.82,77.49,92.58,95.81,78.11,78.18,82.92,82.61,65.99,,27,965,36,27.93,965D6-(E1);
26.10.22 12:41:12,11.53,114.28,101.49,101.94,79.66,83.59,106.46,118.59,93.49,111.4,111.4,89.54,94.5,107.62,106.72,102.37,84.03,84.49,110.11,96.09,86.86,98.96,101.87,98.66,93.96,,27,965,36,27.96,965D6-(E1);
26.10.22 12:41:27,11.78,114.75,127.22,113.04,108.71,89.2,122.6,114.98,103.76,122.44,106.05,109.24,108.51,118.03,111.43,111.73,115.41,112.5,126.94,116.44,108.15,107.87,120.94,102.39,103.58,,27,965,36,28,965D6-(E1);
26.10.22 12:41:42,12.03,86.33,98.96,87.33,73.82,69.72,98.55,92.76,73.19,94.01,91.26,83.27,99.4,97.26,91.12,73.66,74.09,82.14,89.89,89.55,70.01,80.84,89.17,74.54,73.68,,27,965,36,28.01,965D6-(E1);
26.10.22 12:41:57,12.28,98.37,100.45,92.66,86.96,77.8,108.4,106.79,93.49,99.56,104.61,98.33,90.4,112.56,94,96.04,77.65,92.08,107.43,93.8,95.19,91.44,101.24,94.83,91.48,,27,965,36,28.03,965D6-(E1);
26.10.22 12:42:12,12.53,99.26,109.33,94.11,89.53,78.62,107.65,101.8,87.82,98.38,105.41,87.34,95.24,93.98,101.78,88.26,87.56,83.65,107.12,94.23,100.48,90.28,105,84.59,89.84,,27,965,36,28.04,965D6-(E1);
26.10.22 12:42:27,12.78,122.46,127.7,102.84,92.27,81.23,119.49,98.51,96.88,113.7,120.49,92.2,106.21,104.08,108.68,95.45,88.55,103.96,107.43,103.22,89.2,93.78,105.94,87.73,74.27,,27,965,36,28.04,965D6-(E1);
26.10.22 12:42:42,13.03,117.87,109.79,101.94,95.34,80.82,115.49,101.65,105.43,115.09,100,100.46,111.76,109.41,107.92,100.74,93,99.27,122.98,103.37,103.24,97.47,101.71,94.98,90.86,,27,965,36,28.08,965D6-(E1);
26.10.22 12:42:57,13.28,121.98,119.41,106.3,90.44,80,116.26,119.39,98.21,102.37,117.82,88.95,91.42,101.89,105.81,97.06,102.52,97.24,108.85,100.58,98.39,95.1,113.12,93.51,84.12,,27,965,36,28.1,965D6-(E1);
26.10.22 12:43:12,13.53,116.77,122.25,103.44,104.72,84.7,126.53,125.63,103.61,121.96,117.16,104.9,102.86,116.04,117.45,101.04,107.77,98.25,104.47,99.71,100.32,100.45,110.87,108.6,96.66,,27,965,36,28.11,965D6-(E1);
26.10.22 12:43:27,13.78,90.48,104.78,87.04,77.9,70.65,101.16,111.09,76.09,98.09,85.76,71.78,84.34,112.4,97.5,86.84,89.12,80.62,101.54,86.74,79.02,86.67,80.57,85.87,77.87,,27,965,36,28.11,965D6-(E1);
26.10.22 12:43:42,14.03,94.84,104.48,84.48,90.89,68.4,107.35,106.49,81.41,98.68,91.42,84.86,93.03,83.92,91.26,78.31,72.06,79.94,102.31,88.14,77.66,79.86,89.77,73.44,71.89,,27,965,36,28.14,965D6-(E1);
26.10.22 12:43:57,14.28,108.43,112.4,103.59,95.8,88.63,118.1,124.34,98.96,90.13,115.83,113.33,104.68,104.23,100.74,85.85,89.41,95.22,112.8,108.71,85.31,90.86,111.03,89.45,94.37,,27,965,36,28.15,965D6-(E1);
26.10.22 12:44:12,14.53,97.19,118.78,93.82,108.71,85.54,109.89,114.66,102.55,111.86,102.06,91.9,103.62,110.75,114.19,94.87,96.33,98.98,118.58,105.14,92.18,92.46,103.9,101.19,97.49,,27,965,36,28.16,965D6-(E1);
26.10.22 12:44:27,14.78,107.52,106.59,98.81,92.42,78.08,103.36,114.04,87.25,106.55,108.64,96.98,88.65,102.47,103.41,82.75,95.6,79.26,107.12,104.84,80.85,81.13,104.37,82.33,74.67,,27,965,36,28.16,965D6-(E1);
26.10.22 12:44:42,15.03,95.43,113.48,90.77,84.71,79.45,98.69,108.01,81.55,109.58,110.75,80.68,90.4,88.49,102.82,89.54,89.27,77.76,99.69,99.85,90.92,82.4,95.23,78.83,63.45,,27,965,36,28.18,965D6-(E1);
26.10.22 12:44:57,15.28,107.36,116.58,98.22,99.22,83.45,124.01,112.64,86.1,108.82,112.87,91.75,90.83,110.6,114.35,96.18,91.13,83.79,112.17,99.71,92.5,96.14,104.21,86.87,91.28,,27,965,36,28.21,965D6-(E1);
26.10.22 12:45:12,15.53,104.64,125.29,107.97,104.41,86.94,123.85,125.47,108.94,113.09,119.82,91.16,113.32,125.32,116.36,104.16,112.18,94.36,119.23,112.48,87.64,94.96,116.03,94.83,95.41,,27,965,36,28.21,965D6-(E1);
26.10.22 12:45:27,15.78,111.96,120.98,96.01,86.66,77.39,107.95,126.6,98.96,101.77,114.35,100.91,118.83,108.07,115.28,89.97,95.02,91.65,117.61,114.61,90.61,95.84,111.99,84.88,76.67,,27,965,36,28.22,965D6-(E1);
26.10.22 12:45:42,16.03,99.26,109.02,100.3,85.01,72.53,112.45,105.42,97.02,102.37,94.83,98.18,97.16,94.4,108.08,87.4,97.79,80.49,113.44,96.24,81,82.68,99.07,77.44,79.47,,27,965,36,28.24,965D6-(E1);
26.10.22 12:45:57,16.28,103.14,109.63,96.6,90.59,88.92,107.06,107.71,102.1,118.35,103.01,102.13,100,110.75,110.97,81.22,108.67,88.96,112.64,97.1,105.53,87.25,112.47,83.6,86.56,,27,965,36,28.24,965D6-(E1);
26.10.22 12:46:12,16.53,106.3,123.53,87.76,94.26,83.87,110.49,113.73,106.8,99.85,110.26,83.7,102.56,110.9,97.5,89.4,93.57,90.66,118.26,100,88.11,90.28,104.37,84.88,87.99,,27,965,36,28.26,965D6-(E1);
26.10.22 12:46:27,16.78,107.82,135.05,106.15,95.96,85.54,121.82,142.53,100.9,97.21,109.45,90.27,104.38,121.89,119.49,102.52,103.86,99.85,118.58,115.83,100.81,95.55,109.59,91.04,89.22,,27,965,36,28.26,965D6-(E1);
26.10.22 12:46:42,17.03,113.04,120.98,108.43,101.41,95.2,122.6,120.18,106.04,113.24,113.2,102.59,118.19,118.8,107.92,92.7,105.81,98.54,123.31,109.16,107.17,95.1,110.23,91.62,86.77,,27,965,36,28.28,965D6-(E1);
26.10.22 12:46:57,17.28,102.24,117.05,105.24,94.42,80,105.57,110.78,100.15,115.4,118.82,85.88,100.45,106.58,101.78,91.84,89.98,84.63,114.4,95.66,83,86.53,95.08,82.47,98.33,,27,965,36,28.26,965D6-(E1);
26.10.22 12:47:12,17.53,112.42,118.78,102.54,88.01,81.23,117.95,110.47,88.26,110.49,102.7,95.62,109.13,115.13,101.93,92.7,95.31,91.93,113.76,103.37,89.36,87.82,103.11,89.17,87.17,,27,965,36,28.28,965D6-(E1);
26.10.22 12:47:27,17.78,96.01,119.56,93.96,77.46,71.32,105.13,97.92,92.9,104,100.95,95.62,94.06,100.29,109.75,89.54,82.63,84.21,109.32,97.97,94.08,85.67,103.11,83.88,63.26,,27,965,36,28.28,965D6-(E1);
26.10.22 12:47:42,18.03,96.45,112.09,109.35,94.26,88.63,116.1,112.02,85.81,114.32,103.33,98.33,113.47,111.95,117.92,95.02,97.36,87.7,123.31,118.44,102.26,96.58,106.57,82.19,82.7,,27,965,36,28.29,965D6-(E1);
26.10.22 12:47:57,18.28,84.48,103.73,92.51,76.29,73.2,101.31,101.65,76.92,101.03,86.37,77.83,88.36,105.11,99.12,76.25,103.26,82.83,94.83,91.24,84.23,76.09,90.82,81.35,68.15,,27,965,36,28.29,965D6-(E1);
26.10.22 12:48:12,18.53,97.19,100.3,82.65,70.64,69.46,96.53,98.51,78.04,89.7,92.96,79.97,79.09,85.58,94.58,67.2,72.87,69.98,96.8,88.84,81.46,84.1,91.58,70.85,58.22,,27,965,36,28.29,965D6-(E1);
26.10.22 12:48:27,18.78,91.35,107.81,94.55,97.04,66.42,113.82,113.88,84.24,105.95,101.27,86.32,93.61,103.93,97.94,73.66,87.98,72.1,99.08,88.28,74.49,80.84,99.38,79.8,71.69,,27,965,36,28.29,965D6-(E1);
26.10.22 12:48:42,19.03,105.85,112.4,97.34,91.96,85.82,112.6,107.1,96.43,96.19,110.26,96.07,109.9,103.35,118.23,85.85,88.7,90.66,121.02,107.52,99.19,90.43,114.24,83.04,69.52,,27,965,36,28.29,965D6-(E1);
26.10.22 12:48:57,19.28,102.09,122.25,103.29,80.1,81.37,110.64,103.76,94.07,127.53,105.57,89.83,107.13,106.73,105.36,83.03,98.38,88.4,110.11,95.81,76.75,90.72,115.22,87.73,85.54,,27,965,36,28.3,965D6-(E1);
26.10.22 12:49:12,19.53,99.85,117.37,85.33,82.92,80,115.65,106.33,83.25,102.66,105.09,91.6,101.5,107.32,99.26,87.4,86.71,86.02,107.9,92.52,72.84,84.1,100.31,84.03,60.93,,27,965,36,28.29,965D6-(E1);
26.10.22 12:49:27,19.78,79.85,94.85,79.99,77.9,78.21,94.53,83.69,74.43,116.33,82.44,72.9,81.07,103.79,87.83,68.4,85.58,68.92,89.3,71.36,59.21,67.73,81.01,66.12,61.32,,27,965,36,28.3,965D6-(E1);
26.10.22 12:49:42,20.03,96.6,115.8,86.9,86.66,69.59,113.82,111.86,88.11,104,105.09,87.48,97.76,102.03,102.07,73.93,84.59,82.27,110.74,95.37,82.07,79.02,95.69,74.12,65.99,,27,965,36,28.3,965D6-(E1);
26.10.22 12:49:57,20.28,91.21,108.26,86.9,78.34,78.35,108.1,98.81,80.99,96.34,102.22,78.68,92.88,94.12,101.48,76.94,82.07,79.8,104.78,88.7,75.69,83.96,101.55,72.62,65.99,,27,965,36,28.3,
26.10.22 12:50:12,20.53,90.48,108.11,86.76,78.19,78.08,108.1,98.96,80.56,96.19,102.22,78.68,92.73,94.26,101.78,76.8,81.8,79.67,104.94,88.42,75.54,83.96,101.87,72.62,65.99,,27,965,36,28.29,
26.10.22 12:50:27,20.78,89.76,107.96,86.33,77.75,77.94,107.65,98.66,79.86,96.19,101.9,78.4,92.73,93.98,101.63,76.39,81.66,79.39,104.47,88,75.39,83.53,101.55,72.34,65.6,,27,965,36,28.25,
26.10.22 12:50:42,21.03,88.9,107.81,86.19,77.31,77.94,107.65,98.51,79.3,95.9,101.58,78.11,92.44,94.12,101.33,75.84,81.38,78.85,104.32,87.86,74.94,83.25,101.4,71.8,64.82,,27,965,36,28.22,
26.10.22 12:50:57,21.28,88.47,107.81,86.19,77.16,77.94,108.1,98.51,79.16,96.05,101.9,77.97,92.44,93.98,101.18,75.57,81.52,78.85,104.47,87.72,74.94,82.97,101.55,71.8,65.01,,27,965,36,28.18,
26.10.22 12:51:12,21.53,87.76,107.81,85.9,76.87,77.94,107.95,98.36,78.46,96.05,101.74,77.97,92.29,94.26,101.04,75.16,81.1,78.71,104.32,87.72,74.79,82.82,101.4,71.66,64.62,,27,965,36,28.15,
26.10.22 12:51:27,21.78,87.47,107.5,85.48,76.58,77.8,107.95,98.21,78.04,95.9,101.42,77.69,92,94.12,101.04,75.02,80.96,78.3,104.16,87.16,74.64,82.26,101.24,71.39,64.04,,27,965,36,28.15,
26.10.22 12:51:43,22.05,86.76,107.2,85.33,76.14,77.53,107.65,97.92,77.62,95.75,101.27,77.4,91.71,93.84,100.89,74.75,80.68,78.03,103.85,86.88,74.34,81.83,100.93,70.85,63.45,,27,965,36,28.11,
26.10.22 12:51:58,22.3,86.47,107.5,85.19,75.7,77.53,107.8,98.06,77.2,95.9,101.27,77.4,91.56,93.98,100.74,74.61,80.55,78.03,104.01,86.6,74.04,81.69,100.93,70.57,63.26,,27,965,36,28.11,
26.10.22 12:52:13,22.55,85.9,107.35,84.91,75.56,77.26,107.8,97.77,76.79,95.61,100.95,77.12,91.42,93.69,100.59,74.61,80.68,77.76,103.85,86.46,73.89,80.99,100.78,70.17,62.48,,27,965,36,28.1,
26.10.22 12:52:28,22.8,85.62,107.35,84.62,75.27,77.26,107.5,97.77,76.51,95.75,101.11,77.12,91.12,93.84,100.59,74.61,80.41,77.76,103.85,86.32,73.74,80.7,100.78,70.03,62.48,,27,965,36,28.08,
26.10.22 12:52:43,23.05,85.19,107.05,84.2,74.69,77.12,107.5,97.47,76.23,95.46,100.79,76.84,90.69,93.84,100.3,74.34,80.13,77.49,103.39,86.05,73.14,80.14,100.47,69.62,61.51,,27,965,36,28.07,
26.10.22 12:52:58,23.3,85.05,107.2,84.06,74.54,76.99,107.65,97.62,76.23,95.46,100.79,76.55,90.54,93.69,100.15,74.2,80.27,77.35,103.54,85.91,72.84,80,100.31,69.49,61.51,,27,965,36,28.05,
26.10.22 12:53:13,23.55,84.77,107.05,83.49,74.11,76.99,107.35,97.32,75.67,95.46,100.63,76.27,90.4,93.84,100,74.07,79.99,77.08,103.39,85.63,72.54,79.58,100.16,68.95,60.93,,27,965,36,28.04,
