Measurement Name :,20221024_SDR710_Plate2,,Generated On :,"24/10/2022, 09:35:03",,,Calibration details for Oxygen,,,Report :,"@m02:IDENTIFICATION
Serial number     : SEBX0007000710      
MUX channel       : ON - 02

PARAMETERS
Sig LED current   : 040
Ref LED current   : 075
Frequency         : 060
Sending interval  : 0000
Pulse lenght      : 06
Red REF comp.     : ON
Temperature comp. : ON

FIRMWARE
ver.4.039.A3.ST   : 04/30/07, 09:14:36
@m02:RDY

",,Other Report :,"Start Temperature : 
End Temperature        : 
Start Humidity         : 
End Humidity           : 
Ref.phase Corre        : 1
Dig. Ampl.Factor       : 
Mod. Coarse Freq.      : 
Mod. Fine Freq.        : 
Mod. Shape             : 
Mono or Stero          : 
Phase Shift            : 
Sampling Rate          : 
Temp. Corr Slop Coef   : 
",,,,,,,,,,,,,,,,,
24.10.22 08:55:17,2.65,124.48,113.51,139.03,148.61,125.24,112.46,144.66,141.05,121.1,119.74,112.11,127.03,116.45,122.16,101.92,118.58,123.55,124.87,109.71,106.18,91.51,115.37,111.35,111.96,,27,965,36,29.73,965D6-(E1);
24.10.22 08:55:32,2.9,93.19,82.98,90.02,106.95,91.3,87.72,101.19,97.18,98.97,77.6,90.36,88.08,74.99,78.99,70.58,93.38,89.2,83.38,79.5,78.93,115.18,81.4,79.96,57.17,,27,965,36,29.77,965D6-(E1);
24.10.22 08:55:47,3.15,105.06,89.31,116.43,111.48,108.04,114.79,110.14,116.49,103.12,93.92,92.56,110.54,98.97,97.04,96.33,120.68,100.3,103.78,98.24,97.41,103.28,76.36,106.61,115.57,,27,965,36,29.81,965D6-(E1);
24.10.22 08:56:02,3.4,110.66,108.19,113.66,126.87,109.86,106.93,123.33,132.38,111.14,103.46,105.16,119.7,87.03,112.28,98.53,108.15,123.87,111.29,91.44,107.75,118.62,101.3,112.12,118.27,,27,965,36,29.85,965D6-(E1);
24.10.22 08:56:17,3.65,93.47,93.6,78.28,98.1,94.31,96.74,96.59,106.62,89.23,84.23,82.29,96.03,90.58,92.21,77.65,95.47,95.43,93.2,90.44,83.85,101.04,80.17,88.46,87.59,,27,965,36,29.91,965D6-(E1);
24.10.22 08:56:32,3.9,87.21,90.16,91.59,92.34,103.7,103.3,100.9,104.35,88.09,76.9,80.02,100.74,98.24,96.89,79.02,89.54,113.64,84.94,76.89,111.85,119.56,85.1,87.89,87.15,,27,965,36,29.96,965D6-(E1);
24.10.22 08:56:47,4.15,106.09,97.95,97.95,106.95,107.29,115.26,123.17,116.18,89.52,95.39,94.78,98.52,97.51,94.69,95.17,95.03,98.67,97.39,97.07,106.18,88.07,94.38,79.69,129.11,,27,965,36,29.99,965D6-(E1);
24.10.22 08:57:02,4.4,85.7,79.25,91.02,97.67,88.73,92.34,93.95,125.55,100.3,82.52,84.57,93.84,84.08,78.85,68.17,83.7,89.63,77.33,73.22,81.96,81.14,74.85,68.98,79,,27,965,36,30.03,965D6-(E1);
24.10.22 08:57:17,4.65,114.55,102.06,112.28,127.66,114.29,115.88,117.93,133.87,122.84,95.1,99.4,116.1,97.51,104.19,97.21,113.01,103.58,100,93.59,118.9,73,85.57,117.73,100.15,,27,965,36,30.09,965D6-(E1);
24.10.22 08:57:32,4.9,104.04,90.02,107.89,119,104.89,95.71,105.56,94.24,98.67,99.7,98.05,105.08,100.88,101.49,91.13,104.74,84.5,101.8,99.12,111.06,112.55,85.72,85.03,103.33,,27,965,36,30.16,965D6-(E1);
24.10.22 08:57:47,5.15,90.53,88.32,93.74,117.45,104,107.54,115.88,108.14,104.62,88.97,86.59,107.95,90.58,91.63,95.17,98.33,93.24,100.65,96.34,96.5,93.98,96.78,94.4,88.6,,27,965,36,30.2,965D6-(E1);
24.10.22 08:58:02,5.4,98.85,89.59,89.88,103.68,86.61,101.34,99.55,104.5,97.2,82.38,89.93,101.48,94.31,94.4,78.2,98.33,88.2,84.94,96.78,80.08,79.47,79.56,86.89,64.92,,27,965,36,30.24,965D6-(E1);
24.10.22 08:58:17,5.65,95.58,104.44,113.81,128.78,106.69,122.53,127.19,118.85,108.4,105.13,105.77,111.15,115.52,100.15,107.16,120.03,118.32,111.13,97.36,110.58,124.65,96.3,103.59,149.63,,27,965,36,30.3,965D6-(E1);
24.10.22 08:58:32,5.9,122.47,109.7,134.74,121.5,123.97,127.03,121.73,132.38,120.78,109.41,121.29,125.1,120.66,103.59,101.48,121.65,148.24,116.39,113.06,140.47,120.19,126.34,124.72,145.28,,27,965,36,30.35,965D6-(E1);
24.10.22 08:58:47,6.15,88.87,104.59,104.29,107.25,106.09,110.76,121.73,110.13,115,104.37,99.7,117.19,107.14,99.11,96.77,107.22,82.53,95.61,101.33,109.32,89.07,83.86,111.82,111.03,,27,965,36,30.41,965D6-(E1);
24.10.22 08:59:02,6.4,116.81,105.78,106.08,138.38,114.6,116.82,108.92,99.4,116.08,94.95,100.6,106.59,106.39,94.84,88.13,113.48,106.45,94.48,97.22,93.78,47.38,75,96.89,82.13,,27,965,36,30.46,965D6-(E1);
24.10.22 08:59:17,6.65,100.29,103.4,108.19,114.99,102.66,115.73,119.35,120.12,115,96.87,88.91,110.08,89.73,103.89,100.15,105.67,101.34,90.95,94.31,91.23,118.15,99.84,96.16,133.92,,27,965,36,30.52,965D6-(E1);
24.10.22 08:59:32,6.9,95.72,100.44,106.08,111.17,115.21,99.85,101.79,118.85,108.24,88.97,89.05,110.23,94.03,91.63,84.45,110.81,98.96,98.69,99.27,111.53,65.2,78.49,71.28,107.31,,27,965,36,30.56,965D6-(E1);
24.10.22 08:59:47,7.15,105.94,129.54,109.7,145.39,122.71,119.19,132.91,130.58,121.57,105.28,123.86,128.97,112.14,114.6,107.16,117.14,93.97,102.46,106.24,133.64,125.45,93.58,102.69,98.2,,27,965,36,30.61,965D6-(E1);
24.10.22 09:00:02,7.4,87.35,80.49,79.8,109.36,85.34,91.61,94.53,83.46,108.24,76.62,74.82,101.48,80.74,81.65,73.14,100.46,79.87,88.73,74.58,84.29,109.48,64.89,75.94,76.19,,27,965,36,30.67,965D6-(E1);
24.10.22 09:00:17,7.65,47.44,54.15,56.32,75.38,57.94,57.23,78.94,57.15,67.13,40.98,43.55,65.24,58.71,58.37,51.3,68.73,55.34,50.69,50.07,63.07,46.88,56.2,45.08,40.22,,27,965,36,30.73,965D6-(E1);
24.10.22 09:00:32,7.9,80.68,98.24,88.74,105.16,101.18,105.56,105.87,122.82,105.07,87.52,87.46,119.39,98.83,86.46,87.13,101.98,101.64,91.75,90.3,94.38,58.76,78.64,83.62,102.12,,27,965,36,30.78,965D6-(E1);
24.10.22 09:00:47,8.15,83.66,97.37,96.78,130.55,102.36,99.26,102.99,108.6,105.22,85.23,89.49,106.28,83.8,86.17,86.57,92.64,88.2,94.64,96.2,107.9,127.7,84.64,96.74,109.16,,27,965,36,30.83,965D6-(E1);
24.10.22 09:01:02,8.4,96.86,91.59,110.3,115.75,110.47,117.14,127.68,129.11,114.53,100.15,90.07,125.58,89.44,94.1,90.84,112.54,103.73,106.27,105.34,99.39,113.32,99.35,104.19,92.56,,27,965,36,30.88,965D6-(E1);
24.10.22 09:01:17,8.65,94.31,96.06,94.46,109.06,98.83,120.93,109.68,106.01,100.89,86.66,94.18,117.66,97.36,82.35,85.3,98.64,109.8,95.45,88.45,112.64,81.42,93.58,85.18,97.75,,27,965,36,30.94,965D6-(E1);
24.10.22 09:01:32,8.9,98.43,116.13,105.63,141.7,122.23,113.08,115.73,129.76,110.22,96.72,114.77,122.23,115.68,103.74,106.86,124.58,86.91,111.63,105.94,109.95,92.67,111.51,102.99,112.74,,27,965,36,30.99,965D6-(E1);
24.10.22 09:01:47,9.15,114.4,113.51,109.24,154.8,102.21,125.9,133.57,121.87,112.37,101.5,99.1,114.55,110.01,104.64,91.99,116.34,113.03,115.02,98.24,114.88,71.92,89,101.49,97.15,,27,965,36,31.05,965D6-(E1);
24.10.22 09:02:02,9.4,89.15,95.48,76.23,98.54,110.16,99.85,100,108.91,85.25,83.37,78.04,96.76,79.5,85.32,78.88,90.13,75.16,88.57,75.94,89.3,95.29,75.3,70.2,111.03,,27,965,36,31.1,965D6-(E1);
24.10.22 09:02:17,9.65,91.65,90.31,104.14,103.83,95.18,93.36,105.56,111.52,108.09,79.56,86.16,108.56,90.72,92.07,83.61,91.75,77.78,95.45,86.33,103.85,83.39,79.71,84.18,112.9,,27,965,36,31.16,965D6-(E1);
24.10.22 09:02:32,9.9,120.78,119.86,130.19,152.37,140.56,131.43,130.28,147.87,138.3,108.8,116.82,130.59,115.99,102.39,114.64,128.19,122.43,121.73,99.41,143.25,120.83,107.69,125.2,147.19,,27,965,36,31.2,965D6-(E1);
24.10.22 09:02:47,10.15,95.44,81.73,92.02,96.36,96.2,120.93,115.88,109.37,104.92,96.13,90.07,106.43,93.88,84.33,91.84,107.53,94.12,97.23,85.76,103.7,93.11,104.23,92.65,129.44,,27,965,36,31.25,965D6-(E1);
24.10.22 09:03:02,10.4,73.49,87.19,88.6,115.91,87.17,101.49,99.55,99.4,96.47,76.07,81.58,112.54,85.48,86.03,71.79,101.98,96.31,88.57,84.22,90.93,40.8,78.18,90.47,98.05,,27,965,36,31.3,965D6-(E1);
24.10.22 09:03:17,10.65,89.28,108.34,109.7,131.68,111.23,129.79,130.94,133.37,108.85,102.1,104.24,113.62,96.2,94.1,88.98,124.09,112.87,126.8,86.19,107.9,94.12,92.47,87.17,104.55,,27,965,36,31.34,965D6-(E1);
24.10.22 09:03:32,10.9,95.16,89.17,98.68,113,105.04,114.17,110.76,109.21,97.64,89.25,81.86,100.89,96.63,79.41,89.41,110.18,78.89,107.94,87.31,96.8,45.38,97.58,85.6,93.88,,27,965,36,31.38,965D6-(E1);
24.10.22 09:03:47,11.15,100.14,121.27,104.59,126.39,115.83,117.77,118.71,129.76,113.29,112.67,97.75,118.29,112.3,103.14,91.27,141.34,117.38,108.1,106.09,115.36,110.4,110.34,112.43,159.56,,27,965,36,31.42,965D6-(E1);
24.10.22 09:04:02,11.4,99.14,93.6,112.59,121.03,109.86,97.92,117.77,108.75,116.55,85.51,81.86,116.72,88.59,85.6,88.13,103.67,115.51,102.46,85.48,106.81,51.68,107.03,86.46,63.3,,27,965,36,31.45,965D6-(E1);
24.10.22 09:04:17,11.65,95.87,100.59,111.37,126.87,113.21,129.3,113.54,134.03,101.63,101.35,98.5,121.76,103.85,98.52,88.84,140.82,105.39,105.6,94.6,112.01,81.98,96.46,95.42,149.28,,27,965,36,31.49,965D6-(E1);
24.10.22 09:04:32,11.9,87.9,95.48,98.53,139.87,104.59,104.81,104.81,129.93,104.17,81.11,87.02,111.92,86.47,87.6,91.7,114.75,109.18,93.52,94.46,105.09,73,92.32,98.22,87.44,,27,965,36,31.53,965D6-(E1);
24.10.22 09:04:47,12.15,99.86,104.29,115.2,126.87,113.68,119.35,118.24,123.94,117.64,98.36,95.22,133.7,118,103.59,103.86,127.04,144.99,110.45,104.44,126.44,58.63,111.84,94.4,109.78,,27,965,36,31.58,965D6-(E1);
24.10.22 09:05:02,12.4,91.23,103.84,101.92,116.52,108.35,132.75,120.14,118.38,113.14,97.32,91.1,109.62,91.15,93.52,101.92,108.3,97.78,99.35,89.58,124.79,54.36,93.27,67.77,114,,27,965,36,31.61,965D6-(E1);
24.10.22 09:05:17,12.65,100.86,126.01,113.2,128.3,124.77,133.74,127.84,137.36,120.63,101.2,116.98,128.64,96.93,103.89,102.82,134.87,117.38,106.93,93.74,143.94,125.29,128.26,96.3,121.63,,27,965,36,31.67,965D6-(E1);
24.10.22 09:05:32,12.9,85.02,101.62,98.39,118.38,113.83,114.95,115.26,135.52,102.53,87.81,85.15,126.71,99.56,81.51,98.82,115.86,125.63,96.26,88.02,82.69,99.26,91.68,85.6,137.27,,27,965,36,31.71,965D6-(E1);
24.10.22 09:05:47,13.15,106.67,102.8,99.85,146.06,110.01,134.23,121.41,139.37,120.31,98.8,102.42,130.43,100.15,91.92,88.55,124.09,132.45,104.94,117.69,110.9,127.7,85.41,100.89,88.9,,27,965,36,31.74,965D6-(E1);
24.10.22 09:06:02,13.4,88.59,112.28,105.93,147.92,114.75,131.43,126.87,139.2,123.96,104.37,102.87,129.94,100.88,104.34,87.28,129.02,106.9,105.6,90.15,100,75.6,100.16,90.91,140.15,,27,965,36,31.8,965D6-(E1);
24.10.22 09:06:17,13.65,115.3,118.14,129.86,138.21,131.84,135.23,129.47,166.84,130.23,106.35,103.78,140.84,122.86,101.79,105.36,134.7,133.93,127.68,115.06,129.94,85.22,117.06,85.46,138.96,,27,965,36,31.85,965D6-(E1);
24.10.22 09:06:32,13.9,99.71,112.44,112.59,138.87,127,138.23,129.3,145.98,123.8,105.59,107.15,136.01,100.15,100.3,88.98,131.68,141.77,119.31,99.12,165.15,60.32,99.19,114.76,110.72,,27,965,36,31.89,965D6-(E1);
24.10.22 09:06:47,14.15,102.74,91.73,107.28,131.84,105.94,112.77,116.04,116.49,101.19,79.84,90.8,119.86,87.88,82.35,92.42,113.33,80.15,99.18,83.8,101.23,91.08,121.85,108.13,129.11,,27,965,36,31.96,965D6-(E1);
24.10.22 09:07:02,14.4,73.49,95.04,91.02,98.54,100.29,96.44,84.29,109.37,97.79,79.84,75.52,117.19,83.52,80.8,78.06,104.9,94.41,95.29,84.5,107.12,88.92,57.34,82.07,114.79,,27,965,36,32,965D6-(E1);
24.10.22 09:07:17,14.65,87.35,86.9,91.3,122.44,103.85,125.41,104.2,115.56,108.85,86.52,95.67,111.92,85.76,73.6,87.42,111.12,80.84,90.95,91.87,105.4,46.13,65.03,89.03,114,,27,965,36,32.05,965D6-(E1);
24.10.22 09:07:32,14.9,84.34,98.97,92.74,111.63,100.74,116.35,124.29,127,111.3,85.94,85.44,112.69,72.28,82.35,98.67,125.56,101.64,100.65,93.16,99.85,108.57,103.09,67.1,113.53,,27,965,36,32.09,965D6-(E1);
24.10.22 09:07:47,15.15,88.73,105.04,114.89,123.7,118.47,114.01,116.51,111.21,113.76,76.48,100.45,127.67,89.44,96.89,103.56,135.71,113.34,105.6,101.18,113.6,101.04,85.57,84.61,132.25,,27,965,36,32.13,965D6-(E1);
24.10.22 09:08:02,15.4,80.41,87.47,90.73,119.47,90.15,106.17,115.42,125.07,118.58,85.66,86.88,101.34,84.08,94.4,78.47,132.69,103.88,92.23,83.24,117.45,102.83,101.62,80.94,100.9,,27,965,36,32.2,965D6-(E1);
24.10.22 09:08:17,15.65,102.02,94.32,114.28,138.38,102.66,100.75,106.63,124.42,123.16,88.68,95.22,115.94,80.47,83.76,101.78,121.32,100,110.11,92.3,104.63,82.12,75.61,70.2,114.16,,27,965,36,32.24,965D6-(E1);
24.10.22 09:08:32,15.9,81.49,87.89,101.47,111.78,94.46,103.75,103.75,123.94,95.74,92.16,88.47,116.88,70.13,77.88,78.88,103.05,97.93,97.39,73.63,100.61,98.08,77.88,72.92,110.4,,27,965,36,32.31,965D6-(E1);
24.10.22 09:08:47,16.15,77.86,86.62,96.78,124.96,105.19,112.61,107.84,95.86,97.64,69.6,80.58,116.57,81.71,82.91,72.74,119.23,69.31,84.32,79.36,105.72,123.21,91.05,95.57,97,,27,965,36,32.34,965D6-(E1);
24.10.22 09:09:02,16.4,77.73,86.48,85.92,122.91,98.24,120.93,95.12,102.99,94.72,73.3,77.48,106.28,61.43,68.17,69.64,99.39,107.05,80.73,87.6,104.78,87.78,68.87,55.64,91.38,,27,965,36,32.39,965D6-(E1);
24.10.22 09:09:17,16.65,88.18,94.61,101.03,129.1,105.64,113.23,111.53,115.09,112.06,86.95,95.52,112.54,85.9,86.46,85.16,117.14,113.49,119.14,79.78,119.39,64.4,97.9,95.57,81.56,,27,965,36,32.45,965D6-(E1);
24.10.22 09:09:32,16.9,62.01,83.4,91.02,105.76,81.3,101.05,100.9,102.39,103.27,75.93,80.87,101.63,69.47,70.33,65.64,115.86,105.54,84.47,77.58,92.88,85.08,89.48,74.29,70.37,,27,965,36,32.49,965D6-(E1);
24.10.22 09:09:47,17.15,64.17,78.42,75.83,107.25,102.07,90.17,103.9,100.75,97.64,68.65,76.5,93.11,63.39,72.78,65.64,104.74,97.78,88.73,69.06,114.4,76.29,87.91,71.42,90.94,,27,965,36,32.53,965D6-(E1);
24.10.22 09:10:02,17.4,108.73,103.55,108.94,150.14,112.91,116.82,137.23,142.74,120.31,97.61,94.78,123.18,96.93,106.16,95.75,115.07,126.28,123.64,87.6,111.85,65.33,97.26,78.15,111.65,,27,965,36,32.59,965D6-(E1);
24.10.22 09:10:17,17.65,80.95,77.19,85.22,116.99,95.04,104.2,104.05,99.11,107.03,73.44,86.59,101.63,71.07,71.56,73.68,107.99,107.81,86.04,69.47,101.84,77.67,68.57,78.99,126.16,,27,965,36,32.66,965D6-(E1);
24.10.22 09:10:32,17.9,80.41,88.46,93.46,124.17,106.69,105.87,103.6,138.02,102.08,82.95,82,117.04,79.64,84.61,85.72,121,122.12,104.44,83.24,92.88,64.14,86.19,95.86,152.97,,27,965,36,32.7,965D6-(E1);
24.10.22 09:10:47,18.15,85.98,85.78,79.8,120.71,97.95,109.38,93.07,111.83,97.35,73.71,75.94,113.77,63.52,77.46,70.85,114.43,96.75,99.35,81.44,96.5,60.98,80.02,86.6,161.37,,27,965,36,32.74,965D6-(E1);
24.10.22 09:11:02,18.4,87.35,96.06,105.33,123.38,100,112.15,109.68,110.9,110.22,88.39,72.6,113.31,82.13,80.94,68.04,120.68,126.44,100.82,63.39,98.62,112.4,97.9,71.69,118.27,,27,965,36,32.78,965D6-(E1);
24.10.22 09:11:17,18.65,97.71,103.84,98.24,131.36,102.81,109.22,111.53,122.02,117.17,79.14,91.24,127.19,91.87,96.16,77.37,144.27,87.63,104.94,88.16,111.06,92.24,89.95,79.41,159.56,,27,965,36,32.85,965D6-(E1);
24.10.22 09:11:32,18.9,101.58,115.35,100.29,154.28,125.72,142.61,124.61,125.87,112.06,87.67,110.86,138,87.6,89.03,96.92,126.38,100.89,133.9,108.04,122.49,40.07,86.35,121.84,161,,27,965,36,32.89,965D6-(E1);
24.10.22 09:11:47,19.15,83.79,89.59,89.31,112.84,82.41,113.7,108.15,113.22,106.73,72.47,82,113.93,67.34,79.27,72.33,117.94,117.85,93.68,79.91,89.15,57.07,72.45,81.36,76.61,,27,965,36,32.95,965D6-(E1);
24.10.22 09:12:02,19.4,75.74,101.62,85.08,129.59,87.03,109.53,109.53,114.31,102.23,81.53,91.98,114.86,78.95,71.83,87.28,116.82,98.96,106.77,79.64,115.84,96.9,85.26,78.85,126.82,,27,965,36,32.99,965D6-(E1);
24.10.22 09:12:17,19.65,86.94,111.52,105.63,135.75,109.71,124.45,124.61,128.14,123.96,96.58,96.71,120.65,82.96,87.31,86,129.52,125.79,102.46,83.8,117.29,101.04,110.84,88.89,76.61,,27,965,36,33.03,965D6-(E1);
24.10.22 09:12:32,19.9,63.41,83.82,78.83,119.16,82.96,99.26,104.65,125.07,100.3,63.13,82.86,113,58.71,68.31,60.53,107.37,91.94,92.55,75.53,103.54,65.2,80.94,81.79,120.51,,27,965,36,33.09,965D6-(E1);
24.10.22 09:12:47,20.15,81.62,73.25,79.38,121.03,90.44,93.36,101.64,107.23,94.57,69.87,66.85,99.56,58.97,65.49,57.68,101.37,111.18,86.52,75.12,99.23,56.68,83.86,79.27,121.15,,27,965,36,33.13,965D6-(E1);
24.10.22 09:13:02,20.4,107.85,109.4,100,139.54,108.95,114.01,113.39,151.34,131.37,89.11,101.51,127.51,92.73,86.74,88.27,137.24,101.19,124.17,91.73,120.69,106.44,92.16,99.85,148.75,,27,965,36,33.19,965D6-(E1);
24.10.22 09:13:17,20.65,97.71,108.94,108.79,141.36,112.3,117.14,126.22,139.2,145.37,84.23,91.54,149.87,87.17,98.07,98.09,131.85,131.8,112.81,85.2,122.16,99.41,84.64,92.21,147.19,,27,965,36,33.23,965D6-(E1);
24.10.22 09:13:32,20.9,79.07,95.33,93.74,123.54,96.93,109.68,101.34,124.58,110.53,63.27,80.87,119.7,63.12,81.08,74.64,105.51,110.26,111.13,81.44,90.34,69.48,52.5,79.13,172.02,,27,965,36,33.28,965D6-(E1);
24.10.22 09:13:47,21.15,84.06,71.77,83.4,113.3,74.99,76.3,88.44,103.74,78.82,53.54,72.74,105.98,61.04,70.6,74.5,107.06,90.06,82.91,70.13,85.9,71.78,65.47,56.55,97.15,,27,965,36,33.31,965D6-(E1);
24.10.22 09:14:02,21.4,81.22,89.17,81.73,129.91,103.25,115.1,94.24,135.36,109.61,76.2,84.14,116.1,68.13,73.33,76.68,128.86,133.11,95.13,76.62,114.24,85.93,96.94,87.89,135.42,,27,965,36,33.36,965D6-(E1);
24.10.22 09:14:17,21.65,65.19,61.73,71.5,108.91,78.4,88.44,91.47,89.17,91.82,58.5,59.6,99.41,60.52,64.69,54.47,102.29,92.66,84.94,65.75,75.35,47.38,60.51,59.02,111.65,,27,965,36,33.42,965D6-(E1);
24.10.22 09:14:32,21.9,77.46,92.59,85.36,119.78,92.73,105.56,100.3,111.21,105.97,63.93,73.57,119.86,57.17,69.66,68.3,126.05,77.23,90,74.17,92.28,94.56,71.4,66.83,136.76,,27,965,36,33.46,965D6-(E1);
24.10.22 09:14:47,22.15,78,110,104.29,131.68,110.62,109.68,116.04,142.23,123,79.98,84.72,121.91,81.57,85.6,76.14,131.85,116.6,116.56,97.22,117.29,87.64,120.82,78.15,127.14,,27,965,36,33.5,965D6-(E1);
24.10.22 09:15:02,22.4,86.66,106.98,110.91,130.87,104.15,105.87,108.46,137.36,119.84,79.42,89.64,133.7,67.2,83.62,90.27,131.18,101.79,119.83,79.5,126.44,69.75,89.48,108.59,113.37,,27,965,36,33.55,965D6-(E1);
24.10.22 09:15:17,22.65,93.47,98.39,107.58,143.87,110.47,134.9,125.41,149.08,131.86,89.83,100.9,144.05,79.91,92.5,92.28,145.66,104.03,116.73,87.46,103.23,103.13,74.7,81.36,156.51,,27,965,36,33.6,965D6-(E1);
24.10.22 09:15:32,22.9,74.02,66.71,76.37,93.91,72.95,89.59,95.56,113.38,105.52,64.47,68.89,113.31,52.96,67.5,72.6,100.15,111.18,82.75,60.91,90.34,96.75,72.75,56.03,85.57,,27,965,36,33.63,965D6-(E1);
24.10.22 09:15:47,23.15,65.19,82.29,83.54,118.69,95.33,105.87,114.48,124.91,104.77,65.54,78.46,120.17,72.28,71.83,74.5,119.71,99.26,97.07,82.83,82.83,64.67,98.39,82.63,145.63,,27,965,36,33.69,965D6-(E1);
24.10.22 09:16:02,23.4,71.92,75.69,80.49,110.41,87.74,105.71,86.57,97.63,101.33,49.3,78.32,109.78,67.6,75.11,66.04,109.55,96.75,86.36,71.34,99.54,90.07,73.8,68.17,105.47,,27,965,36,33.74,965D6-(E1);
