Measurement Name :,20221024_SDR710_Plate2,,Generated On :,"24/10/2022, 09:35:03",,,Calibration details for Oxygen,,,Report :,"@m02:IDENTIFICATION
Serial number     : SEBX0007000710      
MUX channel       : ON - 02

PARAMETERS
Sig LED current   : 040
Ref LED current   : 075
Frequency         : 060
Sending interval  : 0000
Pulse lenght      : 06
Red REF comp.     : ON
Temperature comp. : ON

FIRMWARE
ver.4.039.A3.ST   : 04/30/07, 09:14:36
@m02:RDY

",,Other Report :,"Start Temperature : 
End Temperature        : 
Start Humidity         : 
End Humidity           : 
Ref.phase Corre        : 1
Dig. Ampl.Factor       : 
Mod. Coarse Freq.      : 
Mod. Fine Freq.        : 
Mod. Shape             : 
Mono or Stero          : 
Phase Shift            : 
Sampling Rate          : 
Temp. Corr Slop Coef   : 
",,,,,,,,,,,,,,,,,
24.10.22 09:16:17,23.65,90.39,105.48,98.97,160.4,101.33,118.87,126.71,141.39,121.73,88.97,82,134.69,90.72,85.32,91.56,125.07,118.17,115.53,65.49,124.79,81.42,94.22,96.3,165.55,,27,965,36,33.8,965D6-(E1);
24.10.22 09:16:32,23.9,82.16,69.63,85.5,119,92.44,94.83,91.47,123.94,97.49,55.88,71.09,111.15,60.26,66.16,63.54,119.23,99.85,98.53,57.42,110.11,74.23,65.18,64.29,102.27,,27,965,36,33.84,965D6-(E1);
24.10.22 09:16:47,24.15,80.68,89.17,95.77,126.55,103.4,108.15,93.22,111.52,117.17,74.68,91.1,121.12,72.28,78.29,88.98,124.58,94.55,96.91,72.41,124.46,56.68,79.25,62.57,125.68,,27,965,36,33.88,965D6-(E1);
24.10.22 09:17:02,24.4,66.99,85.22,80.49,122.91,92.87,106.78,87.14,109.52,96.18,67.16,68.35,109.47,65.49,72.92,67.24,107.22,97.34,90.8,62.73,99.69,82.4,63.42,73.47,109.63,,27,965,36,33.92,965D6-(E1);
24.10.22 09:17:17,24.65,82.3,103.4,97.07,134.44,105.64,120.46,118.08,142.91,112.99,85.08,91.54,133.21,91.73,87.6,87.28,147.05,100.3,116.73,73.36,135.16,82.68,99.35,92.07,123.89,,27,965,36,33.96,965D6-(E1);
24.10.22 09:17:32,24.9,89.98,98.53,111.67,158.81,127.16,136.39,124.93,164.47,129.91,90.12,103.33,149.18,88.45,100,101.33,137.58,124.19,125.04,96.05,149.74,128.83,97.42,105.7,192.99,,27,965,36,33.99,965D6-(E1);
24.10.22 09:17:47,25.15,62.9,84.94,84.1,124.33,88.02,101.34,94.97,118.06,109.77,61.14,72.47,115.17,61.95,66.03,74.36,110.34,108.42,87.3,58.58,90.49,93.25,61.38,71.15,96.11,,27,965,36,34.03,965D6-(E1);
24.10.22 09:18:02,25.4,56.24,65.92,65.79,119.16,64.04,80.06,75.61,102.09,85.82,46.37,51.35,90.66,60.65,55.12,47.78,84.14,87.05,65.84,54.23,96.95,49.14,66.65,57.98,104.09,,27,965,36,34.05,965D6-(E1);
24.10.22 09:18:17,25.65,71.13,87.04,86.9,123.07,96.34,105.71,100.45,126.68,114.22,71.1,86.45,127.83,80.88,85.18,85.3,134.2,114.58,112.14,82.96,125.12,90.22,92.63,91.63,133.58,,27,965,36,34.06,
24.10.22 09:18:32,25.9,70.48,86.76,86.62,122.75,96.34,105.71,99.7,126.84,114.07,70.97,86.16,127.67,81.02,84.89,84.73,134.7,114.11,111.29,82.96,124.13,89.93,92.16,90.76,131.59,,27,965,36,34.06,
24.10.22 09:18:47,26.15,70.09,86.34,86.2,122.28,95.62,105.41,98.96,126.52,113.6,70.42,85.72,127.03,80.88,84.47,84.59,133.52,113.64,110.45,82.27,123.47,89.64,90.73,90.91,130.43,,27,965,36,34.03,
24.10.22 09:19:02,26.4,69.44,86.34,86.2,122.12,95.04,105.11,98.36,126.36,112.83,70.01,85.01,127.03,80.74,84.33,84.31,133.36,113.49,110.45,81.44,123.47,89.64,90.1,90.04,132.42,,27,965,36,33.98,
24.10.22 09:19:17,26.65,68.92,86.06,85.78,121.5,94.6,104.96,97.62,125.87,112.83,69.47,84.57,126.54,80.47,83.9,83.75,132.85,113.64,110.45,80.6,122.81,89.07,90.58,90.19,131.75,,27,965,36,33.92,
24.10.22 09:19:32,26.9,68.54,85.5,85.64,121.18,94.31,104.65,97.18,125.55,112.52,68.92,84.57,126.54,80.33,83.62,83.05,133.02,113.34,110.62,80.05,122,89.64,90.58,89.75,130.76,,27,965,36,33.88,
24.10.22 09:19:47,27.15,68.28,85.22,85.5,121.03,93.88,104.65,96.3,125.71,112.52,68.51,84.14,126.22,80.47,83.34,82.63,132.85,113.49,110.11,79.78,122.49,88.64,89.32,88.75,131.26,,27,965,36,33.85,
24.10.22 09:20:02,27.4,67.89,84.94,85.22,120.87,93.31,104.5,96.15,125.39,112.22,68.11,83.86,125.9,80.05,83.34,82.21,132.52,112.72,109.61,79.09,121.67,87.78,89.32,89.47,131.09,,27,965,36,33.8,
24.10.22 09:20:17,27.65,67.37,84.52,84.94,120.56,92.73,104.2,95.41,125.23,111.91,67.43,83.57,125.58,79.91,82.91,81.24,131.85,112.41,109.44,79.36,120.85,89.07,89.16,88.6,130.1,,27,965,36,33.75,
24.10.22 09:20:32,27.9,66.99,84.38,84.94,120.4,92.3,103.9,94.83,124.74,111.6,67.02,83.29,125.42,79.78,82.77,80.96,132.18,111.95,109.28,79.36,121.51,87.78,89.95,88.46,128.95,,27,965,36,33.71,
24.10.22 09:20:47,28.15,66.34,84.1,84.52,120.25,91.73,103.75,94.24,124.74,111.3,66.75,82.57,125.58,80.05,82.49,80.68,131.85,112.25,109.28,79.22,120.69,88.07,88.85,88.46,131.75,,27,965,36,33.69,
24.10.22 09:21:02,28.4,65.96,83.68,84.24,120.09,91.3,103.6,93.8,124.74,110.68,66.49,82.29,125.26,80.05,82.35,80.55,131.85,112.41,108.6,78.81,119.71,88.5,88.53,86.89,130.1,,27,965,36,33.66,
24.10.22 09:21:17,28.65,65.58,83.26,83.68,120.25,90.72,103.3,93.36,124.42,110.22,65.95,82,125.1,80.33,81.79,79.85,131.68,112.41,107.94,78.12,119.88,88.5,89.16,88.32,128.78,,27,965,36,33.61,
24.10.22 09:21:32,28.9,65.32,82.84,83.4,120.09,90.3,103.15,92.78,124.1,109.77,65.95,81.72,124.62,80.47,81.51,79.71,131.18,111.79,107.77,78.4,119.23,87.92,87.91,86.74,129.28,,27,965,36,33.58,
24.10.22 09:21:47,29.15,64.94,82.15,82.7,119.93,89.73,102.84,92.34,124.1,109.31,65.54,81.15,124.46,80.33,81.51,79.02,130.68,111.95,107.77,77.99,118.74,88.5,89.16,88.32,128.45,,27,965,36,33.56,
24.10.22 09:22:02,29.4,64.55,81.45,82.15,119.78,88.87,102.69,91.61,123.78,108.4,65.54,81.15,124.14,80.33,80.8,79.16,130.68,111.95,107.27,78.12,118.58,87.5,88.22,87.31,128.95,,27,965,36,33.5,
24.10.22 09:22:17,29.65,64.17,80.76,81.32,119.31,88.02,102.24,90.89,123.46,107.79,65.41,80.3,123.82,80.19,80.52,78.47,130.35,111.33,106.77,76.89,117.77,87.35,88.38,86.17,127.47,,27,965,36,33.49,
24.10.22 09:22:32,29.9,63.91,80.21,80.76,119.31,87.31,102.09,90.45,123.3,107.18,65.14,80.02,123.66,80.47,80.1,78.06,130.18,111.18,106.27,77.44,117.45,86.07,88.38,85.18,128.78,,27,965,36,33.44,
24.10.22 09:22:47,30.15,63.79,79.8,80.35,119.31,87.17,102.09,90.02,122.98,106.43,65.27,79.87,123.5,80.88,80.1,77.65,130.02,111.33,106.27,77.17,117.77,87.92,87.28,86.03,129.11,,27,965,36,33.41,
24.10.22 09:23:02,30.4,63.41,79.11,79.66,119.16,86.61,101.49,89.16,122.66,105.52,65.01,79.17,123.34,80.47,79.69,76.68,129.69,111.02,105.44,76.48,116.16,87.35,86.5,85.46,128.29,,27,965,36,33.38,
24.10.22 09:23:17,30.65,63.15,78.56,78.97,118.85,85.9,101.34,88.58,122.34,104.32,64.87,78.89,123.03,80.47,79.27,76,129.52,111.02,105.6,76.48,116.48,86.07,87.91,85.6,129.28,,27,965,36,33.34,
24.10.22 09:23:32,30.9,62.9,78.01,78.42,118.85,85.48,101.19,88.15,122.18,103.72,64.47,78.75,122.55,80.33,78.99,75.86,129.02,110.26,104.94,76.62,116.16,86.07,86.81,85.18,128.45,,27,965,36,33.3,
24.10.22 09:23:47,31.15,62.52,77.46,77.87,118.53,85.06,101.05,87.57,122.02,102.97,64.34,78.18,122.55,80.74,78.99,75.59,128.69,111.02,104.77,76.07,115.36,86.07,85.57,85.18,126.82,,27,965,36,33.25,
24.10.22 09:24:02,31.4,62.26,76.78,77.19,118.22,84.36,100.6,87.14,121.55,102.38,63.67,78.04,122.39,80.47,78.15,75.45,128.86,110.72,104.44,75.8,115.84,86.07,85.41,83.76,129.28,,27,965,36,33.21,
24.10.22 09:24:17,31.65,61.76,76.1,76.64,118.22,83.8,100.45,86.57,121.39,101.78,63.13,77.76,122.07,80.47,77.6,75.18,128.53,110.1,104.44,75.66,114.88,85.08,86.04,83.76,128.78,,27,965,36,33.17,
24.10.22 09:24:32,31.9,61.38,75.83,76.1,117.91,83.1,100,86.14,120.91,101.19,62.6,77.2,121.44,80.6,77.18,74.91,128.03,109.95,104.11,75.8,114.72,85.93,85.72,82.49,126.82,,27,965,36,33.14,
24.10.22 09:24:47,32.15,61.13,75.55,75.83,117.6,82.83,99.7,85.57,120.75,100.59,61.93,77.06,121.44,80.6,76.49,74.91,128.19,109.95,104.28,75.26,114.08,86.78,84.79,83.19,127.14,,27,965,36,33.1,
24.10.22 09:25:02,32.4,60.75,74.87,75.42,117.76,82.55,99.26,85.29,120.43,100.15,61.27,76.64,121.44,80.33,75.94,74.5,127.86,109.8,103.78,74.99,113.44,87.35,84.79,83.48,126.49,,27,965,36,33.06,
24.10.22 09:25:17,32.65,60.12,74.2,75.01,117.6,81.99,98.66,84.86,120.43,99.56,60.74,76.08,121.28,80.05,75.8,74.09,127.37,109.64,103.12,74.58,114.08,86.78,85.41,83.62,124.38,,27,965,36,33.02,
24.10.22 09:25:32,32.9,59.74,73.39,74.6,117.45,81.71,98.22,84.29,119.96,99.11,60.48,75.66,120.96,79.91,75.53,74.36,127.53,110.1,102.63,73.9,113.28,85.93,83.55,82.49,127.31,,27,965,36,33,
24.10.22 09:25:47,33.15,59.49,72.98,74.33,117.45,81.44,97.92,84.01,119.8,98.52,59.95,75.38,121.12,80.05,74.84,74.09,127.53,109.49,103.12,74.04,112.64,84.66,84.17,82.21,125.68,,27,965,36,32.96,
24.10.22 09:26:02,33.4,58.99,72.44,73.79,117.3,80.74,97.33,83.44,119.8,98.38,59.15,74.82,120.81,79.78,74.43,73.68,126.71,109.64,102.63,73.36,112.96,86.64,84.33,81.65,125.51,,27,965,36,32.94,
24.10.22 09:26:17,33.65,58.61,72.04,73.39,117.14,80.05,96.89,82.88,119.33,98.08,58.76,74.27,120.65,79.5,73.74,73.55,126.71,109.18,101.8,72.55,112.48,86.64,84.02,81.65,126.16,,27,965,36,32.92,
24.10.22 09:26:32,33.9,58.36,71.77,73.25,117.14,80.05,96.74,82.88,119.01,98.23,58.37,73.85,120.65,80.05,73.88,73.28,127.2,109.03,101.8,72.15,112.01,85.93,83.24,81.22,126.33,,27,965,36,32.89,
24.10.22 09:26:47,34.15,57.86,71.23,72.85,117.14,79.36,96.3,82.59,119.01,97.64,57.84,73.57,120.65,79.36,73.47,73.01,126.71,109.03,101.64,71.61,111.85,87.21,83.24,81.65,124.86,,27,965,36,32.85,
24.10.22 09:27:02,34.4,57.49,70.56,72.58,116.99,78.81,95.56,82.03,118.54,97.35,57.45,73.16,120.33,79.5,73.06,72.74,126.05,109.34,100.98,71.34,110.74,86.93,83.71,81.22,123.89,,27,965,36,32.85,
24.10.22 09:27:17,34.65,56.99,70.16,72.31,117.14,78.81,95.56,81.75,118.85,97.49,57.32,72.6,120.33,79.91,72.92,72.6,126.05,109.34,100.98,71.07,111.53,86.78,82.32,79.96,125.51,,27,965,36,32.81,
24.10.22 09:27:32,34.9,56.49,69.63,71.64,116.68,77.71,94.83,81.19,118.22,96.91,56.66,72.19,119.86,79.36,71.96,71.92,125.89,109.64,100.82,70.4,110.74,87.78,82.17,80.94,125.35,,27,965,36,32.81,
24.10.22 09:27:47,35.15,56.12,69.36,71.77,116.99,77.17,94.39,80.9,118.38,96.61,56.14,72.05,119.7,79.5,71.83,72.06,126.05,108.88,100.33,70.53,110.58,86.93,82.17,79.69,126,,27,965,36,32.78,
24.10.22 09:28:02,35.4,55.62,68.7,71.37,116.68,76.62,94.24,80.48,118.06,96.47,55.75,71.78,119.7,79.5,71.28,71.65,125.89,109.03,99.84,70.13,110.42,86.93,82.17,79.55,126.16,,27,965,36,32.74,
24.10.22 09:28:17,35.65,54.88,68.43,70.97,116.83,75.8,93.95,80.34,117.75,96.18,55.23,71.5,119.54,79.36,71.42,71.25,125.89,109.8,99.35,69.6,110.27,86.07,81.7,80.24,124.86,,27,965,36,32.74,
24.10.22 09:28:32,35.9,54.63,68.17,70.97,116.83,75.53,93.8,79.78,117.75,96.18,54.84,71.36,119.86,79.36,70.74,71.39,125.56,109.18,99.51,69.73,109.63,87.5,80.78,79.96,125.02,,27,965,36,32.71,
24.10.22 09:28:47,36.15,54.26,67.64,70.56,116.68,74.71,93.51,79.64,117.44,95.88,54.32,70.95,119.39,79.22,70.6,71.12,125.07,109.34,99.35,68.4,110.11,88.64,82.32,79.96,125.02,,27,965,36,32.69,
24.10.22 09:29:02,36.4,54.02,67.11,70.3,116.68,74.04,93.36,79.36,117.12,95.74,54.19,70.67,119.39,79.36,70.74,70.98,124.58,109.18,99.51,68.13,108.85,87.35,81.86,78.01,125.02,,27,965,36,32.67,
24.10.22 09:29:17,36.65,53.65,66.84,70.16,116.68,73.36,92.92,78.81,117.12,95.45,53.8,70.4,118.91,79.78,70.33,70.58,125.23,109.03,98.69,68,109,89.21,81.55,79.55,124.7,,27,965,36,32.67,
24.10.22 09:29:32,36.9,52.79,66.05,69.5,116.37,72.01,92.49,78.39,116.65,94.72,53.28,69.99,118.91,79.5,69.79,70.18,124.58,108.73,98.53,67.6,109,88.92,81.24,79.55,125.35,,27,965,36,32.63,
24.10.22 09:29:47,37.15,52.67,65.92,69.36,116.68,71.07,92.49,78.39,116.96,95.15,53.02,70.13,118.91,80.05,69.93,70.31,124.91,108.73,98.04,66.54,109,88.64,80.32,78.29,124.7,,27,965,36,32.61,
24.10.22 09:30:02,37.4,52.67,65.65,69.1,116.83,70.27,92.34,78.25,116.81,94.86,52.63,69.85,118.91,80.19,69.79,69.91,124.74,108.88,98.37,65.36,108.38,88.35,80.02,79.27,124.86,,27,965,36,32.6,
24.10.22 09:30:17,37.65,52.42,65,68.83,116.52,69.87,92.2,77.69,116.34,94.86,51.99,69.58,118.91,79.91,69.12,69.91,124.74,108.42,97.88,64.83,108.22,88.64,79.4,78.85,125.68,,27,965,36,32.59,
24.10.22 09:30:32,37.9,52.18,64.6,68.56,116.37,68.8,91.9,77.41,116.02,94.57,51.73,69.17,118.76,80.05,68.98,69.77,124.25,108.42,97.39,64.3,107.43,89.5,80.48,78.15,124.05,,27,965,36,32.56,
24.10.22 09:30:47,38.15,51.81,64.21,68.03,116.22,68.4,91.76,77.14,115.87,94.28,51.09,68.76,118.44,80.6,68.71,69.5,124.09,107.66,97.23,63.65,107.12,88.07,80.02,76.77,125.68,,27,965,36,32.55,
24.10.22 09:31:02,38.4,51.69,64.08,67.64,116.22,67.87,91.61,77,115.87,94.28,50.83,68.76,118.29,80.74,68.71,69.24,123.93,108.42,97.07,63.65,106.96,87.78,79.1,77.46,125.02,,27,965,36,32.53,
24.10.22 09:31:17,38.65,51.69,63.82,67.24,116.06,67.07,91.61,76.58,115.87,94.13,50.32,68.62,118.44,81.16,68.31,69.1,123.93,108.88,97.07,64.3,107.28,89.5,79.1,77.88,124.05,,27,965,36,32.52,
24.10.22 09:31:32,38.9,51.32,63.29,66.71,115.91,65.88,91.47,76.3,115.71,93.7,50.06,68.35,118.44,80.88,68.17,69.37,123.6,108.42,96.26,63.52,107.12,91.66,79.1,77.46,124.21,,27,965,36,32.5,
24.10.22 09:31:47,39.15,51.32,63.16,66.45,115.91,65.09,91.32,76.17,115.56,93.84,49.68,68.07,118.29,81.57,67.63,68.97,123.6,108.42,96.26,63.91,106.96,91.22,78.49,77.46,123.73,,27,965,36,32.48,
24.10.22 09:32:02,39.4,50.95,62.77,66.05,115.75,63.91,90.74,75.34,115.24,93.41,49.3,67.67,117.82,81.57,67.37,68.57,123.27,108.73,96.26,63.65,106.81,91.08,78.64,76.91,123.57,,27,965,36,32.46,
24.10.22 09:32:17,39.65,50.71,62.64,65.92,115.75,62.86,90.74,75.34,115.09,93.55,48.79,67.39,117.82,81.85,67.5,68.44,123.11,108.42,95.93,63.65,106.34,90.36,78.79,77.32,123.4,,27,965,36,32.44,
24.10.22 09:32:32,39.9,50.59,62.51,65.52,115.29,61.69,90.31,74.79,114.78,93.26,48.4,66.99,117.5,81.85,66.83,68.17,122.79,108.57,95.45,63.26,106.03,91.08,78.49,76.91,124.05,,27,965,36,32.42,
24.10.22 09:32:47,40.15,50.34,62.38,65.52,115.45,60.91,90.02,74.65,114.62,93.12,48.28,66.85,117.35,82.27,66.83,68.04,122.62,107.97,95.77,62.73,106.18,91.08,78.49,77.6,124.05,,27,965,36,32.42,
24.10.22 09:33:02,40.4,50.1,62.12,65,115.29,59.87,89.88,74.23,114.46,92.54,47.9,66.71,117.35,82.13,66.43,67.5,122.79,108.57,95.13,62.73,106.03,91.08,78.34,75.94,123.89,,27,965,36,32.39,
24.10.22 09:33:17,40.65,49.74,61.86,65,114.99,58.97,89.73,73.96,114.78,92.54,47.51,66.31,117.5,82.55,66.16,67.77,122.46,108.42,94.8,62.47,105.09,91.08,78.79,76.63,122.76,,27,965,36,32.38,
24.10.22 09:33:32,40.9,49.37,61.73,64.73,114.99,58.07,89.59,73.55,114.31,92.54,47.26,65.9,117.19,82.83,66.03,67.64,121.97,107.97,95.45,62.34,105.56,91.08,76.97,75.53,123.08,,27,965,36,32.36,
24.10.22 09:33:47,41.15,49.01,61.21,64.08,114.68,57.42,89.16,73.14,114.15,92.11,46.63,66.04,116.88,82.69,65.76,67.64,122.14,107.97,94.97,62.73,104.78,90.94,77.42,75.94,122.44,,27,965,36,32.35,
24.10.22 09:34:02,41.4,49.01,61.08,64.08,114.53,56.78,89.44,73,114.15,92.25,46.75,65.63,116.72,83.24,65.63,67.5,122.14,108.27,94.16,62.34,105.09,92.38,77.58,75.94,122.76,,27,965,36,32.34,
24.10.22 09:34:17,41.65,48.4,60.3,63.29,114.07,56.14,88.87,72.45,113.69,91.96,46.12,64.95,116.57,82.96,65.23,66.84,121.97,107.51,94.48,62.08,104.94,91.22,76.97,75.53,122.27,,27,965,36,32.31,
