Measurement Name :,20221024_SDR641_Plate3,,Generated On :,"24/10/2022, 11:05:58",,,Calibration details for Oxygen,,,Report :,"@m01:IDENTIFICATION
Serial number     : SEBX0007000641      
MUX channel       : ON - 01

PARAMETERS
Sig LED current   : 045
Ref LED current   : 095
Frequency         : 060
Sending interval  : 0000
Pulse lenght      : 06
Red REF comp.     : ON
Temperature comp. : ON

FIRMWARE
ver.4.039.A3.ST   : 04/30/07, 09:14:36
@m01:RDY

",,Other Report :,"Start Temperature : 
End Temperature        : 
Start Humidity         : 
End Humidity           : 
Ref.phase Corre        : 1
Dig. Ampl.Factor       : 
Mod. Coarse Freq.      : 
Mod. Fine Freq.        : 
Mod. Shape             : 
Mono or Stero          : 
Phase Shift            : 
Sampling Rate          : 
Temp. Corr Slop Coef   : 
",,,,,,,,,,,,,,,,,
24.10.22 10:49:33,25.05,85.29,99.4,132.19,46.64,79.78,100.45,120.81,116.79,93.16,68.25,124.44,69.38,86.29,86.84,107.42,90.78,89.13,91.4,116.77,96.85,95.84,84.45,100.61,86.07,,27,965,36,29.83,
24.10.22 10:49:48,25.3,84.14,104.95,125.98,48.93,71.09,94.68,124.35,107.59,79.05,71.7,108.47,80.12,76.44,91.61,114.23,85.41,87.01,84.03,118.83,98.27,102.25,63.65,104.76,68.13,,27,965,36,29.83,
24.10.22 10:50:03,25.55,89.34,94.39,119.56,48.29,77.14,101.04,111.33,100.15,82.59,72.96,108.16,72.55,85,91.75,112.98,85.12,86.72,88.14,115.67,91.26,90.29,72.36,100.61,78.25,,27,965,36,29.86,
24.10.22 10:50:18,25.8,89.05,93.95,119.72,47.66,76.44,101.04,111.33,99.7,82.31,73.24,107.69,71.85,84.29,90.88,112.82,84.25,86.44,87.55,115.51,91.42,90.44,71.26,100.46,78.12,,27,965,36,29.83,
24.10.22 10:50:33,26.05,88.91,93.66,119.09,46.77,75.47,100.15,111.02,100,82.16,72.82,107.53,71.03,83.87,90.73,112.51,83.54,86.16,86.81,115.2,90.96,90,70.98,100.61,77.58,,27,965,36,29.79,
24.10.22 10:50:48,26.3,88.76,93.37,119.09,45.88,75.89,100.45,111.17,98.8,81.6,72.26,107.38,70.47,83.58,90.59,112.67,82.82,85.88,86.37,115.67,91.11,90.15,70.57,100.61,77.44,,27,965,36,29.76,
24.10.22 10:51:03,26.55,88.91,93.08,119.09,45.5,75.2,99.55,111.02,98.95,81.88,72.82,107.07,70.75,82.88,89.43,112.51,82.68,84.89,85.06,115.51,90.96,90,70.29,100.3,77.17,,27,965,36,29.72,
24.10.22 10:51:18,26.8,88.91,92.64,119.09,44.36,74.79,99.26,110.86,98.5,80.89,72.68,107.07,70.06,82.31,89.87,112.67,82.11,84.61,84.62,115.2,90.19,89.28,70.02,100.15,77.44,,27,965,36,29.69,
24.10.22 10:51:33,27.05,88.76,92.79,119.25,43.98,74.65,98.37,110.55,98.5,81.17,72.68,106.91,69.65,82.03,89.72,112.2,81.96,84.33,84.18,115.04,90.19,89.42,69.88,99.85,77.04,,27,965,36,29.68,
24.10.22 10:51:48,27.3,88.62,92.79,119.09,43.48,74.23,98.37,110.86,98.5,80.89,72.96,107.38,69.51,81.47,89.14,112.04,80.97,84.19,83.31,115.51,90.03,89.86,69.88,99.54,77.58,,27,965,36,29.65,
24.10.22 10:52:03,27.55,87.89,92.2,118.77,42.35,73.96,97.04,110.24,97.76,80.89,72.68,106.91,68.69,81.19,88.86,111.89,80.4,83.77,82.58,115.04,89.27,88.7,69.75,99.24,77.17,,27,965,36,29.64,
24.10.22 10:52:18,27.8,87.75,92.2,118.77,41.6,73.68,96,110.24,97.76,80.46,72.54,107.07,68.42,80.48,88.28,112.2,79.55,83.35,82,114.41,88.96,88.41,69.61,98.94,77.17,,27,965,36,29.61,
24.10.22 10:52:33,28.05,87.17,91.33,118.45,41.23,73.55,94.83,110.39,97.9,80.18,72.82,106.6,68.01,80.48,88.28,112.04,78.84,83.07,81.13,114.41,88.66,88.7,69.2,98.94,77.17,,27,965,36,29.6,
24.10.22 10:52:48,28.3,86.16,90.9,118.61,40.85,73.27,93.51,109.93,97.16,80.04,72.68,106.29,68.01,79.78,87.85,112.04,78.14,82.79,79.98,114.57,88.5,87.84,69.61,98.94,76.9,,27,965,36,29.58,
24.10.22 10:53:03,28.55,85.44,90.61,118.93,40.6,73.27,92.49,109.93,97.16,79.47,71.84,106.29,67.6,79.78,87.7,111.73,77.99,82.37,79.41,114.57,88.5,87.55,69.61,98.63,76.63,,27,965,36,29.58,
24.10.22 10:53:18,28.8,85.58,90.46,118.61,39.98,73,91.77,109.77,97.16,79.19,72.68,106.14,66.78,79.64,87.42,112.2,77.15,82.23,78.54,114.72,88.04,87.55,69.47,98.33,76.5,,27,965,36,29.57,
24.10.22 10:53:33,29.05,85.15,90.03,118.77,39.73,72.73,91.33,109.46,97.01,78.35,72.82,105.98,67.19,78.94,86.99,111.89,76.45,81.54,77.83,114.1,87.89,87.12,69.06,98.78,76.77,,27,965,36,29.54,
24.10.22 10:53:48,29.3,84.86,90.18,118.3,39.48,72.18,90.18,109.62,96.71,78.35,72.68,105.98,66.64,78.94,86.7,111.73,76.31,81.95,77.4,114.25,86.98,87.26,69.06,97.87,76.36,,27,965,36,29.54,
24.10.22 10:54:03,29.55,84.72,89.6,118.61,39.24,72.18,89.6,109.93,96.57,78.35,72.12,105.83,66.37,78.81,86.56,111.27,75.75,81.54,77.12,113.94,86.83,86.54,69.47,98.18,76.63,,27,965,36,29.53,
24.10.22 10:54:18,29.8,84.14,89.31,118.77,38.49,71.91,87.87,109.15,96.27,78.35,72.68,105.67,66.1,78.81,85.56,111.11,75.19,81.54,76.83,114.57,86.98,85.83,69.34,97.87,76.5,,27,965,36,29.51,
24.10.22 10:54:33,30.05,83.43,89.02,118.61,38.12,71.22,87.3,109.31,95.68,77.78,72.26,105.21,65.02,78.25,85.27,110.96,75.47,81.54,76.4,113.32,86.52,85.83,68.93,98.18,76.36,,27,965,36,29.51,
24.10.22 10:54:48,30.3,83,89.31,118.93,37.5,71.09,86.73,109.31,95.68,77.78,71.98,105.21,64.07,78.11,84.99,111.42,75.05,81.4,75.41,113.78,86.83,85.69,69.2,97.72,76.09,,27,965,36,29.5,
24.10.22 10:55:03,30.55,82.14,88.73,118.61,37.14,70.68,85.59,109,95.53,77.36,72.26,104.59,63.66,77.69,84.99,110.8,74.49,81.4,74.7,113.47,86.67,85.11,68.79,97.42,75.82,,27,965,36,29.5,
24.10.22 10:55:18,30.8,81.58,88.3,118.77,36.89,71.09,85.59,109.31,95.38,77.5,72.4,105.36,62.72,77.41,84.56,110.96,74.49,81.4,74.42,113.78,86.37,85.11,68.52,97.27,75.69,,27,965,36,29.47,
24.10.22 10:55:33,31.05,81.15,88.02,118.14,36.03,70.82,85.3,109.46,94.79,76.94,72.4,105.06,62.59,76.86,83.57,110.8,74.49,81.26,73.99,113.94,85.91,84.83,68.24,96.97,75.29,,27,965,36,29.44,
24.10.22 10:55:48,31.3,80.87,87.44,118.3,36.4,70,84.31,109.31,94.2,76.66,72.68,104.59,61.65,76.72,83,110.8,73.8,80.7,73,113.32,86.07,84.4,67.84,97.12,75.29,,27,965,36,29.46,
24.10.22 10:56:03,31.55,81.01,87.44,118.77,36.4,69.46,84.45,109.31,93.9,76.1,72.26,104.75,60.85,76.44,83,110.49,73.8,80.56,72.86,113,86.22,84.12,67.84,97.42,75.29,,27,965,36,29.44,
24.10.22 10:56:18,31.8,80.44,87.3,118.45,35.78,69.05,83.6,109.15,93.9,76.66,72.4,104.75,60.45,76.72,82.72,110.96,73.66,80.7,72.58,113.47,85.76,83.69,67.7,96.82,74.75,,27,965,36,29.43,
24.10.22 10:56:33,32.05,80.16,86.73,117.98,35.91,68.65,83.32,109,93.31,76.38,72.54,104.13,59.38,76.3,82.15,110.34,73.66,80.01,71.46,113.47,85.46,83.69,67.29,96.82,74.62,,27,965,36,29.43,
24.10.22 10:56:48,32.3,80.02,86.59,118.14,35.29,68.51,83.04,108.84,93.75,76.1,72.4,104.13,59.25,76.03,81.87,110.03,73.38,79.87,71.04,113,85.61,83.41,67.43,96.51,74.62,,27,965,36,29.41,
24.10.22 10:57:03,32.55,79.59,86.59,117.82,34.93,68.78,82.61,109.31,92.87,75.83,72.54,103.98,58.85,76.03,80.74,110.8,73.38,80.01,71.04,112.69,85.16,83.55,67.16,96.36,74.22,,27,965,36,29.4,
24.10.22 10:57:18,32.8,79.17,86.59,117.98,34.68,68.38,81.91,109.46,92.73,75.55,72.82,104.13,58.05,75.47,80.32,110.49,73.52,80.15,70.76,113.32,85.16,83.41,66.34,96.36,73.81,,27,965,36,29.4,
24.10.22 10:57:33,33.05,78.6,86.3,117.82,33.95,67.7,81.49,109,92.58,75.27,72.96,103.82,57.52,75.34,80.04,110.19,73.38,79.87,69.92,112.69,85.01,83.27,66.21,95.91,73.41,,27,965,36,29.4,
24.10.22 10:57:48,33.3,78.89,86.44,117.66,34.44,67.84,80.92,108.54,91.99,75.27,72.96,103.67,57.26,75.2,79.9,110.65,73.52,80.01,69.5,112.54,85.16,83.12,65.8,96.06,74.08,,27,965,36,29.39,
24.10.22 10:58:03,33.55,78.46,86.44,117.82,34.07,67.57,80.22,108.84,91.55,74.57,73.1,103.05,56.86,74.79,79.06,110.34,73.38,79.73,69.22,113.32,84.25,83.12,65.26,95.61,73.55,,27,965,36,29.38,
24.10.22 10:58:18,33.8,78.18,86.44,117.98,33.46,67.03,80.5,108.38,91.7,74.57,72.68,103.67,56.34,74.65,78.5,110.49,73.24,79.6,68.25,113,84.25,82.84,64.99,95.76,73.41,,27,965,36,29.36,
24.10.22 10:58:33,34.05,77.9,85.87,118.14,33.22,67.03,79.8,108.54,91.26,74.71,73.1,103.52,55.94,74.37,77.81,109.88,73.24,79.46,68.25,112.69,83.95,83.69,64.59,95.31,73.28,,27,965,36,29.36,
24.10.22 10:58:48,34.3,77.34,85.3,117.66,32.97,66.36,79.66,108.54,90.82,74.29,72.96,103.36,55.81,74.23,77.81,109.72,73.24,79.32,67.56,112.54,83.5,83.41,63.51,95.46,72.75,,27,965,36,29.33,
24.10.22 10:59:03,34.55,76.92,85.02,117.35,32.49,66.49,78.55,108.23,90.39,73.6,73.38,102.9,55.68,73.68,76.97,110.34,72.41,78.91,67.28,112.54,83.19,83.12,63.24,94.71,72.48,,27,965,36,29.35,
24.10.22 10:59:18,34.8,77.2,85.16,117.35,32,66.09,78.41,108.38,90.39,73.46,72.82,103.05,55.15,73.14,76.83,110.03,72.82,78.63,66.59,113,82.89,83.27,62.84,95.01,72.35,,27,965,36,29.35,
24.10.22 10:59:33,35.05,76.78,84.88,117.35,32,65.69,77.99,108.38,90.09,73.6,72.54,102.44,54.63,73,76.28,109.26,72.41,78.36,65.9,112.22,82.89,82.98,62.17,94.41,71.55,,27,965,36,29.33,
24.10.22 10:59:48,35.3,76.5,84.59,117.35,31.64,65.29,77.71,107.92,89.95,73.46,72.12,102.29,54.37,72.59,75.86,110.03,72.55,78.08,65.62,112.07,83.5,83.27,61.51,94.71,71.69,,27,965,36,29.33,
24.10.22 11:00:03,35.55,76.08,84.45,117.98,31.64,64.89,77.16,107.61,89.51,73.32,71.56,102.44,53.97,72.45,75.73,109.72,72.82,78.49,65.62,112.07,83.35,83.41,61.37,94.86,71.55,,27,965,36,29.32,
24.10.22 11:00:18,35.8,76.08,84.73,117.19,31.4,64.22,76.74,107.92,88.79,73.05,70.87,101.98,53.71,71.5,74.9,109.11,72.68,77.67,65.07,112.38,83.04,82.84,60.71,94.41,71.55,,27,965,36,29.3,
24.10.22 11:00:33,36.05,75.94,84.03,117.98,31.04,64.89,76.88,108.23,89.08,72.91,70.18,102.29,53.45,71.5,74.35,109.41,72.27,77.53,64.66,111.91,82.59,83.12,60.44,94.11,70.89,,27,965,36,29.3,
24.10.22 11:00:49,36.32,75.52,83.46,117.66,30.79,64.09,75.78,107.61,88.21,72.22,70.59,101.98,52.93,71.09,73.66,109.11,72.82,77.39,64.25,112.07,82.74,82.98,60.17,93.81,70.49,,27,965,36,29.29,
24.10.22 11:01:04,36.57,75.52,83.18,117.35,30.67,64.48,75.64,107.76,87.92,71.94,70.46,101.98,52.67,70.68,73.11,109.11,72.55,77.26,64.25,112.07,82.29,82.84,59.38,93.66,70.63,,27,965,36,29.29,
24.10.22 11:01:19,36.82,75.38,82.89,117.51,30.67,63.95,75.5,107.46,88.06,72.36,70.59,101.83,52.67,70.14,72.42,108.8,72.41,76.71,63.97,112.07,83.04,82.7,58.85,93.51,70.63,,27,965,36,29.29,
24.10.22 11:01:34,37.07,75.24,82.47,117.19,30.31,63.29,74.4,107.46,87.34,71.94,70.73,101.52,52.28,69.46,72.15,109.11,72.41,76.98,63.7,111.91,82.59,82.84,58.85,93.36,69.97,,27,965,36,29.28,
24.10.22 11:01:49,37.32,75.1,81.77,116.88,30.43,63.42,74.54,107.46,86.76,71.53,71.43,101.07,51.89,69.46,72.01,108.8,72.55,76.43,62.61,111.76,82.44,81.99,58.06,92.77,69.57,,27,965,36,29.28,
24.10.22 11:02:04,37.57,74.68,80.78,117.51,30.19,62.49,73.99,107.3,86.76,71.67,71.84,100.91,51.76,69.19,72.01,109.26,72.13,76.3,62.33,111.6,81.84,81.85,57.92,92.77,69.04,,27,965,36,29.26,
24.10.22 11:02:19,37.82,74.55,80.36,117.03,29.71,63.02,73.58,107.61,86.19,71.53,71.29,100.91,51.63,68.24,71.33,108.95,72.27,75.89,62.33,111.6,81.69,81.85,58.06,92.62,69.44,,27,965,36,29.26,
24.10.22 11:02:34,38.07,74.55,79.66,116.88,29.95,62.09,72.89,106.84,85.61,71.26,71.43,100.3,51.5,67.7,70.78,108.49,72.13,75.62,61.65,111.45,81.24,81.43,57.53,92.17,68.65,,27,965,36,29.25,
24.10.22 11:02:49,38.32,74.41,79.39,116.56,29.71,61.7,72.62,106.84,85.04,71.12,71.7,100.61,50.98,67.57,70.38,108.34,71.85,75.48,61.38,111.45,81.69,81.15,57.66,92.17,68.65,,27,965,36,29.25,
24.10.22 11:03:04,38.57,73.85,78.69,116.88,29.59,61.3,72.21,106.69,84.75,70.71,71.7,100.15,50.59,67.3,70.38,108.18,72.13,75.34,61.24,111.29,81.54,81.29,57,92.02,68.26,,27,965,36,29.24,
24.10.22 11:03:19,38.82,73.43,78.27,117.03,28.87,61.56,71.93,106.69,84.75,71.12,72.12,100.46,50.85,66.63,69.83,108.03,72.13,75.21,60.56,111.45,81.24,81.29,57.13,92.32,67.99,,27,965,36,29.22,
24.10.22 11:03:34,39.07,73.43,77.58,117.19,29.47,60.77,71.12,106.84,84.32,70.84,71.56,100.46,50.08,66.09,69.43,108.34,71.85,74.93,60.02,111.91,80.94,80.72,56.87,92.17,67.34,,27,965,36,29.24,
24.10.22 11:03:49,39.32,73.02,76.88,117.03,29.11,60.25,70.44,106.84,83.75,70.57,71.7,99.85,49.69,65.82,69.15,108.03,72.27,74.39,59.75,111.45,80.5,80.58,56.87,91.87,67.21,,27,965,36,29.21,
24.10.22 11:04:04,39.57,73.16,75.78,116.72,28.51,60.25,70.3,106.38,84.18,70.29,72.54,99.7,49.69,65.82,68.21,107.88,71.85,74.39,59.21,111.29,80.05,79.88,55.95,92.02,66.69,,27,965,36,29.21,
24.10.22 11:04:19,39.82,72.74,75.36,116.88,28.63,59.72,70.17,106.84,83.61,70.43,72.26,99.85,49.43,65.82,68.34,108.64,71.72,73.85,59.21,111.14,79.75,80.16,55.82,92.32,66.43,,27,965,36,29.21,
24.10.22 11:04:34,40.07,72.47,74.4,116.72,28.03,59.2,69.9,106.69,83.18,70.02,72.26,99.7,48.92,65.42,67.67,108.03,71.72,73.85,58.54,110.52,79.45,79.46,55.56,91.13,66.3,,27,965,36,29.19,
24.10.22 11:04:49,40.32,72.19,73.58,116.72,28.27,59.2,69.62,106.23,83.18,69.88,72.82,100,48.53,64.89,67.53,108.03,71.85,73.71,58.67,110.83,78.71,79.32,55.3,91.43,65.78,,27,965,36,29.21,
24.10.22 11:05:04,40.57,71.78,73.03,116.4,28.03,58.93,69.08,106.38,82.89,69.75,72.54,99.85,48.27,64.62,66.99,107.72,71.58,73.03,57.86,110.67,78.56,79.04,55.04,91.43,64.87,,27,965,36,29.19,
24.10.22 11:05:19,40.82,71.5,72.48,116.72,28.03,58.28,68.81,106.23,82.47,69.34,72.54,98.79,47.63,63.95,66.46,107.88,71.16,72.76,57.59,110.67,78.26,79.18,54.64,91.43,64.74,,27,965,36,29.18,
24.10.22 11:05:34,41.07,71.22,71.93,116.88,27.79,58.41,68.54,106.07,82.32,69.61,73.1,99.24,47.5,63.55,66.19,107.72,71.58,72.49,57.19,110.52,78.26,78.62,54.38,91.13,64.74,,27,965,36,29.18,
